name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,country,longBusinessDescription,companyStatus,linkedin
Sellix,https://www.eu-startups.com/directory/sellix/,Italy,"Sellix.io is a powerful ecommerce solution built for digital entrepreneurs which includes everything you need to create, grow, and manage an online store. We're here to empower the entrepreneurs of tomorrow. With Sellix, entrepreneurs can deliver products more effectively, connect major software tools and services for growth, and offer the international support to customers — all within a secure environment.",Bologna,"E-Commerce, E-Commerce Platforms, Software",No funding announced yet,2020,https://sellix.io,IT,,,
Sempi,https://www.eu-startups.com/directory/sempi/,Italy,"Our team has created an algorithm that, thanks also to the contribution of our coaches, is able to connect the market of micro-small businesses, each with its own specific needs, with the world of the most qualified professional skills. AFC Manager, Purchasing / Sales Manager, Export Manager, Contract Office Manager and so on. They will create a ""boutique"" of professional services provided via video call to support even ""micro-realities"" of companies, which would normally be denied access to specialist management.",Torino,Consulting,No funding announced yet,2020,https://www.sempi.it/,IT,,,
Cyberangels,https://www.eu-startups.com/directory/cyberangels/,Italy,"Cyberangels is an all-in-one platform to help SMBs reduce cyber risk by 90%, without becoming or hiring cyber experts and breaking the bank. A freemium subscription-based business model, where SMBs start with a Cyber Risk assessment report, periodically refreshed, then upgrade to receive a Cybersecurity recommended actions and data-driven remediations and finally, sign off Cyber insurance. At Cyberangels, we offer comprehensive cyber protection with personalized insurance on your business and your level of risk. Free registration.",Milano,"Cyber Security, Information Technology, InsurTech",Between €100K-€500K,2020,https://cyberangels.it,IT,,,
Smart Home Need,https://www.eu-startups.com/directory/smart-home-need/,Italy,"We believe that a well-being centric lifestyle is the first step to rise the awareness on a sustainable and healthy society development. We therefore support people to connect with their Needs, growing healthy and being
respectful of the environment. Since home is where lots of our Needs can be satisfied, we help people building their Meaningful Smart Home: a technologically supported living space
that, through the satisfaction of occupants' Needs, improves human health and well-being, while decreasing its' environmental footprint. We change the paradigm: we do not just help people finding a technological solution, but we help them to do it focusing on their health and well-being.",Monza,"Consulting, Home Health Care, Personal Health",No funding announced yet,2020,http://www.smarthomeneed.com,IT,,,
Civitavecchia Shuttle,https://www.eu-startups.com/directory/civitavecchia-shuttle/,Italy,"We offer professional low-cost Civitavecchia cruise port private or shared taxi service from/to Rome city or Fiumicino (FCO) or Ciampino (CIA) airport. All our vehicles and drivers are trained and authorized by the Port Authority of Civitavecchia to access the port and take the travelers to and from the cruise ship directly at the pier inside the port of Civitavecchia. If you are arriving in Rome at Fiumicino Airport, rely on us to get from Fiumicino Airport to Civitavecchia Cruise port quick and easy with our Civitavecchia shuttle service. If you are landing in Rome at Ciampino Airport, book with us your transportation from Ciampino Airport to Civitavecchia port to get the best service at lowest price with our Civitavecchia transportation service.",Rome,"Taxi Service, Transportation, Airport Shuttle Service",No funding announced yet,2020,https://www.civitavecchia-shuttle.com,IT,,,
Studio Makoto Agenzia di Marketing e Comunicazione,https://www.eu-startups.com/directory/studio-makoto-agenzia-di-marketing-e-comunicazione/,Italy,"Studio Makoto is a marketing and communication agency in the heart of Bologna able to support you in any digital project, from strategic consulting to the creation of websites - with great attention to SEO - and branded content suitable for all the channels frequented by your audience, whether on the web or Social Media. Studio Makoto has years of experience in fashion and, therefore, an aesthetic background, attention to detail, and the uniqueness of communication often lacking in the digital world. Studio Makoto will be able to involve your users through the compelling narration of your products thanks to a well-orchestrated multi-platform ad campaign based on the most up-to-date research in the field of Neuromarketing and semantic SEO. Studio Makoto is increasingly focusing on the needs of local businesses that have been hit hard in these pandemic years. We specialize in Google my business (Google business profile) placement and management, and lead generation. We help small businesses grow their online presence by providing high-quality web design services, search engine optimization, social media management, and local advertising campaigns. We can help you get your Business back on track and your phone ringing. Call us for a free consultation.",Bologna,"Consulting, Digital Marketing",No funding announced yet,2020,https://studiomakoto.it,IT,,,
The Paac,https://www.eu-startups.com/directory/the-paac/,Italy,"The Paac offers the solution to the "" have nothing to wear"" problem for women through an innovative online clothing distribution method. This allows you to use over 100 new garments in a year, suggested according to your preferences by artificial intelligence but totally customizable. The sets of garments are delivered every 2 weeks. Furthermore, the service includes the possibility to keep and buy one's favourite clothes with a strong credit system that encourages loyalty.",Caserta,"E-Commerce, Fashion, Rental",Between €100K-€500K,2020,https://www.thepaac.com/,IT,,,
Candle Street,https://www.eu-startups.com/directory/candle-street/,Italy,"Candle Street is a scented candle brand that allows its customers to create, through an innovative online experience, their own scented candles, choosing from more than 40 different fragrances and mixing them together, to create their own personalized fragrance and choosing from several designs and colors. On Candle Street you can create unique fragrances and designs for your candles and try the ones created by experts and other enthusiasts like you. Scents drive emotions and moods. Mixing the right fragrances on Candle Street, you can create the perfect scent to turn your days.",Milan,"E-Commerce, Retail, Shipping",Between €100K-€500K,2020,https://candle.st/,IT,,,
Calton,https://www.eu-startups.com/directory/calton/,Italy,"Calton provides a customer experience and reviews management solutions. Its platform collects and analyzes feedback and reviews to boost customer experience. Convert opinions into actions.

Calton is a Customer Experience and Review Management solution. Our platform facilitates customer understanding through a unique process of collecting and analyzing feedback and reviews. In a single dashboard you can aggregate, respond and manage all reviews from multiple channels (Google, Tripadvisor, Facebook and many others) and other sources, such as surveys (internal and external to the platform), complaints and any other direct customer feedback . Our algorithm automatically analyzes all data, textual and otherwise, highlighting the strengths and weaknesses of the brand, the single store, the products / services offered and the competitors. Finally, we provide actionable insights, with the aim of helping companies to find out what customers think, improve their relationship,",Salerno,"CRM, Information Technology, Marketing, Software",Between €1-€100K,2020,https://calton.io,IT,,,
This Unique,https://www.eu-startups.com/directory/this-unique/,Italy,"Have you ever thought about how commonly the menstrual cycle is taken for granted ? It is strange to consider that although it is an intimate experience, the approach towards it has always been standard. As if we were all identical copies of the same model: but this is not the case. This is why This Unique was born: because as for the rest, even people who have menstruation can customize the box with sanitary pads and tampons that best adapt to their physiological needs, respecting the diversity of their body and their flow. Unique, for all .",Milan,Health Care,Between €500K-€ 1 million,2020,https://thisunique.com/,IT,,,
Buildnn,https://www.eu-startups.com/directory/buildnn/,Italy,"Buildnn develops tools which improve business profitability by transforming the proprietary, internal and external, online & offline big data of retailers into winning decisions through A.I. and High Performance Computing. Buildnn tools allow retailers to reduce the time required to detect an event/pattern, analyze it and define the best resolution strategies reducing response time from days to hours, and turn activities previously assessed only qualitatively into measurable ones. Buildnn technology finds application in Food Retail, GDO, Fashion Retail, Drugstore Retail, Wholesale & other segments. Industrial partnerships and collaborations with multinationals in the sector are already active.",Altamura,"Artificial Intelligence, Big Data, Retail Technology",No funding announced yet,2020,https://www.buildnn.com/,IT,,,
Bowlpros,https://www.eu-startups.com/directory/bowlpros/,Italy,"Bowlpros refines ingredients and recipes for making bowls and accessories. Bowlpros is headquartered in Milan, Italy. Bowlpros means bowl, accessories and candles made with the best natural materials. It means crazy ingredients to enjoy the best smoothie bowl, porridge and yogurt bowl at home. It means a tropical lifestyle, a sense of adventure and a commitment to sustainability. We believe that bowls are a fantastic world and our goal is to bring it to Europe and let everyone explore it, creating the most immersive, complete and accessible bowl experience there is.",Milano,"Food, Beverage Services, Garden Store",Between €100K-€500K,2020,https://bowlpros.com,IT,,,
Boold AI,https://www.eu-startups.com/directory/boold-ai/,Italy,"We're using state of the art Artificial Intellicence tech to automate decisions and improve business efficiency with a click. We're creating a new technology that will automate decisions and radically improve business efficiency. As an highly experienced expert, Audace , our AI, will carefully translate needs into actionable solutions. You've gone to all this effort to create your groundbreaking project - don't compromise with average business tools.",Milan,"Artificial Intelligence, Intelligent Systems, Natural Language Processing, SaaS",No funding announced yet,2020,https://boold.co/,IT,,,
Titanium Challenge,https://www.eu-startups.com/directory/titanium-challenge/,Italy,"The Titanium Challenge was born between 2019 and 2020. A product of ever-moving, dynamic and creative minds. From the love of sport, dedication and above all, passion, true passion, came an idea that revolutionises the classic Triathlon. Titanium consists of mixed disciplines, that are not in succession as in the classic triathlon. A cycle followed by a run, back on the bike and then another run. The Titanium Challenge includes running on (beach) sand, this discipline gives life to a new sort of unconventional triathlon. Our Challenge is characterised by the lack of strategy as in the triathlon, because each discipline is proposed more than once, transforming the classic dynamics and stratagems.",Pescia,"Consulting, Marketing",No funding announced yet,2020,https://www.titaniumchallenge.it,IT,,,
Trusty,https://www.eu-startups.com/directory/trusty/,Italy,"Trusty is a platform developed by Apio srl, that allows food producers to improve Customers Experience and Engagement through a full disclosure about the provenance and ingredients of products, journeying through the entire supply-chain. Trusty uses Blockchain technology in order to certify and secure all the information about a product. The trust in the food industry is broken. Nowadays supply-chains are global and food is more anonymous and more obscure. Food fraud is estimated to be a €30 billion a year problem. In Italy this problem is linked to another one: the Italian Sounding, that is estimated to be a €60 billion problem worldwide.  All these problems are linked to a lack of transparency, reputation, traceability and certifications. Customers and key stakeholders are asking more Transparency and want to know more about what they eat. We want to solve the problem giving to all food producers powerful tools in order to communicate the quality of products by sharing Videos, Photos, documents and so on, automating data entry, building direct customer relationships and acquiring analytics and insights on customers behaviour.",Pescara,"Blockchain, Food and Beverage, Information and Communications Technology (ICT), Software",No funding announced yet,2020,https://www.trusty.id/,IT,,,
Automyo,https://www.eu-startups.com/directory/automyo/,Italy,"Automyo developed Claudio, Italian SaaS for the automation of business processes based on RPA/IPA technologies. Claudio is a SaaS that allows, in an easy and fast way, to create automatic workflows between different business applications. Moreover, the ability to customize these flows, without having to know programming languages, allows the various professionals in the companies to speed up their work and reduce the percentage of errors. Automyo is an italian startup focused on strategic consultancy services and automation products (see Claudio). Automyo - Embrace Automation. We support your company's digital journey with advanced solutions to control any process, speed and volume of operations.",Roma,"Information Technology, Service Industry, Software",Between €1-€100K,2020,https://automyo.com,IT,,,
Ubique Fashion,https://www.eu-startups.com/directory/ubique-fashion/,Italy,"Ubique is redefining personalised shopping to curate an exclusive service for you. With most ‘personal shoppers’ putting such an emphasis on the bigger brands, how are you going to discover the hidden gems within smaller boutiques? The experts will filter through the best trends, influencers and will use our expertise to predict the next big thing.",Milan,"E-Commerce, Fashion, Mobile, Retail",No funding announced yet,2020,https://www.ubiquefashion.com,IT,,,
Unobravo,https://www.eu-startups.com/directory/unobravo/,Italy,"Unobravo is the first online psychology service formed by a diversified team of psychologists who work solely via remote video call. Through a simple compilation of a questionnaire, it is possible to be assigned to the psychologist best suited to treat the type of difficulty that the user is experiencing. The patient-psychologist relationship takes place digitally and the therapy is carried out in the comfort of your home. To date we have a selected team of over 1300 psychologists and employees and we have carried out more than 230,000 sessions, thanks to our innovative and effective method much appreciated by all our users.",Napoli,"Health Care, mHealth, Psychology, Therapeutics",Between €100K-€500K,2020,https://www.unobravo.com/,IT,,,
Vado,https://www.eu-startups.com/directory/vado/,Italy,"We are neither a delivery provider nor a vending machine manufacturer - we bridge the gap between them. In order to help companies manage the delivery and take-away operations of any product (Alcohol, Sushi, Drugs, Ready Foods) more efficiently, we integrate their delivery apps (Glovo, Deliveroo, JustEat, UberEats) with distributors automatic that allow you to sell automatically 24/7. Automating the online ordering process helps our customers save time and money, so they can focus more on their core business and continue doing what they love most: making their customers happy.",Turin,"Internet of Things, Retail, Sales Automation",Between €100K-€500K,2020,https://www.vadosrl.com/,IT,,,
Vindome,https://www.eu-startups.com/directory/vindome/,Italy,"Our bonded warehouses in Italy and France offer ideal, temperature controlled storage solutions. Storage and insurance fees start from just €1 a month. Our worldwide expert delivery service means you can enjoy your wine at home - or send it to someone as a surprise! Import fees and delivery costs are additional to the price of the wine. Our team of experts can source the perfect wine for the perfect occasion. If you have a special request that is not showing on our live market, we will be able to find it offline through our extensive network of chateaux and negotiants.",Monaco,"Apps, E-Commerce, Retail, Trading Platform",No funding announced yet,2020,https://vindome.net,IT,,,
Wallife,https://www.eu-startups.com/directory/wallife/,Italy,"Since its inception, human life has kept evolving continuously, in a more and more unstoppable and global process. Anyways, behind every conquest there is and always will be a potential distorted use of what was thought to be created for the good. Today human life is way larger than what we can actually see. Our human digital and biological projection is infinitely broader than our physical existence: it begins even before we are born, and persists over time, even well beyond our biological life. Wallife is the first company in the world able to provide answers about safety and protection from still unknown risks. Our activity primarily consists in the identification of the new risks. Wallife studies and investigates the new boundaries of the risks, originated by the technological and scientific progress, linked to the existence of the human being itself, on both a biological and a digital level. Before birth, during life and after death.",Roma,"Insurance, InsurTech",Between €2.5 million-5 million,2020,http://www.wallife.com,IT,,,
w.academy,https://www.eu-startups.com/directory/w-academy/,Italy,"w.academy, is positioned as a reference Business School in the Italian and international panorama and was generated by the new.co between the Sida Group and the digital agency Websolute. w.academy was created with the aim of making available to companies, individuals, public bodies and associations of all kinds, who have the need to verify, evaluate and enhance their managerial and digital skills, a complete service of training activities, Masters (academic and university), Executive Masters, refresher courses, specialization courses. ""Who knows how to do, teaches"" is the manifesto of w.academy, a training in doing carried out above all by opinion leaders, managers, professionals as an overcoming of the theoretical training now without rapid effectiveness on the market. w. academy aims to offer functional training to achieve cutting-edge knowledge, able to respond to customer needs through best digital practices, breaking down the gap between theoretical training and practical application. a w.academy also acts as a point of reference for companies that intend to set up an academy directly within themselves, capable of providing training and screening services for personnel skills. Websolute and SIDA, through an ad hoc program, will support the customer along all the phases of the creation of the necessary structure, also selecting the most suitable contents and methods for the training services provided and for the subsequent monitoring of the efficiency and effectiveness of this last.",Pesaro,Higher Education,No funding announced yet,2020,https://w.academy/,IT,,,
WH,https://www.eu-startups.com/directory/wh-2/,Italy,"WH is the digital platform where companies can gather the best team and entrust WH with the management and execution of outsourced Tech & Creative projects. WH is the place where digital services professionals
can find the best job opportunities that match their skills, attitudes and ambitions. WH is the technology and the human factor that together outline the new ways of working flexible, inclusive and smart.",Rome,"Artificial Intelligence, Blockchain, Human Resources, Information and Communications Technology (ICT)",Between €100K-€500K,2020,https://webharbinger.com,IT,,,
AIRPROXY,https://www.eu-startups.com/directory/airproxy/,Italy,AirProxy offers dedicated mobile proxies located in Italy. Find out why using our 4G mobile proxies is safer and more efficient for your operations. Italian 4G / LTE proxy. No more blocks on your customers' accounts. No automatic renewal. Keep the proxy for the next 30 days only if you decide to renew it manually. Get your hands on some of the most powerful mobile proxies available and manage them from your control panel.,Vicenza,"Internet company, Pricing, Api",No funding announced yet,2020,https://airproxy.io,IT,,,
X â ENDER,https://www.eu-startups.com/directory/x-ender/,Italy,"MANTA Heavy Autonomous Drone is a drone capable of lifting up to 250kg of payload, 420kg (925 lbs) of maximum take-off weight and has been designed to work in complete autonomy alone or together with other 30 drones. It is powered by a hydrogen turbine (up to 1.5 hours of flight) and is able to reach up to 50km of distance from base.",Milano,"Consulting, Professional Services, Service Industry, Software",No funding announced yet,2020,https://www.x-ender.com,IT,,,
Yogaze,https://www.eu-startups.com/directory/yogaze/,Italy,"Yogaze develops an online platform that shares videos and holds yoga classes. It provides various programs and allows choosing from a number of teachers. Yogaze was founded in 2020 and is based in Rome, Italy. Live streaming yoga classes every day. Interact with teachers in video classes. Independent teachers from all over the world. Join the movement.",Rome,"Fitness, Internet, Online Portals, Personal Health, Wellness",No funding announced yet,2020,http://www.yogaze.co/,IT,,,
Cantieri Digitali Medtech,https://www.eu-startups.com/directory/cantieri-digitali-medtech/,Italy,"Cantieri Digitali Medtech is a Decentralised Hospital, where patients of all types can access a top quality treatment with no need to go to a physical hospital. With its experience in home medicine, software development, operations and seamless user experience, the company aims to offer high-quality, reliable and stress-free diagnostics and therapeutic services from the comfort of our patients’ own homes.",Milan,"Health Care, medical care, digital health",Between €500K-€ 1 million,2020,https://www.cdmedtech.com/,IT,,,
Blink Last Mile,https://www.eu-startups.com/directory/blink-last-mile/,Italy,"Blink Last Mile provides sustainable same-day delivery service for eCommerce companies in Europe. Deliver in a Blink of an eye, offer fast, precise and punctual shipments and give your customers a unique and flawless experience. Blink is backed by Y Combinator (W21) and part of Techstars' Smart Mobility Accelerator '21 class.",Milano,"Delivery, E-Commerce, Logistics, Same Day Delivery",Between €1-€100K,2020,https://www.blinklastmile.com/en/,IT,,,
BCode,https://www.eu-startups.com/directory/bcode/,Italy,"BCode is a Milan-based company that offers a world of blockchain solutions that can be easily integrated into your business. Their goal is to change business models in order to get transparent, decentralized and traceable business processes thanks to blockchain technology. The company was founded in 2020.",Milan,"Information Technology, Software Engineering, Blockchain Technology",No funding announced yet,2020,https://www.bcode.cloud/,IT,,,
Babaco Babaco,https://www.eu-startups.com/directory/babaco-babaco/,Italy,"Babaco Market is an ecommerce enterprise based Italy. They sell grocery ""ugly products"" on demand. The company was founded in 2020.",Milan,"e-commerce, grocery, relail, online platform",Between €1 million-€ 2.5 million,2020,https://babacomarket.com/,IT,,,
Up2You,https://www.eu-startups.com/directory/up2you/,Italy,Up2You helps companies reducing and compensating for their emissions and communicate their engagement to their stakeholders. Up2You allows you to zero your impact on the planet through green missions and planting trees. Lavoriamo ogni giorno per fornire ad aziende e persone gli strumenti per cambiare il mondo.,Milan,designer,Between €100K-€500K,2020,https://business.u2y.it/,IT,,,
Upwire,https://www.eu-startups.com/directory/upwire/,Italy,"The company has as its object the development, production, and marketing of innovative products or services with high technological value. We have assembled the tools, tips, and templates needed to build a brand from scratch. It is a strategic consulting agency with a full commitment to quality and the generation of true value. We don't just consult, we act.",Turin,"Business Intelligence, Consulting, Information Technology",No funding announced yet,2020,https://upwire.it/,IT,,,
ASC27,https://www.eu-startups.com/directory/asc27/,Italy,"ASC27 s.r.l. is the place where AI, Hi-Security, know-how, passion and some magicians use to meet. The company collaborates with its customers to bring them Value, maximize their incomes, protect them from known and unknown threats, face the issues together to overcome them.",Roma,"Artificial Intelligence, Cyber Security, Information Technology, Software",No funding announced yet,2020,https://www.asc27.com/,IT,,,
Aroundrs,https://www.eu-startups.com/directory/aroundrs/,Italy,Aroundrs is a startup that provides smart and reusable packaging for food and beverage industry. A solution for restaurateurs and end customers to save the world from single-use packaging.,Florence,"Food and Beverage, Packaging Services, Sharing Economy, Software",Between €1-€100K,2020,https://aroundrs.com/,IT,,,
commercioVirtuoso.it,https://www.eu-startups.com/directory/commerciovirtuoso-it/,Italy,"Founded in Sicily in 2020 by Gabriele Conti Taguali (CEO), commercioVirtuoso.it is a marketplace platform that makes e-commerce accessible to small and medium-sized enterprises by creating a value chain for companies, customers and the territory. 
Today, more than 600,000 small enterprises in Italy do not have an online sales channel due to access barriers such as digital skills and the competitiveness of the offer.
commercioVirtuoso.it breaks down these barriers and enables the activation of an online sales channel in less than 24 hours. 
Today, commercioVirtuoso.it, 'the Sustainable Marketplace of Italian shops', aggregates more than 1,000 shops and small manufacturers offering a catalogue of 310,000 products in 16,000 categories.
In 2023, it became the reference point for customers who embrace the values of environmental and social sustainability.",Venice,"marketplace,platform business,SAAS,sustainability",No funding announced yet,2020,https://commerciovirtuoso.it,IT,,,
2Watch,https://www.eu-startups.com/directory/2watch/,Italy,"2WATCH is a media and tech company operating in the Gaming and Esports fields. It offers support to brands that intend to exploit the possibilities of the sector to reach a new target and diversify their users through a structured offer on 3 main assets. Its 3 key elements are entertainment, technology and training, which make it a unique company of its kind.",Napoli,"Gaming, Marketing, Media and Entertainment, TV Production",Between €100K-€500K,2020,https://www.2w.gg/,IT,,,
imok,https://www.eu-startups.com/directory/imok/,Italy,"Retail restarting will succeed using digital transformation tools to track performance and make the right decisions faster. The business model is a monthly license starting at 59€ a month.

Our belief: a well-informed manager is one who has more time to spend on his job, which is to get the best performance out of his outlet. 

Our leitmotif: DATA has to circulate and be sent to the right person at the right time. With its vertical architecture, our software is designed to get the important information from one or more outlets to all the key people in an organization, thereby making the business more efficient.",Naples,"Cash-flow, Ecommerce, IOT People",Between €500K-€ 1 million,2020,https://www.imok.fr/,IT,,,
Block Buy,https://www.eu-startups.com/directory/block-buy/,Italy,"B2B2C. Proximity marketplace, close-deliveries rider app, giveback system, AR. Block Buy is the first solidary e-commerce that devotes a portion of the proceeds to the areas where the transactions took place. 

Sometimes public administrations cannot guarantee urban décor, resulting in vandalized buildings, dirty roads, deserted parks, and so on. Block Buy is easy, safe, and allows you to help retailers, riders, and your community!",Rome,"easy, safe, e-commerce",Between €100K-€500K,2020,https://www.blockbuy.it/,IT,,,
My Social Collection,https://www.eu-startups.com/directory/my-social-collection/,Italy,"The first Social Media platform dedicated to fans of the fantastical world of Entertainment. Buy and Sell your favourite collectables.
Interact and exchange views on Videogames, music, films, books, actions figures, cards and comics. NFT and Avatars
Upload your collection online, meet other collectors like you and become the most appreciated Collector in the community.
Vote on collections, participate and win exclusive promotional gifts.",Milan,"collectors, nft, avatar",No funding announced yet,2020,https://www.mysocialcollection.com,IT,,,
Puki Technologies,https://www.eu-startups.com/directory/puki-technologies/,Italy,"Puki technology has developed the first electricity-producing floors aimed at the average consumer. They produce clean energy and data from the footsteps of bypassers, at a competitive $/kWh and with a 10 minutes installation.",Milan,"Energy, Renewable Energy, Greentech",No funding announced yet,2020,https://pukitech.vercel.app/,IT,,,
TimeFlow,https://www.eu-startups.com/directory/timeflow/,Italy,"""TimeFlow is a one-stop-shop marketplace for the IT industry.
 An AI and Machine Learning-powered platform that connects Customers looking to outsource software development with Suppliers (IT consulting companies, software houses, tech academies, staffing agencies etc.).
 We provide an Enterprise Level Marketplace that analyses the customer's technological needs and matches them with verified IT Suppliers' profiles, in real-time, by calculating a compatibility index.
 Moreover, we use blockchain technology to certify skills and validate the match between supply and demand in a verified community of Customers and Suppliers.""",Milano,"IT, blockchain, AI",Between €100K-€500K,2020,https://www.timeflow.it/en,IT,,,
The Spiritual Machine,https://www.eu-startups.com/directory/the-spiritual-machine/,Italy,"The Spiritual Machine supports the craft spirits producers all over the world in the ideation, production and promotion of new spirits, speeding up the time to market process and gathering a community of thousands of people providing safe, natural and easy to use ingredients.",Torino,"spirits, food and beverage, mixology",,2020,https://thespiritualmachine.io/,IT,"We work with bars, restaurants, caterings, events organizers, wine producers, distilleries and more to allow them to produce vermouths, gins, amaros, bitters and new spirits with 100% natural botanicals in a 3x faster, cheaper way than the traditional way. We have also developed a community of almost 1000 infusionists, professionals from italy and other countries who are pioneers in the creation of new spirits. Re-Order rate is 70%, 2nd order is typically 3X or more than the first.",,
Covision Quality,https://www.eu-startups.com/directory/covision-quality/,Italy,"Covision Quality automates the visual inspection and quality control process on metals. They leverage state-of-the-art in computer vision and deep learning and are working in the following industries: automotive, aerospace, construction, and mechanical & electrical engineering.",Bressanone,"Automation, Automotive, Aerospace, Construction",No funding announced yet,2020,https://www.covisionquality.com/,IT,,,
Allbora,https://www.eu-startups.com/directory/allbora/,Italy,"Allbora is a two-sided platform aimed at the European nano-manufacturing SME. Allbora deals with creating an economic chain of digital proximity, allowing companies to digitize and be found on our marketplace by the best buyers.",Colle della penna,"B2B, Online, Digitalization",No funding announced yet,2020,https://www.allbora.com/home-page,IT,,,
Appcycled,https://www.eu-startups.com/directory/appcycled/,Italy,"Appcycled is a multi-sided digital platform that connects a network of world-class designers with clients who look for creative and sustainable fashion solutions. A circular business that collects, distributes, upcycles and resells, extending the life of garments, supporting designers and rediscovering local communities.",Rome,"Fashion, Sustainability, Circular Economy",No funding announced yet,2020,https://www.upcycleyourwardrobe.com/,IT,,,
Callisia,https://www.eu-startups.com/directory/callisia/,Italy,"CLS is a spin-off emerging from the UNIVPM-University, which combines medical and computer skills to offer safe
and timely access to medical care through telemedicine. Our web-based, multiplatform software called CLS is
connected to IoT hardware devices and optical biosensors to provide personalized, high-quality, and accessible
medical care to everyone.
P: The main challenge of the modern healthcare system is to place the patient at the center of care. However,
exclusive reliance on protocols and periodic monitoring is expensive, inefficient, and can hinder or slow down
access to care.
S: Our system monitors a high number of patients in real-time, predicts clinical-risk, enhances the efficiencies for
physicians, & saving human lives.",Ancona,"wearable, telemedicine, telehealth,ai",Between €1-€100K,2020,https://callisia.health,IT,"The main challenge of the modern healthcare system is to place the patient at the center of care. However, exclusive reliance on protocols and periodic monitoring is expensive, inefficient, and can hinder or slow down access to care.
Currently, the healthcare system still predominantly uses hybrid systems, paper-based and digital, without a real digital transformation. Moreover, there is a lack of interactive follow-up with patients and long waiting lines generate inefficiencies and delays in healthcare management. Furthermore, the lack of remote monitoring equipment represents a costly and unportable limit. The system still heavily relies on the human component (bias&errors). Consider the emergency room, where up to 50% of routine hospitalizations take place, and where up to 1 in 7 accidents resulting from improper or delayed diagnosis have led to fatalities.
Our system monitors a high number of patients in real-time, predicts clinical risk, and enhances the efficiency of medical work. It functions as a decision support tool, saving human lives, and reducing workload to improve their psychophysical well-being. The CLS platform will classify patients based on their real-time care needs, providing physicians with support for patient management. Moreover, the creation of a patient-centric medical system aims to anticipate clinical risk by using AI.
The creation of a patient-centric medical system aims to anticipate clinical risk by using artificial intelligence algorithms to improve healthcare effectiveness. The system uses AI algorithms to create a predictive model based on a distributed network, which anonymously analyzes data to identify useful patterns for data correlation. The system employs both unsupervised and supervised learning, through the conjectures and evaluations of the Callisia scientific team, to optimize the accuracy.
Customers:
• Clinics for Elderly population with higher healthcare needs.
• Market for telemedicine and wearable devices for monitoring vital signs.
• Public and private healthcare facilities interested in improving the efficiency and quality of care.
Our Startup has recently won a regional competition with a prize of €20k, and we have also secured €100k in funding from  one of the companies involved.
Currently, we are in the planning phase for our first pilot.",,
SLYMETRIX,https://www.eu-startups.com/directory/slymetrix-srl/,Italy,"E-Commerce Business Analytics. Monitor real-time traffic and sales status in relation to planned targets. Slymetrix Analytics is an online tool that tracks the actual visits and sales of your E-Commerce like any other Analytics System. In addition, it allows you to set periodic goals to relate them to your tracking data and monitor deviations.",Rome,"analytics, ecommerce, big data",Between €100K-€500K,2020,https://www.slymetrix.com,IT,"Slymetrix Analytics is a tool that monitors in real time the status of e-commerce traffic and sales in relation to planned objectives. It is a tool that allows every executive and operations manager to check, at a glance, the results of online sales in relation to the expected objectives for the period. 
It can be installed and configured in just a few minutes without the need for any specific technical skills. Thanks to intuitive dashboards, it shows in real time the results of visits and sales that the online shop is producing. In addition, with special indicators, you can see at a glance whether performance is good or bad. Slymetrix Analytics also offers the possibility of displaying dashboards in 16:9 so that they can be transmitted live on a TV monitor: if placed in your office, it allows you to quickly check the real-time performance throughout the day.
In addition, the advanced versions allow the definition of advertising campaigns in the various digital media channels, building an inventory of channels organised by traffic provider. Once the definition is complete, for each channel of each campaign the platform generates a tracking url, through which it will be possible to monitor the performance of the campaigns and those of the digital media channels. 
In conclusion, with Slymetrix Analytics every e-commerce retailer can boost its performance by optimising its media investment by monitoring results according to budget forecasts.",,
Carchain SRL,https://www.eu-startups.com/directory/carchain-srl/,Italy,Carchain is a car marketplace allowing users to advertise online and offline via QR codes. We are working to protect car collectors' main interests by applying blockchain technology to the vehicles’ records and to make the classic car market more liquid and affordable to everyone.,Trieste,"Classic Cars, Blockchain, QR codes, Advertisement",Between €1-€100K,2020,https://thecarchain.com/,IT,,,
SELMEDICO,https://www.eu-startups.com/directory/selmedico-2/,Italy,"Selmedico.com, is a closed-loop medical device marketplace connecting medical professionals ( dentists ) with 1000 qualified suppliers in the EU and China. Our platform offers direct access to manufacturers and provides one-stop purchase and delivery to Clients.",Rome,"closed-loop, vertical marketplace, healthcare, medical device",No funding announced yet,2020,www.selmedico.com,IT,,,
Sensosan,https://www.eu-startups.com/directory/sensosan/,Italy,Platform fo Innovation in Breathing.,Roma,"cleantech, healthtech, biotech",Between €500K-€ 1 million,2020,www.sensosan.it,IT,,,
Will Media,https://www.eu-startups.com/directory/will-media/,Italy,"Will, the first Italian Instagram-born community for generations interested in becoming more aware of the world around them aims to raise awareness of everyday facts and inspire change for a more sustainable world. The small team produces content to inform and popularize complicated matters and help people of all generations become familiar with the speed and complexity of the changes we are living through collectively.

Political-economical stories in 15 seconds. Everyday.",Milan,"Media Content, Instagram News, Politics",,2020,www.willmedia.it,IT,,,
