name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,country,companyStatus,linkedin,longBusinessDescription
LegitFit,https://www.eu-startups.com/directory/legitfit/,Ireland,"At LegitFit, we’re focused on the 20% you actually need in a business management solution.
Never mind the seldom used 'bells and whistles' that most solutions overcharge you for. It's all about simplifying it down to what's important to the day-to-day running of your business.",Ireland,"Gym Software, Wellness Software, Studio Software",Between €1-€100K,2019,LegitFit.com,IE,,,
NaviFly,https://www.eu-startups.com/directory/navifly/,Ireland,"NaviFly is a drone software solutions company building foundations for urban air mobility,  enabling drone movements and operations operating under strict airspace regulations digitally applied by the platform.",Dublin,"Aerospace, Air Transportation, Consumer Goods, Drone Management, Drones, Software",Between €100K-€500K,2019,https://www.navifly.co/,IE,,,
Loanitt,https://www.eu-startups.com/directory/loanitt/,Ireland,"Loanitt is based in Kilkenny, Ireland. It is a FinTech that uses Technology and Open Banking to improve customers' credit application journey. It was founded in Feb 2019.",Kilkenny,"Financial Services, FinTech, Credit",Between €500K-€ 1 million,2019,www.loanitt.ie/,IE,,,
lintil,https://www.eu-startups.com/directory/lintil/,Ireland,"Lintil is an Irish startup that offers an end-to-end property buying experience. The company has everything you need when buying your home and will guide you through your entire home buying journey,from search to sold. It is based in Dublin, Ireland.",Dublin,"Mortgage, Home Insurance, Property Solicitors, Surveyor",Between €100K-€500K,2019,www.lintil.com/,IE,,,
Latch Medical,https://www.eu-startups.com/directory/latch-medical/,Ireland,"Latch Medical is a startup based in Dublin, Ireland.  It offers a better adhesive-free approach to catheter securement. It was founded in 2019.",Dublin,"Medical, Medical Device, Health Care",Between €1-€100K,2019,www.cathlatch.com/,IE,,,
Zipp Mobility,https://www.eu-startups.com/directory/zipp-mobility-2/,Ireland,Zipp Mobility is a dockless scooter-sharing company aiming to reduce congestion and provide an environmentally friendly alternative to cars. The company offers affordable micromobility alternatives that enhance the quality of life of communities.,Dún Laoghaire,"Mobility, Lifestyle",Between €500K-€ 1 million,2019,https://zippmobility.com/,IE,,,
My Items,https://www.eu-startups.com/directory/my-items/,Ireland,Best receipt and bill tracker app.,Dublin,"Warranty, Receipts",,2019,https://myitems.com,IE,,,"With MyItems, you can easily save all your receipts forever. Just open the app, take a picture of the receipt and then it is stored in the system. You enter the date and cost of the item purchased, and you will get notified before the warranty period is due and before you passed the last refund date."
XTREEMO,https://www.eu-startups.com/directory/xtreemo/,Ireland,"XTREEMO is based in Dublin, Ireland. It is a social platform for adventure-seekers looking to connect and share their next big thrill. The company was founded on Jan 3, 2019.",Dublin,"Leisure, Outdoors, Sports, Travel",No funding announced yet,2019,xtreemo.com,IE,,,
Performetry,https://www.eu-startups.com/directory/performetry/,Ireland,"A complete toolkit for building an attractive and high-performing company culture powered by Performetry.ai Employee engagement and gamification platform for in-house, distributed, and remote teams. Real-time sentiment analysis for leadership and HR. Save time by making more data-driven decisions. Eliminate the need for 10x solutions and avoid tool fatigue. Save money by optimizing HR costs per employee. Unlock an effective and flexible way to drive company KPIs.",Dublin,"toolkit, HR, data-driven decisions, Save money",No funding announced yet,2019,https://performetry.ai/,IE,,,
Inboarding,https://www.eu-startups.com/directory/inboarding/,Ireland,"Inboarding is an Irish startup that seeks to automate the employee's journey with a diverse and inclusive perspective starting with Onboarding. The company uses the Think-Pair-Share method to create social connections, engagement and a culture of diversity and inclusion. It is based in Dublin, Ireland.",Dublin,"Artificial Intelligence, Employee Inboarding, Human Resource",No funding announced yet,2019,www.inboarding.co,IE,,,
implement.io,https://www.eu-startups.com/directory/implement-io/,Ireland,"implement.io is an Irish startup that seeks to empower teams to become high performing by adding a data-driven approach to the software development lifecycle from idea to release.The company is based in Dublin, Ireland. It was founded in 2019.",Dublin,"Software Development, SDLC, Data-Driven Engineering",No funding announced yet,2019,www.implement.io/,IE,,,
PlatformCore,https://www.eu-startups.com/directory/platformcore/,Ireland,"Manage your social media
Create multiple posts in a single interface
Schedule posts across social platforms
Interact with your social audiences with our News Feeds aggregator
*These are a few of several limitations that PlatformCore's single integrated platform interface can help you overcome.
Create analytical dashboards
Create dashboards and reports
Connect your Google Analytics
Centralize your data to make it relevant to your business",Dublin,"SaaS, API aggregator, digital marketing",No funding announced yet,2019,https://platformcore.com/,IE,,,
Howtodiscuss,https://www.eu-startups.com/directory/howtodiscuss/,Ireland,"How To Discuss is an online discussion & Q/A platform with a mission to share and grow the world's knowledge. People from all over the world use How to Discuss to ask questions on any subject. It wants to allow access to knowledge of all kinds—from travelling to sketching, coding to cooking, etymology to experiences—so if someone out there knows something, anyone else can learn it. The company was founded in 2019 and is based in Dublin, Ireland.",Dublin,"Blogging Platforms, Content Creators, E-Learning, Knowledge Sharing",No funding announced yet,2019,https://howtodiscuss.com/,IE,,,
Provizio,https://www.eu-startups.com/directory/provizio/,Ireland,"We perceive, predict and prevent automotive accidents in real-time using proprietary long-range imaging sensors & AI on-the-edge. Provizio is an accident prevention technology company that uses AI software and a five-dimensional sensory platform to prevent accidents.",Limerick,"predict, prevent, accident, imaging sensor",Between €5 million-€10 million,2019,https://www.provizio.ai/,IE,,,
Gradguide,https://www.eu-startups.com/directory/gradguide/,Ireland,"Gradguide is an online career guidance, mentorship & recruitment platform for students looking to land their first job in tech. It looks to pair best-in-class mentors with best-in-class students to ease the transition from college to company. Gradguide, a better way to kickstart your career.",Dublin,"E-Learning, EdTech, Education",No funding announced yet,2019,https://www.gradguide.io/,IE,,,
GoParcel,https://www.eu-startups.com/directory/goparcel/,Ireland,"GoParcel is an online booking platform for Domestic and International parcel delivery services. The platform platform automatically chooses the best delivery solution for you, whether you’re sending a gift to family abroad, having personal effects, moving overseas, student shipping or business delivery, which means that you get the best service for the lowest available price. Its technology driven solution introduces a more organized, user-friendly and cost-effective approach to delivery.",Dublin,"Delivery, Internet, Shipping",No funding announced yet,2019,http://www.goparcel.ie/,IE,,,
Senoptica,https://www.eu-startups.com/directory/senoptica/,Ireland,"The Senoptica Technology helps identify defective modified atmosphere packaging (MAP). The Senoptica Sensor is printed directly into the MAP lidding film laminate. Once the product has been packed, the sensor is scanned using the Senoptica scanning system. On scanning, the sensor will appear a different color, depending on the O2 level within the pack. Packs are then accepted or rejected based on the specification for that product.",Dublin,"modified atmosphere packaging (MAP), scanning system, sensor",Between €1 million-€ 2.5 million,2019,https://senoptica.com/,IE,,,
Fleet,https://www.eu-startups.com/directory/fleet/,Ireland,"Fleet is a computer rental for business. The company makes it easy to rent, manage and renew laptops and desktops for your business. They are based in Paris, France.",Paris,"B2B, Computer, Insurance",No funding announced yet,2019,getfleet.eu/,IE,,,
Fincovi,https://www.eu-startups.com/directory/fincovi/,Ireland,fincovi is a radically better financial and compliance solution for renewable energy. It accelerates the flow of Climate Capital by enabling you to scale. Fincovi makes managing complex renewable energy SPVs and lending agreements easy.,Athlone,"Asset Management, Clean Energy, CleanTech, Renewable Energy",Between €500K-€ 1 million,2019,https://fincovi.com/,IE,,,
FeelTect,https://www.eu-startups.com/directory/feeltect/,Ireland,"FeelTect is a connected-health start-up based in Galway, Ireland. It seeks to disruptively improve wound care by developing connected-health solutions to enable safety, efficacy and empowerment. FeelTect’s technology, Tight Alright, is a pressure sensing, connected-health device for measuring and monitoring sub-bandage pressure during compression therapy, primarily for the millions of people worldwide with venous leg ulcers (VLUs).",Galway,"Health Care, Medical Device, Wound Care, Digital Healthcare",Between €1-€100K,2019,https://www.feeltect.com/,IE,,,
Excelsior,https://www.eu-startups.com/directory/excelsior/,Ireland,"Excelsior offers best brokerage solutions for decentralized economy. It is a brokerage service provider and trading platform for professional traders and institutional investors in the crypto assets market. The trading platform allows its users to make transactions at one time on several trading floors, combining quotes and data from different exchanges.",Dublin,"FinTech, Blockchain, Forex Trading",No funding announced yet,2019,excelsior.one/,IE,,,
Smart Maritime Network,https://www.eu-startups.com/directory/smart-maritime-network/,Ireland,"The goal of the Smart Maritime Network (SMN) is to provide a platform to promote the benefits of enhanced integration and data sharing among stakeholders within the maritime and transport logistics sectors, informing and educating the industry on technological developments and innovations while providing wider opportunities for relationship building and knowledge sharing.

This will be achieved through the creation of a website offering free access to relevant industry news, interviews with thought leaders, white papers, and presentations outlining new technologies and processes, as well as a range of additional podcasts and video content, to provide the most comprehensive knowledge bank on maritime innovation in the sector. To widen the reach of this knowledge network SMN will hold a series of regional events targeted at local maritime industry stakeholders, to present new ideas to key companies while addressing issues of specific local importance, communicating the overarching goal of the connected and integrated industry to a global audience.

Activities will also include the creation of a Smart Maritime Council, a series of private meetings for maritime technology developers and systems integrators providing a platform for discussions on the development of a wider range of mutually beneficial partnerships, on issues relating to compatibility, standardization, and harmonization. Council meetings will take place alongside SMN conferences in various locations, to provide an opportunity for a wide range of companies and their representatives to become involved.

Ultimately, it is expected that the Council will be able to drive improved collaboration in a number of areas where competition is not conducive to the best interests of the industry and work towards the agreement of guidance notes on future regulation of maritime technologies for proposal to relevant authorities.",Dublin,"maritime , transport, innovations, conferences",No funding announced yet,2019,https://smartmaritimenetwork.com/,IE,,,
Pine Hub,https://www.eu-startups.com/directory/pine-hub/,Ireland,"An office is more than just a place to work. At Pine Hub – winner of the 2019 Coworker Member’s Choice Award for Dublin – our greatest priority is providing each of our members with the tools and support that they need to succeed. When you become a Pine Hub member, you gain 24/7 access to a clean and comfortable coworking space, a fully equipped meeting room, free/discounted entrepreneurship and leadership training, and regular socials that help develop a tight-knit community of professionals. Enjoy your work with high-speed internet and complimentary A4 printing, or take a break to recharge in the relaxation area and chat with your neighbours over the unlimited free coffee and tea. Call us today at (01) 525 2101.",Dublin,"coworking, future of work",,2018,https://pine-hub.com,IE,,,"An office is more than just a place to work. At Pine Hub – winner of the 2019 Coworker Member’s Choice Award for Dublin – our greatest priority is providing each of our members with the tools and support that they need to succeed. When you become a Pine Hub member, you will not only gain 24/7 access to a clean and comfortable office, but also to a fully equipped meeting room, free/discounted entrepreneurship and leadership training, and regular socials that help to develop a tight-knit community of professionals. Enjoy your work with high-speed internet and complimentary A4 printing, or take a break to recharge in the relaxation area and chat with your neighbours over the unlimited free coffee and tea. Never dread heading into the office again.
Located in the heart of the Blanchardstown Corporate Park, Pine Hub is the ideal coworking space for start-ups, freelancers, sole traders and SME’s in search of a comfortable office without the hassle of commuting to Dublin city centre. Free car and bike parking in addition to nearby public transportation means that getting to the office is both affordable and convenient. And if travel is a regular necessity for your work, Pine Hub is less than 20 minutes from the airport and membership includes 3 days of free access to over 350 global coworking locations via the Coworking Visa programme.
Does Pine Hub sound like the coworking space for you? Stop by to visit the office, or book a desk for a day and discover why Pine Hub was a 2019 Coworker Member’s Choice Award winner. We look forward to meeting you soon!"
UpPointe Creations,https://www.eu-startups.com/directory/uppointe-creations/,Ireland,"UpPointe Creations aims to address the ankle and feet injuries of ballet dancers. We are developing a wearable product that helps ballet dancers be physically healthier, avoid injuries and have a prolonged career.",Dublin,"feet injuries, health",No funding announced yet,2018,www.uppointe.com,IE,,,
CropBiome,https://www.eu-startups.com/directory/cropbiome/,Ireland,"CropBiome sources, selects, ferments, characterizes and tests microbes that are formulated into biological products. The products are tested and trialled for plant and soil health.
Our seed dressings allow crop growers to significantly reduce their costs while also benefiting the environment.
Our products provide a boost for growing crops, increasing their stress resistance and nutrient use efficiency.",Dublin,"Agriculture, AgTech, Biotechnology",Between €1 million-€ 2.5 million,2018,http://cropbiome.com,IE,,,
Manna Drone Delivery,https://www.eu-startups.com/directory/manna-drone-delivery-3/,Ireland,"Manna Drone Delivery provides ultra-fast delivery services with a twist. The startup has created a drone “in a box” service. Using custom-developed aerospace-grade drones, Manna delivers directly from restaurants and centralised kitchens to consumer’s homes. Drones fly at an altitude of 80 metres and a speed of over 80kph – delivering within a 2km radius in less than 3 minutes.​",Dublin,"Delivery, Delivery Service, Grocery, Logistics, Mobile Apps",Above €25 million,2018,https://manna.aero/,IE,,,
Spectrum.Life,https://www.eu-startups.com/directory/spectrum-life/,Ireland,"Spectrum.Life is a B2B mental health and wellness platform providing a clinically-backed product suite of tools and training. The digital platform combines mental health support and wellbeing coaching, within their integrated health and wellbeing product suite, containing counseling support and thousands of e-learning and content modules across fitness, nutrition, and lifestyle.",Dublin,"Mental Health, Wellness, Digital Health",Between €2.5 million-5 million,2018,https://www.spectrum.life/,IE,,,
ClubSpot,https://www.eu-startups.com/directory/clubspot/,Ireland,ClubSpot connects grassroots sports clubs with their members through a white-labelled mobile application.,Cavan,"Club Management, Sportstech, Online Fundraising",Between €500K-€ 1 million,2018,www.clubspot.app,IE,,,"At ClubSpot, we help to reduce the administrative burden on volunteers in grassroots sport while also helping clubs to boost their revenue. We do this by providing clubs with a custom mobile app, this encourages more engagement by club members and creates more opportunities to generate revenue. We have so far shown our product to boost membership acquisition and retention and help clubs to grow their recurring revenues. Finally, we are hugely focused on customer success and are developing a platform to allow clubs the opportunity to gain access to best practices in club management and helpful guides and resources for fundraising, communications, content etc."
Knogin,https://www.eu-startups.com/directory/knogin/,Ireland,"Security Analytics tools like SIEMs, UEBAs and SOARs can take a business months or years to set up. They burn millions of dollars per year and they require constant investment to keep them at an acceptable level of functionality. This has caused an explosion in Security costs.",Dublin,"Analytics, Big Data, Cyber Security",Between €2.5 million-5 million,2018,knogin.com,IE,,,
SmartRoutes,https://www.eu-startups.com/directory/smartroutes-2/,Ireland,"David and Blake Walsh founded SmartRoutes in 2018 with a vision to make route planning and fleet management accessible and affordable for businesses of all sizes. They identified the potential to utilize emerging technologies and data sources to offer top-notch solutions to these businesses at affordable prices, in contrast to the exorbitant fees charged by others in the market. Their initial idea quickly gained traction and SmartRoutes began serving customers in a wide range of industries, including newspaper and grocery delivery, courier and logistics, and more. As the company grew, the team continued to refine and expand the platform, incorporating customer feedback and the latest technological advancements to ensure they were providing the most effective and efficient delivery solutions possible.

Today, SmartRoutes serves over 700 customers in 16 countries and counting, helping businesses of all sizes streamline their operations and improve their bottom line. Their innovative approach to route planning has earned them a reputation as a leader in the industry, and they continue to push the boundaries of what's possible with cutting-edge technology and exceptional customer service. We believe in providing the highest level of customer service and support, which is why we are always available to answer your questions and provide guidance and onboarding. Whether you're a small startup or a multinational corporation, SmartRoutes has the tools and expertise to help you optimize your fleet, reduce costs and keep your customers coming back for more.",Cork,"Delivery Management, Route Planner, Fleet Tracking",No funding announced yet,2018,https://smartroutes.io/,IE,Active,https://www.linkedin.com/company/smartroutes/,
Peroptyx,https://www.eu-startups.com/directory/peroptyx/,Ireland,"Peroptyx is an AI-powered platform that connects customers with its global network of data evaluators and scientists, helping them build systems that better understand user intent. The company’s chairman is the famous Dr. Dennis Jennings who helped design and develop the internet.",Dublin,"Artificial Intelligence, Information Technology, Machine Learning",Between €1 million-€ 2.5 million,2018,https://www.peroptyx.com/,IE,,,
Tarbh Tech Limited,https://www.eu-startups.com/directory/tarbh-tech-limited/,Ireland,"Tarbh Tech delivers secure networks and Microsoft Cloud for Irish and European SMEs. With decades of experience in enterprise IT, we offer professionally managed secure networks, Office 365, and Microsoft Cloud for organisations of all sizes.",Limerick,"Cybersecurity, Secure networking, Secure cloud",No funding announced yet,2018,https://tarbh.tech,IE,,,"Tarbh Tech was established by Jonathan Bourke in 2018 to offer network and cloud services to Irish small and medium enterprises, focusing on attainable security.
With decades of experience in large-scale enterprise IT, the Tarbh Tech team recognise the challenges SMEs have in consistently doing the basics well. However, poor configuration, inconsistent management of infrastructure lifecycles, and lack of visibility of cybersecurity risks open these organisations to increased risk of ransomware.
We believe strongly in the benefits of modern cloud computing and how it can offer flexibility, mobility, and security to even the smallest businesses. So we offer a clearly defined set of managed services to deliver these benefits straightforwardly and understandably."
Tailr,https://www.eu-startups.com/directory/tailr/,Ireland,"Tailr is an innovative cloud-based platform that delivers a unique combination of sizing & production features including tech pack generation, quality control & ease of integration. Helping clothing brands streamline production, achieve sustainability goals, & ensure sizing is consistent from season to season. Tailr has all aspects of fit built-in from the ground up enabling us to solve fit during production, streamline the sampling process, and remove tech pack errors. By ensuring your brand sizing is consistent along every production run Tailr removes the headache of sizing for you and your shoppers. Being consistent reduces multiple size buying and size-related returns.",Dublin,"Retail Apparel, Fashion, Clothing",No funding announced yet,2018,https://stylwrap.com/,IE,,,
Voncoin,https://www.eu-startups.com/directory/voncoin/,Ireland,"The friction between passionate gamers and entertainment fans who love what they are doing and the publishers & brands who want to interrupt that content to reach them, erodes value on both ends.  Through our ground breaking Von Coin gamer economy and our Mall X contextual commerce platform we deliver brand experiences that gamers and consumers want, increasing brand love and conversions. The gamer rewards platform. Play / Earn / Spend.",Dublin,"Gaming, Video Games, Entertainment Providers",No funding announced yet,2018,https://vonrepublic.club/,IE,,,
Empiric Logic,https://www.eu-startups.com/directory/empiric-logic/,Ireland,"Empiric Logic is a leading software as a service company, providing secure fast privacy preserving software to the Life Sciences sector. Helping organisations securely manage, curate, align and interpret genomics data alongside phenotype, health record and lifestyle data in the cloud. A solution for managing and analysing genomics data and pipelines alongside other complex health related information. Our secure AI enabled analysis and orchestration solution solves many of the challenges associated with aggregating, correlating, analysing & gaining valuable insights from complex health related information.",Dublin,"Analytics, Artificial Intelligence, Biotechnology, Machine Learning",No funding announced yet,2018,https://empiriclogic.com,IE,,,
ZARIOT,https://www.eu-startups.com/directory/zariot/,Ireland,"The @ Company is a community of Internet optimists compelled by the belief that privacy is a fundamental right.  The @ Company is flipping the Internet by giving consumers control of their private information through the open-source @platform. This framework enables developers to create applications for People, Entities, and Things, featuring secure exchange of information between known parties. The @platform offers people an intuitive and simple way to securely access and share their data. All @platform apps are accessed via a unique identification and authentication approach: the @sign — the key for people to reclaim their power online.",Dublin,"Information Technology, Internet of Things, Telecommunications",No funding announced yet,2018,https://www.zariot.com/,IE,,,
SmartRoutes,https://www.eu-startups.com/directory/smartroutes/,Ireland,"SmartRoutes is a total delivery management software for anyone from small businesses to large logistics teams. It allows you to plan and optimize your routes while tracking drivers and capturing proof-of-delivery. SmartRoutes keeps recipients informed of their delivery with up-to-the-minute notifications and a delivery tracking portal. At SmartRoutes, we really love to hear from our clients. This has allowed us to configure our software to their requirements that they simply could not find from any other solution. Our software can handle all of your delivery needs from adding both collection and delivery drops to your journey, tracking your fleet with our live-tracking feature and inputting customer-defined time windows.",Cork,"SaaS, Software, Route Optimization",No funding announced yet,2018,https://www.smartroutes.io,IE,,,
Tympany Medical,https://www.eu-startups.com/directory/tympany-medical/,Ireland,"360 million people worldwide have disabling hearing loss. Interventions to address hearing loss, improve quality of life and are cost-effective. Tympany is a platform for performing minimally invasive ear surgeries, reducing unnecessary mastoidectomys and improving outcomes. Tympany aims be an international gold-standard device for ear surgery.",Galway,"Health Care, Medical Device",Between €2.5 million-5 million,2018,https://www.tympanymedical.com/,IE,,,
Versono Medical,https://www.eu-startups.com/directory/versono-medical/,Ireland,"Versono Medical is an early stage Irish MedTech company located in Galway, a global centre for excellence in medical technologies. The company collaborates with clinicians and research institutions across the world.",Galway,"Health Care, Medical, Medical Device",Between €5 million-€10 million,2018,https://www.versono.life/,IE,,,
SymPhysis Medical,https://www.eu-startups.com/directory/symphysis-medical/,Ireland,"SymPhysis Medical's goal is to develop innovative technologies that treat a range of chronic diseases, putting the patient experience at the forefront of our design solutions to improve quality of life. About SymPhysis MedicalSymPhysis Medical's emergent technology, releaze, is a drainage technology to treat a common complication of late-stage cancers, malignant pleural effusion (MPE). MPE causes signiï¬cant shortness of breath and chest pain in up to 15% of patients with cancer.",Galway,"Medical, Medical Device",Between €1 million-€ 2.5 million,2018,https://www.symphysismedical.com/,IE,,,
Shorla Pharma,https://www.eu-startups.com/directory/shorla-pharma/,Ireland,"Shorla Pharma is an Irish specialty pharmaceutical company. It is growing portfolio brings accessible, affordable and life-saving treatments to patients, delivering a major contribution to patient care and providing a significant clinical impact. Our products are the result of Shorla’s world class team encompassing thought leaders, clinicians, scientists and commercial strategists who have extensive experience in the area of drug development and commercialization of niche cancer treatments. Our growing portfolio will bring accessible, affordable and life-saving treatments to patients, delivering a major contribution to patient care and providing a significant clinical impact.",Clonmel,"Biotechnology, Pharmaceutical, Health",Between €5 million-€10 million,2018,https://www.shorlapharma.com/,IE,,,
Pineapple,https://www.eu-startups.com/directory/pineapple/,Ireland,"Pineapple helps people make a stellar first impression every time, with a visual story that shows off their personality. Grow your network, build a stand-out profile, and make your best career moves with thousands of other Gen Z professionals. Pineapple’s Manifesto is to serve our community of ambitious gen z's ready to make career moves. We showcase your individuality and make *you* the center of your career.",Dublin,"Information Technology, Software",Between €500K-€ 1 million,2018,https://www.pineappleapp.io/,IE,,,
SafePorter,https://www.eu-startups.com/directory/safeporter/,Ireland,"SafePorter was established in 2018 with the intention of devising a means to isolate and protect the Diversity-related sensitive personal information of data subjects. We are passionate advocates for privacy, inclusion, and data security. At SafePorter we work to address the specific needs of diversity, inclusion, and corporate social responsibility programs within organizations of all sizes around our tools and services. Reporting and metrics are essential, while increased responses, insights and feedback allow you to adapt and enhance your program. DataProtected provides the advantage of knowing where you stand within your industry or regional cohort.",Dublin,"Privacy, Professional Services, IT Services, IT Consulting",No funding announced yet,2018,https://www.safeportersecure.com,IE,,,
MedoSync,https://www.eu-startups.com/directory/medosync/,Ireland,"MedoSync platform secure platform that integrates hospital and insurer systems, enabling real-time medical billing. MedoSync was set up to relieve hospital staff of the admin-intensive tasks associated with paper billing, and the system",Dublin,Health Care,Between €1 million-€ 2.5 million,2018,https://www.medosync.com,IE,,,
Luminate Medical,https://www.eu-startups.com/directory/luminate-medical/,Ireland,"Luminate Medical develops a medical device designed to prevent hair loss during chemotherapy. Luminate Medical recognises that hair is an essential element of personality and self-esteem, and is dedicated to using the latest advances in medical technology to protect this.",Galway,"Health Care, Medical, Medical Device",Between €100K-€500K,2018,https://www.luminatemed.com/,IE,,,
Homesavers,https://www.eu-startups.com/directory/homesavers/,Ireland,"Homesavers is a fast-growing Irish retailer, with over 50 stores across the country and ambitious plans to open many more. We offer our customers a diverse range of products, from FMCG brands and homewares, to health & beauty, and gifts. Since its inception in 2018, Homesavers has seen rapid growth and established itself as the destination store for variety, choice and value in homewares. Our team operate at a fast pace across all functions and aim to deliver amazing products, prices, and a fun and exciting shopping experience for our customers.",Tallaght,"Consumer Goods, E-Commerce, Retail",No funding announced yet,2018,https://www.homesavers.ie/,IE,,,
Gasgon Medical,https://www.eu-startups.com/directory/gasgon-medical/,Ireland,"Gasgon Medical is an award winning start-up medical device company, based in Cork, Ireland, developing innovative fluid management products for the clinical market. We are passionate about improving healthcare performance, excited to learn from and support the needs of medical staff, and helping them to deliver better patient outcomes. Gasgon Medical is an award winning start-up medical device company, launching new products to support medical staff and deliver improved patient outcomes.",Cork,"Health Care, Medical, Medical Device",Between €1 million-€ 2.5 million,2018,https://www.gasgonmedical.com/,IE,,,
Eighty6,https://www.eu-startups.com/directory/eighty6/,Ireland,"A page where wholesalers can learn how to be customer service champions with predictive analysis. Respond faster to your customers’ needs and keep them with you for longer. With predictive analysis, wholesalers have the perfect opportunity to lead their industry. Follow this page to learn how it works and what it could do for you.",Dublin,"Cloud Data Services, Information Technology, Software",No funding announced yet,2018,https://www.eighty6software.com,IE,,,
ELIS Technologies,https://www.eu-startups.com/directory/elis-technologies/,Ireland,"ELIS Technologies Ltd is an Ireland-based GreenTech company providing solutions in the field of robotics, AI, and intelligent leak detection systems. Established in 2018 by a team of engineers, ELIS offers more than 25 years of experience and elevates the leak detection industry services into the new era of automatization. ELIS's intelligent systems autonomously navigate drones, gather spatial readings of artificial electric field and mark precise GPS coordinates of any field discrepancies – leaks. ELIS has its own R&D and production facilities, where we produce drones which can automatically check and monitor the integrity of geomembranes in real time. Real-time measurement, important for immediate detection of geomembrane damage, makes it possible to address issues before any serious environmental damage occurs.",Dublin,"Artificial Intelligence, Robotics, Service Industry",No funding announced yet,2018,https://www.elis.tech/,IE,,,
Allwayswithyou,https://www.eu-startups.com/directory/allwayswithyou/,Ireland,"To set up on Allwayswithyou, you will first need to SIGN UP for an Allwayswithyou account. Once signed up, you will need to provide one or more sensors from our partners to your Loved One. Once registration in is completed, you can invite members, creating a ‘family circle’ who can upload and share content in real time. Once you have paired your loved one's tablet to your Allwayswithyou account, simply start uploading content. Allwayswithyou will be able to provide you with visibility to your loved ones wellness (including activity; sleep; heart rate; blood pressure; temperature; stress etc) so that when you cannot be physically present, you are still getting a comfort from these insights.",Clare,"Health Care, Home Health Care, Service Industry, Wellness",No funding announced yet,2018,https://www.allwayswithyou.com,IE,,,
Tokonomics,https://www.eu-startups.com/directory/tokonomics/,Ireland,"Our Ventures are organizations that prioritize doing work that consciously, systemically and sustainably serves or attempts to solve a local or global community need with the focus on Food, Health, Environment, Education, & Finance. Eato Ireland’s mission is to evolve the Irish Food System and Environment by supporting the development and growth of the Organic Marketplace in Ireland. Eato EU’s mission is to evolve the European Food System and Environment by supporting the development and growth of the Organic Marketplace in Europe.",Dublin,"Information Technology, Internet, Software",No funding announced yet,2018,https://tokonomics.com,IE,,,
Viztronics Smart Solutions,https://www.eu-startups.com/directory/viztronics-smart-solutions/,Ireland,"At Viztronics we develop 3D imaging & metrology solutions for manufacturing, industrial inspection and 3D printing industries. Viztronics has a world class team experienced in design of Enterprise IT solutions, 3D imaging and modern cloud applications. Viztronics is a young company but we’ve fit a lot into our short time! At Viztronics we continuously work to improve our 3D cameras and software to make the most effective & highest resolution 3D cameras available – anywhere! Take a look below to see the evolution of our technology.",Kildare,Software,No funding announced yet,2018,https://viztronics.com,IE,,,
SuperNode,https://www.eu-startups.com/directory/supernode/,Ireland,SuperNode is a cutting-edge global technology development company that designs and delivers superconducting connection systems to connect renewable generation and increase grid interconnection in mature markets. SuperNode was founded in 2018 by Eddie O’Connor and Mainstream Renewable Power. SuperNode is now co-owned by founder Eddie O’Connor and Norwegian green investment group AKER Horizons. Our superconducting transmission products will be the key enabling network technology for the huge growth in renewable energy over the next 30 years.,Dublin,Renewable Energy,Between €10 million-€25 million,2018,https://supernode.energy/,IE,,,
SeekLayer,https://www.eu-startups.com/directory/seeklayer/,Ireland,"SeekLayer's video redaction service (Face404) makes it easy for you to remove identifiable data from your video and image content. Face404 is based on world-leading AI technology developed in Ireland and is the most automatic, accurate and affordable redaction service in the market today. Face404 meets GDPR compliance requirements and can be done in a few minutes of your time at your own desk. You redact your own videos using our online tool and there is no need to send your video to us. SeekLayer makes reaction as easy as a google search.",Dublin,"Artificial Intelligence, Software",No funding announced yet,2018,https://seeklayer.com/,IE,,,
SEO & Grow,https://www.eu-startups.com/directory/seo-grow/,Ireland,"We’re a young team of SEO and PPC (Google Ads) experts who formed to shake-up the industry with a fresh, unique offering: we educate our clients. On a daily basis, we improve the global search presence of large multinationals, as well as the local search presence of small-medium sized businesses in all industries. Our disruptive approach empowers business owners to take back control of their website and regain autonomy.",Dublin,"Advertising, Marketing, SEO, Social Media Advertising",No funding announced yet,2018,https://seogrow.ie/,IE,,,
OUI CHEF,https://www.eu-startups.com/directory/oui-chef/,Ireland,"Great chefs demand the best out of everything. From the provenance and quality of the produce they select daily, to the team they work with and the tools they trust every moment of every kitchen day. And that’s the standard we set for ourselves. We want to earn the reputation as the most trusted Chefs’ tools brand globally. From the exacting standards and quality of our products, carefully sourced for their precision and durability; to the careful curation of our Chefs’ Kits - we strive for excellence in everything we do. We want the best for our customers, who, like us, demand the best and will accept nothing less.",Dublin,"Cooking, E-Commerce, Food and Beverage, Restaurants",No funding announced yet,2018,https://ouichef.kitchen,IE,,,
