name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country,longBusinessDescription
Sethealth,https://www.eu-startups.com/directory/sethealth/,Germany,"The entire technical and legal complexity of building medical products simplified into the most powerful API. We’re on a mission to enable companies to build better healthcare products while keeping the patient's data secure and private. Traditionally, it's been a huge challenge due to the technical and legal complexities of building software that interacts with medical data.",Berlin,"Developer APIs, Health Care, Medical Device",No funding announced yet,2020,https://set.health/,,,DE,
{privatescope} GmbH,https://www.eu-startups.com/directory/privatescope-gmbh-2/,Germany,"Our annually licecnzed B2B software ""openTurtle metadata"" and ""SPICE microtubes"" reads automatically data from any source and creates value directly at data’s origin, without need to save it into Data Lakes / Datawarehouse / ETL.",Hamburg,"data, metadata, recurrent, microtubes, saas",No funding announced yet,2020,https://www.privatescope.com,,,DE,"Problem: A huge amount of digital data is off little use: it is on outdated systems or is not in a quality that can be used. Data warehouse approaches and ETL (Extract-Transform-Load) are usually unsuitable as a solution, especially for smaller companies: too expensive, too complex, too complicated. This forces companies to solve the problem manually through programming, which is costly and inefficient.
Solution: We develope openTurtle metadata and SPICE microtubes.
Our software reads data from any source and creates value directly at data’s origin. Our technology has several advantages over ETL/ELT solutions:
We let machines „talk“ to each other and save on staff, storage, energy and time.
Customer benefits: Up to 65% cost-saving. No need for expensive data duplication or ETL/ELT.
Minimal personal resources are necessary. Fast ROI and moderate Cost2Connect. Ideal for recurring tasks. Transparent plans. Written in C++, software fits in any environment. It’s sustainable.
Made in Germany, it represents a new quality of German engineering.
Business:  Our business model is based on recurring revenue: basic editions or individual products are licensed on an annual basis. Sales are made online and through partner channels. 
Vision:  {privatescope} becomes a leading provider in the EU: openTurtle metadata and SPICE microtubes will become the standard technology to use across industries and countries. SMEs in the EU will discover new opportunities of data usage.
Status: The first big customer from the logistics industry: data migration, merging and data provision for machine learning.{privatescope} is looking for capital to implement further customer requests
and to finance further development. {privatescope} is BAFA / INVEST - eligible."
Skytale,https://www.eu-startups.com/directory/skytale/,Germany,"Skytale is one of the most promising fintech companies in Europe. Our vision is to create a world of open finance where there will be no difference between transacting with fiat or crypto assets, both for corporations and individuals. Enterprise-grade crypto-asset tracking and financial platform.",Berlin,"Blockchain, Cryptocurrency, Finacial Services",No funding announced yet,2020,https://www.skytale.finance/,,,DE,
credium,https://www.eu-startups.com/directory/credium/,Germany,"Credium provides area-wide, address-specific, comprehensive and high-quality real estate data in real time. On the basis of artificial intelligence (AI), it evaluates, among other things, 3D building models, satellite and orthophotos, map services and socio-economic statistics in the background.",Augsburg,"Information Services, real estate data, AI",No funding announced yet,2020,https://www.credium.de/,,,DE,
Horizer,https://www.eu-startups.com/directory/horizer/,Germany,"Horizer offers an all-in-one solar mobility solution through flexible, ultra-thin solar films that are attached to a vehicle’s roof and are then connected to the vehicle’s battery. Horizer aims to fragmentize and democratize the energy market by providing every person with the means to have clean, mobile energy accessible, shareable, and tradeable anywhere. Companies with a vehicle fleet and vehicle owners use Horizer's solar module and energy app to reduce fuel consumption, lower cost, and CO2 emissions.",Berlin,"Solar Mobility, Smart Cities, Energy",No funding announced yet,2020,https://www.horizer.tech/,,,DE,
puredio,https://www.eu-startups.com/directory/puredio/,Germany,"Your Podcast-Video-Creator.

Podcaster can create animated Podcast-Videos in just mere seconds thanks to the intuitive drag & drop editor of puredio. You can share your videos on all platforms and websites such as Facebook, Instagram, Pinterest or YouTube.

Podcast promotion can be that simple!",Munich,"podcast, video, creator, audiogram,",No funding announced yet,2020,https://puredio.com/,,,DE,
CATHAGO,https://www.eu-startups.com/directory/cathago/,Germany,"CATHAGO is a cloud-based software that enables construction companies to digitize their material procurement from material requisition to invoice verification.


CATHAGO connects the construction site, procurement department and external suppliers in order to centrally control all material streams and automate everyday processes.


Construction companies can noticeably relieve their professionals by using the software, so that more time is gained for value-adding activities. This new data basis allows the optimization of strategic procurement processes and increases profit margins.",Berlin,"Construction, SaaS, Bausoftware",No funding announced yet,2020,https://www.cathago.de/?utm_source=LinkedIn&utm_medium=LinkedIn&utm_campaign=LinkedIn,,,DE,
Talento Today,https://www.eu-startups.com/directory/talento-today/,Germany,"We combine core features of successful social media platforms (recruitment, socializing, video upload, and matching) and apply these to youth football. All youth football players worldwide should have the opportunity to show. Their talent objectively with the help of our app and to be sure that only verified coaches and scouts can see their data.",Cologne,"Mobile Apps, Private Social Networking, Sports",No funding announced yet,2020,https://www.talentotoday.com/,,,DE,
Cambrium,https://www.eu-startups.com/directory/cambrium/,Germany,"Cambrium's mission is to trigger the next wave of material innovation by harnessing nature’s protein building blocks. It develops proteins to create better materials. Its platform combines protein engineering, machine learning and lab automation to create high-performance materials at scale.",Berlin,"Advanced Materials, Bioinformatics, Biotechnology, Machine Learning",No funding announced yet,2020,https://www.cambrium.bio/,,,DE,
Boxencheck.de,https://www.eu-startups.com/directory/boxencheck-de/,Germany,"Boxencheck.de is a German startup that offers consumers a simple and convenient way to find subscription boxes on the German market. Their directory allows you to filter by category, gender, preferences and price. In addition, the individual boxes can be rated by the consumer. The company was founded on Jun 1, 2020.",Altdorf,"E-commerce, Online Platform, Technology, Services",No funding announced yet,2020,https://boxencheck.de/,,,DE,
BookingData,https://www.eu-startups.com/directory/bookingdata/,Germany,"BookingData is an Airline Data Marketplace. Its made up of a team of Airline IT professionals, who are on a mission of helping airlines regain control of their own data.",Munich,"Air Transportation, Analytics, Airlines",Between €100K-€500K,2020,https://www.bookingdata.io/,,,DE,
Tetrai,https://www.eu-startups.com/directory/tetrai/,Germany,"Tetrai is derived from the Greek prefix tetra (“four”) and the English abbreviation AI. Developing and activating AI strategy in B2B, AI services in finance, legal, and insurance with a focus on document. Image processing, extracting information from documents, and automatization",Leipzig,"Finance, Insurance, Documents",No funding announced yet,2020,https://tetrai.de/,,,DE,
bits&birds,https://www.eu-startups.com/directory/bitsbirds-2/,Germany,"bits&birds is German startup that aims to become the smartest headhunting agency in the digital & IT sector and a global SaaS provider. It uses machine learning algorithms in order to maximize efficiency and quality in the recruiting process. The startup was founded on Jun 11, 2020.",Hamburg,"Staffing, Recruiting, Technology",Between €1-€100K,2020,https://bitsandbirds.de/,,,DE,
Thermosphr,https://www.eu-startups.com/directory/thermosphr-2/,Germany,Thermosphr is a tech startup developing an end-to-end solution for energy-efficient thermal management of commercial buildings. A unique thermal modeling technology powering a suite of SaaS solutions for space. Heating and cooling optimization.,Berlin,"CleanTech, Commercial Real Estate, Sustainability",No funding announced yet,2020,https://www.thermosphr.com/,,,DE,
The Stryze Group,https://www.eu-startups.com/directory/the-stryze-group/,Germany,"The Stryze Group is a D2C brand holding company that develops, buys, and scales D2C brands in order to take them to the next level. The Stryze Group is a leading Direct-to-Consumer (D2C) brand holding company that DEVELOPS, BUYS, and SCALES D2C brands for “pull” e-commerce (Amazon and other platforms) as well as “push” e-commerce (social media). At Stripe, we BUILD our own brands and we ACQUIRE promising brands from outside entrepreneurs in order to take them to the next level applying our deep domain expertise, manpower, and capital.",Berlin,"Consumer, Consumer Goods, E-Commerce",Above €25 million,2020,https://stryze.com/,,,DE,
Knotique,https://www.eu-startups.com/directory/knotique/,Germany,"We dedicate ourselves to beautiful, handmade rugs and believe that buying one-of-a-kind handmade rugs should be smooth, unique, and transparent.","Hamburg, Germany","modern, e-commerce, rugs",,2020,https://www.knotique.de/en,,,DE,"We feel that the rug industry does not have strong brands at the moment. If you want to buy a carpet with a traditional design, they still have a rusty image and you have no actual brands, although the products are popular at the moment. Also, the consumers' don ́t know if the labor conditions in the production are good and fair."
Backpackertrail,https://www.eu-startups.com/directory/backpackertrail/,Germany,"Backpackertrail  is a startup based in Heidelberg, Germany.  The company has developed a web application to create trips based on user preferences. It was founded on july 21, 2020.",Heidelberg,"Information Technology, Applications, Travel",No funding announced yet,2020,https://www.backpackertrail.de/,,,DE,
Veios Medical,https://www.eu-startups.com/directory/veios-medical/,Germany,"Veios is a modular clinic platform that digitizes and optimizes all clinic processes in a user-friendly way. The state-of-the-art software supports all staff in their daily work and additionally enables the development and use of innovations. Such as artificial intelligence, Big Data, telemedicine, patient applications and wearables to fundamentally improve patient care and research.",Munich,"Health Care, Software, Digitized Clinics",No funding announced yet,2020,https://veios.com/,,,DE,
ViralConnect,https://www.eu-startups.com/directory/viralconnect/,Germany,ViralConnect enables social connections and manages social networks at a glance. ViralConnect enables social connections and manages social networks at a glance. ViralConnect provides a social media management suite with collaboration and integrated apps along with unified outbound connections empowering brand and company.,Cologne,"Personal Branding, Social, Marketing",No funding announced yet,2020,http://www.viralconnect.net/,,,DE,
WorkMotion,https://www.eu-startups.com/directory/workmotion/,Germany,"WorkMotion is a global HR platform that enables companies to hire and onboard employees internationally. WorkMotion hire, pays, and manages remote employees from around the world with just a push of a button. Founded in 2020, the company is headquartered in Berlin, Germany.",Berlin,"Compliance, Employee Benefits, Human Resources",Between €10 million-€25 million,2020,https://www.workmotion.com/,,,DE,
Hive,https://www.eu-startups.com/directory/hive-2/,Germany,"An all-in-one solution for software and operations to help you manage your D2C brand throughout fulfillment and beyond. Hive is democratizing access to e-commerce operations. We're providing technology to enable D2C brands to run their operations on auto-pilot. 

Businesses can integrate their existing e-commerce stores with our own warehousing solution to get up and running. Hive takes care of inventory, orders and returns from start to finish, providing everyone with peace of mind. We solve e-commerce operations – smart and holistically. Focus on your business' growth. We take care of everything else.",Berlin,"Delivery, E-Commerce, Logistics, Shipping",Above €25 million,2020,https://hive.app,,,DE,
luca,https://www.eu-startups.com/directory/luca/,Germany,"The goal of luca is and was from the beginning to make cultural and social life possible again. Across Germany, more than 40 million registered citizens and more than 450,000 locations count on the luca system. luca started with the aim of enabling social life with a view to gastronomy and culture. This includes doing away with the paperwork and the associated effort in restaurants, bars and cafés. Now we are making a comprehensive digitization offer for the catering industry. We are digitizing the entire process, from checking in to ordering to paying in the luca app.",Berlin,"IT Services, Consulting, Social Life",Above €25 million,2020,https://www.luca-app.de,,,DE,
nuvo,https://www.eu-startups.com/directory/nuvo/,Germany,"ComDocks supports companies to onboard, import, and manage supplier data in the most convenient way. Our mission is to provide an intelligent B2B SaaS solution for a seamless data experience across partners, platforms, and file types. ComDocks machine-learning algorithm eliminates the repetitive and painful data import and collection process to offer a fast, intuitive, and error-free data exchange. No more messy sheets, no more lengthy onboarding cycles, just a smooth and pleasant onboarding experience.",Hamburg,"B2B, Information Technology, Machine Learning, Recruiting",Between €1 million-€ 2.5 million,2020,https://getnuvo.com/,,,DE,
Greenforce,https://www.eu-startups.com/directory/greenforce/,Germany,"We are GREENFORCE. We are a food tech startup based out of Munich, Germany. We develop and provide plant-based food products that are good for people and the environment. Our mission is to secure the protein supply for future generations because they can no longer be fed with animal proteins.

For 8 years we have worked on a raw material that revolutionizes vegan food. We developed an enzymatic process that will be able to convert almost any plant into high-quality, protein-rich food products. The decisive factors here are the rapid bioavailability of the proteins as well as the compatibility and taste.",Munich,"Food and Beverage, Organic Food, Sustainability",Between €10 million-€25 million,2020,https://www.greenforce.com/,,,DE,
Recommendy,https://www.eu-startups.com/directory/recommendy/,Germany,"Recommendy is the data intelligence platform for eCommerce. We provide small to large online stores next gen artificial intelligence technologies to keep up with Amazon and other giants. Cross-selling costs online retailers a lot of time and money. We automate the entire process using visual and semantic artificial intelligence, without any need of historical data. In this way, we save merchants money as well as man hours and offer them the possibility to adapt their entire web store to each visitor in real time in an automated way. This gives retailers the chance to reflect the individual interests of each customer and generate valuable data about their own target group. The result: Online stores increasing their sales and differentiating themselves from their competitors by offering a unique shopping experience.",Bielefeld,"Artificial Intelligence, E-Commerce, Machine Learning, Software",Between €500K-€ 1 million,2020,https://www.recommendy.io/,,,DE,
Automaited,https://www.eu-startups.com/directory/automaited/,Germany,"AiConomix develops RPA (robotic process automation) software that integrates seamlessly into an existing system and offers intelligent support for each individual workflow. No adjustments to the existing system are necessary. This minimizes the risk and massively saves costs when improving its processes. Easy automation for busy people. We move data automatically for you, so you can focus on your most important work.",Cologne,"Artificial Intelligence, B2B, Software",Between €2.5 million-5 million,2020,https://automaited.com/,,,DE,
Heyflow,https://www.eu-startups.com/directory/heyflow/,Germany,"The no-code software to build, design and integrate clickflows. Heyflow is the no-code platform to build, design and integrate clickflows. We believe that user interaction is the most important activity on the web. And we believe that clickflows are the best way to achieve great interactions. That’s why we are dedicated to empower businesses to convert more traffic with clickflows. 

You spend too much money on campaigns that don’t convert. Heyflow helps you to build, design and integrate interactive flows without writing code. Start converting more traffic with clickflows.",Hamburg,"Software,",Between €5 million-€10 million,2020,https://heyflow.app,,,DE,
Kittl,https://www.eu-startups.com/directory/kittl/,Germany,"We envision a global community where members inspire each other and let their creativity run free. Creating beautiful designs can be a long and sometimes even painful process. We decided to tackle this problem head-on and have built Kittl, the most intuitive and easy-to-use design platform on the web. With offices in Berlin and Dusseldorf, we are a diverse team of 25 creators - hailing from 10+ nationalities - and benefit from the strong support of our A-level investors.",Berlin,"Graphic Design, Software Development, Software Engineering",Between €1 million-€ 2.5 million,2020,https://www.kittl.com,,,DE,
READ-O,https://www.eu-startups.com/directory/read-o/,Germany,"READ-O is a mobile app to help readers find their next book. Our unique approach is to analyze millions of book reviews with our AI to make in-depth book recommendations. The app measures the reading taste of its users by analyzing their in-app book library. Recommended books are presented with an individual ""%-Match"". When we read books, we hope for emotions. We want to laugh, cry or be surprised. With over 70,000 new novels per year (as of 2019), it is not that easy to find the right book. While many readers quickly turn to bestsellers due to a lack of time, the READ-O app now offers the opportunity to discover stories outside of the mainstream and thus find books that really fit.",Frankfurt,"B2C, Big Data, Media, Entertainment",Between €500K-€ 1 million,2020,https://www.read-o.com,,,DE,
Beams,https://www.eu-startups.com/directory/beams-2/,Germany,"Make waves with voice messages. Beams makes it easy to record & share your thoughts to Spotify, Instagram, TikTok and beyond. We cut out the complexity of launching a podcast on Spotify and Apple Podcasts. Just hit record on Beams wherever you are and we will publish your voice messages as podcast episodes. Want to get your thoughts out without agonising over hair, makeup and lighting? And still stand out in the feed? Opt for audio by sharing Beams voice messages to your socials.",Berlin,"Social Media, Internet Publishing, Spotify",Between €5 million-€10 million,2020,https://beams.fm/,,,DE,
35up,https://www.eu-startups.com/directory/35up/,Germany,"We help online merchants create additional cross-selling revenues, without any inventory risks or working capital investments. Powered by an intelligent recommendation engine and with millions of physical and digital products in our vendor network, our headless API seamlessly embeds the most relevant cross-selling products into the checkout. Some of Europen's leading merchants work with 35up, generating additional contribution margin by enabling their customers to access new products and services that are highly relevant to them.",Berlin,"Artificial Intelligence, E-Commerce, E-Commerce Platforms, Internet",Between €2.5 million-5 million,2020,https://35up.com,,,DE,
MARKT-PILOT,https://www.eu-startups.com/directory/markt-pilot/,Germany,"MARKT-PILOT is proud to support machine manufactures and help them better manage the after-sales and supply chain management issues. As of today, MARKT-PILOT used its innovative AI-based software to analyze and optimize parts pricing for over 70 machine manufacturers. The results show that more than 90 percent of parts have high sales and profit potential, since they are either underpriced or overpriced. This means that machine manufacturers are missing out on millions of euros. With the MARKT-PILOT software, PRICE-RADAR, manufactures now have comprehensive market intelligence and thus enable an intelligent market-oriented pricing strategy.",Esslingen,"Cloud Computing, Software, Software Development",Between €5 million-€10 million,2020,https://www.markt-pilot.de/,,,DE,
Alpas,https://www.eu-startups.com/directory/alpas/,Germany,"Alpas provides a sourcing intelligence platform for procurement and product development departments of mid and large-cap manufacturing companies. Our software offers modern intelligence for identifying, comparing and managing existing as well as previously unknown suppliers.

Together with manufacturing companies, we’re building a more transparent and sustainable sourcing environment while saving both operational and purchasing costs. Unlocking Your Sourcing Superpowers.",Berlin,"B2B, Big Data, Enterprise Software, Information Technology",Between €1 million-€ 2.5 million,2020,https://alpas.ai/,,,DE,
Aivy,https://www.eu-startups.com/directory/aivy/,Germany,Aivy is an award-winning digital solution for analyzing the individual talents of job applicants. Companies receive unbiased data and AI-based prediction of job success to avoid 30 % of their bad hires even before the first interview. At the same time they promote equal opportunities and diversity in the selection process. The new standard next to the CV and your assistant who recognizes talent! Aivy decodes career DNA! Because too many people end up in career prospects in which they are not successful or satisfied.,Berlin,"Artificial Intelligence, Human Resources, Machine Learning, Mobile Apps",Between €1 million-€ 2.5 million,2020,https://www.aivy.app,,,DE,
Mammaly,https://www.eu-startups.com/directory/mammaly/,Germany,"Mammaly, a pet health startup that develops a range of snacks specifically targeting and helping reduce the severity of common aging dog issues. Digital Pet Health Ecosystem. Functional snacks – naturally healthy and super tasty. We have already helped thousands of dogs, and many more are to follow. That's why we're always looking for even better solutions for our beloved doggos. We are Stan and Alex. And a large team of animal lovers and specialists from product developers to veterinarians. We are mammals.",Cologne,"Animal Feed, Health Care, Pet",Between €2.5 million-5 million,2020,https://www.mammaly.de/,,,DE,
koppla,https://www.eu-startups.com/directory/koppla/,Germany,"koppla is a cloud-based planning and communication tool for LEAN construction sites for both general contractors and subcontractors. We turn chaos into ease! The intuitive scheduling tool for constructions. koppla is the intuitive and collaborative schedule for constructions. Plan, manage and optimize your projects with ease. Access all information in one tool, add real-time views of your site and team up all subcontractors. Our data-driven software helps you to easily react to difficulties and re-plan construction processes. Your single source of truth that makes staying in time fun!",Potsdam,"Construction, Real Estate, SaaS, Software",Between €1 million-€ 2.5 million,2020,https://www.koppla.de,,,DE,
UniApp,https://www.eu-startups.com/directory/uniapp/,Germany,"UniApp is an EdTech - online platform were students can apply for the first time to college or transfer to finish their degree. With UniApp, universities, students and agents can manage the whole college application process. Empowering International Education. We're UniApp, We Empower Education Seekers Regardless Of Where They Come From Or Their Educational Background. uni-app is an education technology built to support the international education stakeholders. we simplify the admission process, scale up and diversify campuses worldwide",Frankfurt,"EdTech, Education, Higher Education",Between €500K-€ 1 million,2020,https://uni-app.com,,,DE,
Bloomwell Group,https://www.eu-startups.com/directory/bloomwell-group/,Germany,"The Bloomwell Group provides easy access to natural-based medicine and with a patient-centric D2C approach, it mainly focuses on a strong and revolutionizing streamlined customer journey. Bloomwell Group is focusing on the treatment of chronic diseases with significantly fewer side effects than conventional medicine. Our purpose is to redefine the cannabis industry and craft a new episode in its history. Our vision is to become the No 1. brand ecosphere in the recreational cannabis sector.",Frankfurt,"Health Care, Pharmaceutical, Holding Companies",Between €5 million-€10 million,2020,https://www.bloomwell.eu,,,DE,
t3rn,https://www.eu-startups.com/directory/t3rn/,Germany,"t3rn is a smart contract hosting platform that offers an innovative solution to interoperable smart contract execution. It offers circuit & gateways for blockchain projects, on-chain contract repository for developers, open execution platform, and more. t3rn is a hosting platform for smart contracts, that brings trustless, interoperable execution and composable collaboration to the Polkadot ecosystem and beyond.",Berlin,"Blockchain, Cryptocurrency, Information Technology, Software",Between €1 million-€ 2.5 million,2020,https://www.t3rn.io/,,,DE,
GovRadar,https://www.eu-startups.com/directory/govradar/,Germany,"GovRadar accelerates and simplifies the procurement process for the public sector. Our procurement platform helps public authorities procure innovations efficiently - automated and in compliance with procurement law. The SaaS solution generates tender documents in a few clicks rather than months. in compliance with the respective procurement law, a few clicks lead to automated tender documents and within a few days suitable offers are available. Innovative procurement for the public sector. We are GovRadar - proud Munich GovTech startup founded by Sascha Soyk and Daniel Schiessl. In the meantime, the team has grown and we are still looking for reinforcements.",Munich,"GovTech, Software, SaaS",Between €500K-€ 1 million,2020,https://govradar.net,,,DE,
Marine Digital,https://www.eu-startups.com/directory/marine-digital-2/,Germany,"Marine Digital GmbH works in the niche of vessel performance optimization. We apply deep technologies: AI and Digital Twin to reduce the emissions of the vessel up to 600 tones per year and fuel consumption by up to 12 through modern and better navigation routing. Digital twin technology is tailored for the intraday installation that makes it applicable for the short-term charterers in one line with long-term voyagers. We provide a one-stop-shop solution with online performance and emission monitoring, maintenance prediction, and AI-powered routing based on the best data set in the industry. Marine Digital is funded by IB-SH.de, APX.vc, WTSH.de, and private investors. Headquarters - Luebeck, SH, Germany.",Luebeck,"Artificial Intelligence, Big Data, Information Technology, Logistics",Between €1 million-€ 2.5 million,2020,https://marine-digital.com/,,,DE,
Meetsales,https://www.eu-startups.com/directory/meetsales-2/,Germany,"We are Meetsales - a one-stop shop for companies that want to elevate their sales process. Our solution allows your employees to close deals and build strong relations with clients, regardless of their location. Itâ€™s convenient, efficient, and data-based. Thanks to Meetsales, you can: - Present your offer no matter where you are. - Automate your sales activities. - Use data to make better decisions. - Provide exquisite customer experience. And more! Did you know that... 83% of B2B leaders expect companies to offer an omnichannel approach instead of traditional sales practices. 2 out of 3 B2B buyers prefer remote online service over face-to-face meetings. 77% of remote workers are more productive than their on-site colleagues. Schedule a demo and find out what our solution can offer you and your company. Create genuine business relationships with your customers while staying online!",Berlin,"B2B, Data Visualization, Direct Sales, E-Commerce",Between €500K-€ 1 million,2020,https://www.meetsales.io/,,,DE,
refive,https://www.eu-startups.com/directory/refive/,Germany,"refive is building the platform to change our understanding of how, when and where humans consume products and services, by digitizing every POS transaction. The platform first serves retailers, solving their massive growth problem (1.4 Tnâ‚¬ annual spend) by helping them understand and retain customers better. refive empowers merchants to identify, engage and retain every in-store customer.

Our mission at refive is to help the offline businesses and souls of our inner cities to be more sustainable and stay competitive with the big online retailers through a better understanding of their customers and optimized customer connections.",Berlin,"B2B, E-Commerce, FinTech, Retail",Between €100K-€500K,2020,https://www.refive.io,,,DE,
Xeem,https://www.eu-startups.com/directory/xeem/,Germany,"With Xeem, we have developed a unique solution to inspire young talents for their own company and to shape the future together. The digital challenge platform enables companies to put short business cases online for which young talents can develop ideas together. Companies receive exclusive access to a highly motivated talent pool. At the same time, they inspire suitable talent, benefit from external innovative ideas and position themselves as an attractive employer. We already support well-known companies such as SAP, Merck and IKEA with Xeem.",Darmstadt,"Innovation Management, Online Portals, Recruiting",Between €100K-€500K,2020,https://www.xeem.de/,,,DE,
Dermanostic,https://www.eu-startups.com/directory/dermanostic/,Germany,"We are dermanostic, an e-health scale-up, where patients receive a medical diagnosis and therapy recommendation for skin diseases within 24 hours using an app. The patients take three photos of their skin change and fill out a short questionnaire. The data is reviewed and evaluated anonymously by a team of experts (medical specialists and professors of dermatology). Our medical service costs 25€ per case. Our vision is to provide patients - no matter where in the world - with quick and easy access to a dermatologist. Skin diagnostics via our app - diagnosis with therapy suggestion of your skin issues within 24h",Dusseldorf,"Apps, Health Care, Medical, Wellness",Between €1 million-€ 2.5 million,2020,https://dermanostic.com/en,,,DE,
seedtrace,https://www.eu-startups.com/directory/seedtrace/,Germany,"seedtrace is a SaaS startup from Berlin that develops a digital platform for businesses to manage, prove and communicate the social and ecological impact of their products. The startup focuses on bringing transparency into complex supply chains by fostering the cooperation between actors along the chain, building an ecosystem of organizations that confirm their claims and tracing products from seed to shelf. The digital home for impact driven products –– empowering conscious businesses and consumers alike. seedtrace is a digital platform to manage, prove and communicate value chain information, enabling businesses and conscious consumers to understand their impact. With a focus on social and ecological impact, we thereby turn product-transparency into a unique selling point while gathering valuable consumer data for our customers.",Berlin,"SaaS, IT Services, IT Consulting",Between €500K-€ 1 million,2020,http://www.seedtrace.org,,,DE,
Innocent Meat,https://www.eu-startups.com/directory/innocent-meat/,Germany,"Innocent Meat enables food processors to break the reliance on animal agriculture by providing an automated, end-to-end clean meat production system. Innocent Meat mission is to enable traditional meat processors to make a smooth transition to clean meat. Innocent Meat enables meat processors to break the reliance on conventional agriculture and make the change to clean meat, by creating an end-to-end clean meat production system. 

We love juicy meat, and always will; meat demand will continue to grow as the world's population reaches 10 billion, and our planet will grow beyond its limits. To love meat is not the problem, it is how it is made. We want to move away from traditional animal agriculture practices, to a more sustainable and efficient model.",Rostock,"Agriculture, Biotechnology Research, Real Meat",Between €500K-€ 1 million,2020,https://www.innocent-meat.com/,,,DE,
Unifai,https://www.eu-startups.com/directory/unifai/,Germany,"Unifai automates, optimises and standardises processes in hotels: Against the backdrop of quickly rising digitalization needs, as well as high losses due to COVID within the hotel industry, Unifai's mission is to shape and sustain the future of modern hospitality by creating viable digitalization efforts via an intuitive platform to achieve unprecedented value, saving costs and helping their clients to arrive at operational excellence at the core. In other words, Unifai aims to help hospitality providers to arrive at digital excellence ahead of the industry by supporting them with the digital tool they need to succeed. Unifai is offering: - A smart management dashboard to deliver the ability to interconnect a hotels' workforce - A data analytics system to give an overview of important KPIs - A Maintenance Registration and Preventative Maintenance tool to spot and repair broken items faster - - An automated Lost & Found tool to digitize items that have been forgotten to enable employees to return lost items to customers as quickly as possible - An optimized smart mobile app to give every employee a central access .",Munich,"Management Information Systems, Operating Systems, SaaS, Software",Between €1 million-€ 2.5 million,2020,https://unifai.de/en/,,,DE,
buya,https://www.eu-startups.com/directory/buya/,Germany,"buya is the marketplace for live online courses. Discover interactive, social and safe learning experiences for children from 3 to 17 years old. Our courses are taught by hundreds of certified online teachers. You will find in-school and extra-curricular live online courses in the categories: art, programming & technology, German, health & nutrition, life skills, math, music, science & nature, social studies, world languages, sport, dancing, learning, creative, cooking & baking...and much more! Inspiring Teachers Our independent teachers are professional educators, artists, scientists and inspiring adults who want to share their expertise. Easily Explore Any Interest From Coding to Art to Health & Nutrition to Exercise - buya. en encourages your child's curiosity and boosts their learning skills with a huge selection of live online courses. Peer Learning Boost your child's confidence in and out of the classroom with live video classes delivered in small groups.",Hamburg,"Children, E-Commerce, E-Learning, EdTech",Between €1 million-€ 2.5 million,2020,https://www.buya.de,,,DE,
ONVY HealthTech,https://www.eu-startups.com/directory/onvy-healthtech/,Germany,"ONVY is a Munich based HealthTech company providing personalized health insights, predictive analytics and tailored physical and mental health interventions on an AI based private health management platform with 320+ wearable integrations. ONVY enters into a new-era of mind health management by combining the power of science and technology. Our HealthTech approach translates data into private health management and empowers users to balance their physical and mental wellbeing. ONVY leverages predictive HealthTech for preventative health management so users also get an understanding of their behavioral health data and adjust their lifestyles long before disease occurs.",Munich,"Artificial Intelligence, Health Care, Machine Learning, mHealth",Between €100K-€500K,2020,https://www.onvy.health/en/home,,,DE,
Optimate,https://www.eu-startups.com/directory/optimate/,Germany,"Optimate GmbH is an independent start-up of the high-tech company TRUMPF based in Stuttgart. Founded in 2020, the company is specialized in the digital optimization of sheet metal parts with the help of artificial intelligence. The founders want to enable small, medium and large sheet metal manufacturers to design more sustainably, reduce costs and produce more efficiently. The future of design - digital - automated - innovative! Save time & costs with Optimate.",Stuttgart,"Artificial Intelligence, Information Technology, Software",Between €2.5 million-5 million,2020,https://www.optimate.de/de/,,,DE,
Mobile Healthcare Solutions,https://www.eu-startups.com/directory/mobile-healthcare-solutions/,Germany,"A Hamburg-based healthcare company on a mission to instantly and accurately uncover what your body really needs. Their cloud-based diagnostic platform works in a mobile environment to empower consumers with access to their own health information. Their products help consumers detect complications early, monitor their health, and provide the information that is needed in order to live a healthier and happier life.",Hamburg,"Health Care, Health Diagnostics, Wellness",Between €1 million-€ 2.5 million,2020,https://getcasc.com/,,,DE,
Vantis,https://www.eu-startups.com/directory/vantis/,Germany,"Vantis is a provider of holistic primary care services intended for the treatment of chronic diseases. The company has a hybrid care concept integrating reimbursable digital therapies and remote monitoring with its own network of healthcare facilities, enabling the medical community and patients to improve health outcomes with continuous care and improved healthcare access.",Munich,"Health Care, Hospitals, Therapy",Between €2.5 million-5 million,2020,https://www.vantis-health.com/,Active,,DE,
enna,https://www.eu-startups.com/directory/enna/,Germany,"enna is the window to the digital world for people who have problems using smartphones or tablets. enna is the window to the digital world for people without digital literacy (senior citizens, people with disabilities, etc.). The combination of the simplest operating concept for tablets and the infinite variety of digital offers, ranging from communication to entertainment and support (telemedicine, telecare...) makes our offer unique in the world. Initially, we use a haptic operating concept by means of NFC command cards and a docking station that enable the error-free use of a tablet.",Munich,"Communication Hardware, Elder Care, Hardware, Internet of Things",Between €500K-€ 1 million,2020,https://enna.care/,,,DE,
