name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,country,longBusinessDescription,companyStatus,linkedin
EyeVi Technologies,https://www.eu-startups.com/directory/eyevi-technologies/,Estonia,"EyeVi is a geospatial AI-powered digital data production company. We enable road consultants and road asset managers constant overview of the entire physical road network with maximum detail through our AI-powered automated 3D mapping platform. Road defects, road signs, safety barriers, markings, crossroads, and so on â€“ everything necessary for predictive road maintenance, road asset and traffic management, safety auditing, and autonomous transportation.",Tartu,"Artificial Intelligence, Geospatial, Hardware, Information Technology",Between €1 million-€ 2.5 million,2020,https://www.eyevi.tech,EE,,,
Bloom,https://www.eu-startups.com/directory/bloom-2/,Estonia,"Retail start-up. We are making revolution in retail with AI, Computer Vision & Q-Commerce. We add ENTERTAINMENT to conservative field to make people EAT, FEEL, LIVE better. 15 minute grocery delivery with hybrid convenience & dark stores to provide best food offline & online! Taking retail to the next lvl. A customer of Bloom's blind and hybrid store goes to the store when the mood comes. Our digital system is currently in the testing phase. If you would like to take part in the completion of the platform and contribute with voluntary feedback, apply to join the test group.",Tallinn,"Retail, Retail Technology, Same Day Delivery",No funding announced yet,2020,https://bloom.ee,EE,,,
Nobe,https://www.eu-startups.com/directory/nobe/,Estonia,"Nobe is a zero-bureaucracy fintech that enables autonomous owners, solopreneurs, and other people to declare their taxes by combining e-invoices, accounting, tax registration and banking in one platform. We want to reduce the gap of unequal access to welfare by turning taxes into new capital, primarily allowing everyone to save time and money when applying to housing, healthcare, transport or funding. Our mission is to end with bureaucracy. We are headquartered in Estonia. Our first quest started in Mexico",Tallinn,"Education, FinTech, GovTech, Information Technology",Between €100K-€500K,2020,https://www.soynobe.com,EE,,,
Connectter,https://www.eu-startups.com/directory/connectter/,Estonia,"Connectter platform addresses the constant communication problems arised from the lack of networking tools in the industrial world and help business owners and employees who struggle with ineffective and dated marketplace platform solutions. Our services span several meta industries and vertical markets, but we have achieved great success providing diversity within those industries by creating a system that starts with a product ending with the final user. Over time we have invested and formed regenerative algorithms which enables us to translate value to our clients and provide the best solutions in global markets. Our focus remains on serving our customers and providing the best solutions possible to them.",Tallinn,"Software Development, Social Business, Networking",No funding announced yet,2020,https://www.connectter.com,EE,,,
Enty,https://www.eu-startups.com/directory/enty-2/,Estonia,"Enty SaaS solution for the online management of a company. Our goal is to become an automated solution for all boring back-office operations: starting from incorporation, tax reporting, and proceeding to much more complicated tasks like equity management. Enty is a complete solution for the online management of a company. Your SaaS-companion in the world ruled by paperwork. Start a new business or open a company in a new jurisdiction. Enty allows individuals to set up a company in the EU online. One form, all the help that a client might need and just a week to start a new company.",Tallinn,"Accounting, Legal Tech, SaaS, Software",Between €100K-€500K,2020,https://enty.io,EE,,,
Norby.io,https://www.eu-startups.com/directory/norby-io/,Estonia,"A sophisticated, intelligent and humanlike AI based customer service platform, where it's main use case is through a chatbot. Customer service could be exhausting and expensive with all the routine it creates in the modern world. We want to bring your support and sales teams' efficiency back by handling this routine with AI-powered technologies. By doing it, Norby offers a smooth experience for both sides—customers and business—with no extra attention from the last one.",Tallinn,"Artificial Intelligence, Customer Service, Information Technology, Machine Learning",No funding announced yet,2020,https://norby.io/,EE,,,
EmailEngine,https://www.eu-startups.com/directory/emailengine/,Estonia,"IMAP and SMTP are hard, so let EmailEngine handle these for you. Run REST API calls to interact with email servers and receive webhooks for changes on tracked email accounts. With EmailEngine, you can focus on building features that matter instead of spending time rolling custom IMAP and SMTP connectivity logic. EmailEngine is a self-hosted application that opens a permanent IMAP connection against every registered email account to translate API requests to IMAP commands and monitor changes on these accounts. EmailEngine uses Redis as its data store, so you have to have Redis installed for EmailEngine to work.",Tallinn,"Email, Software, EmailEngine",No funding announced yet,2020,https://emailengine.app,EE,,,
Babr,https://www.eu-startups.com/directory/babr/,Estonia,"Babr.one is an equal opportunity platform for #interpreters, #translators, and other #language specialists to help them to offer their services 100% free of charge. Babr.one is the largest 100% Free Ads Platform for #interpreters and #translators, and for those who are looking for language and localization professionals. Babr is a private company with the goal to help language specialists and companies reach their customers in a direct possible way. And that is.... FREE OF CHARGE! Currently, #babr.one is used by over 12 000 users worldwide to find and offer suitable local language services for any type of event or job. There is no commission, no cost. It is 100% free and reliable. This is an absolutely #free #service for all #language professionals and companies. We however use paid advertisements on our website to cover the expenses for running this platform. You can place an unlimited number of ads in any category. These include a medical, technical, literary translation of texts, accompanying at exhibitions, negotiations, in the clinic. #Simultaneous interpreting at #conferences and #seminars. If you are looking for #language professionals... You can find over 7 000 #interpreters and #translators in over 100 countries with over 60 language pairs and contact them directly at no cost. The service is absolutely free. We try to make the language world a little better!",Tallinn,"Information Technology, Internet, Marketing, Translation Service",No funding announced yet,2020,https://babr.one,EE,,,
CogniSpot,https://www.eu-startups.com/directory/cognispot/,Estonia,"CogniSpot is collaborative support management and counseling platform for schools, kindergartens, and families to help them take a personalized approach to children's mental and academic development. We equip caregivers and teachers with the resources to provide individualized support to children. In addition, we connect them with the necessary specialists to receive need-based advice and help them monitor the progress of provided support. We make child individuality focused instructional strategies, support monitoring, and specialist advice accessible, affordable, and actionable to all parties in a child's life.",Tallinn,"Education, Psychology, Mental Health Care",No funding announced yet,2020,http://www.cognispot.com,EE,,,
Applysis,https://www.eu-startups.com/directory/applysis/,Estonia,"Applysis is a data analytics tool, helping businesses to collect, analyse and prioritise customer feedback, in minutes. With the help of AI Applysis can detect concrete bug reports and feature requests, in order to save months of manual work. Applysis brings customer feedback analysis to another level by using AI to
detect all concrete hardware or software issues and feature requests, so that you do not categorize them manually and spend weeks or months annually. Collect, analyse and prioritise customer feedback efficiently, in minutes.",Tallinn,"Analytics, Artificial Intelligence, SaaS, Software",No funding announced yet,2020,https://applysis.io/,EE,,,
Tribe Funding,https://www.eu-startups.com/directory/tribe-funding/,Estonia,"Tribe Funding is a Crowdfunding Marketplace - a simple and efficient gateway to Crowd-investing. On our marketplace, You get access to investment opportunities originated by a dozen verified crowdfunding platforms in one place instantly. Just like Amazon does with retailers and Booking.com does with hotels, we collect the best crowdfunding projects from verified deal partners in one place and make them easily accessible for everyone.",Tallinn,"Financial Services, Marketplace, Security",No funding announced yet,2020,https://tribefunding.eu/,EE,,,
LightCode Photonics,https://www.eu-startups.com/directory/lightcode-photonics/,Estonia,"LightCode Photonics is developing breakthrough technology for mobility to change the way a robot looks at the world by building a compact LiDAR-class 3D camera that will transform the autonomous mobility sector, particularly autonomous cars powered by satellite navigation.",Tartu,"3D Technology, Electronics, Robotics",Between €100K-€500K,2020,https://www.lightcodephotonics.com/,EE,,,
RecruitLab,https://www.eu-startups.com/directory/recruitlab/,Estonia,RecruitLab is a recruiter-centric marketing and applicant tracking software. Its clear user interface and integrations with recruitment channels (like job boards or social media) give recruiters complete control over their recruitment projects.,Tallinn,"Human Resources, Marketing Automation, Recruiting Software",Between €100K-€500K,2020,https://recruitlab.co.uk/,EE,,,
OBORTECH,https://www.eu-startups.com/directory/obortech/,Estonia,"Supply chain process has multiple actors having different technical capacities. Sharing data often requires manual, time-consuming, and complex processes. Existing digital systems are mostly dedicated to specific organizations and their own environments only. We aim to create the Smart Hub, a fully digital ecosystem for all actors in supply chain, where they can remotely collaborate in a decentralized and democratic blockchain network regardless of their size and IT capability. The Smart Hub offers: Â· Blockchain and cloud powered communication hub, Â· Tamper-proof, unified and online document exchange, Â· IoT based real-time visibility and tracking, Â· Open and decentralized networking marketplace.",Tallinn,"Information Technology, Software, Blockchain",Between €2.5 million-5 million,2020,https://www.obortech.io/,EE,,,
4Bulls,https://www.eu-startups.com/directory/4bulls/,Estonia,"4Bulls is a decentralized ecosystem that consists of several DeFi products that are connected with each other via a governance and utility token, the 4Bulls token (4B). Each product within the 4Bulls infrastructure is based on the DAO concept. To support the ecosystem's workflow, 4Bulls utilizes smart contracts on Ethereum. Fees collected via the 4Bulls protocols are redistributed among the DAO participants (4B and NFT stakers, liquidity providers, and referrers).",Tallinn,"Financial Services, Crypto, Design",Between €1-€100K,2020,https://4bulls.com,EE,,,
Krock.io,https://www.eu-startups.com/directory/krock-io/,Estonia,"One tool for animation and video production companies to collaborate on creative projects remotely. All teams and clients in one space. Content Review & Project Management Tool for Creative Industries. Simple, intuitive, effortless! KROCK is an all-in-one solution, designed to manage your creative projects effectively and painlessly. With KROCK, you can create a custom pipeline that consists of all your project steps, due dates, and deliverables. Whether you are a beginner or an established freelancer, a boutique agency, or a big corporation, let KROCK transform the administration of your projects from a necessary burden into a seamless, effective, and rapid tool.",Tallinn,"Animation, Film, Film Production, Project Management",No funding announced yet,2020,https://krock.io,EE,,,
Polkadex,https://www.eu-startups.com/directory/polkadex/,Estonia,"Polkadex is a fully decentralized peer-to-peer orderbook-based cryptocurrency exchange for the DeFi ecosystem built on Substrate. The long-term vision for Polkadex is to interoperate with all blockchain ecosystems to bring assets to trade, not just Polkadot and Ethereum, and create the next generation of regulated decentralized exchange without compromising user experience. The matured version of Polkadex will look like NYSC with crypto for trading, Polkadex be the go-to exchange for people to trade public company shares, crypto and fiat-fiat. At the same time, without compromising user experience and regulatory compliance.",Tallinn,"Cryptocurrency, Financial Services, Trading Platform",Between €2.5 million-5 million,2020,https://www.polkadex.trade/,EE,,,
Fullsepp,https://www.eu-startups.com/directory/fullsepp/,Estonia,"Fullsepp is a combination of blog, social media, and marketplace with the motto ""Publish content, earn royalty!"" Users can earn both ad revenue, sales revenue, and affiliate revenue. Users can share income among themselves. Let's say, a person wrote a book and another person edited their photos. The system can split its revenue to each user separately. (They define the ratios and platform distributes) The first and only platform that provides copyright sharing in this way is Fullsepp. In addition to the sale of books, events are also sold. In the future, we plan to add more categories. You can sell E-books, Audiobooks, Event Tickets. %95 of sale price is yours. Moreover 70% of the ad revenue from the content you share is yours. It is free to subscribe to Fullsepp.",Tallinn,"E-Commerce, Marketplace, Social Media",No funding announced yet,2020,https://fullsepp.com,EE,,,
VCC.Network,https://www.eu-startups.com/directory/vcc-network/,Estonia,"VCC.Network aims to become a global leader by creating future value through customized total integrated marketing strategy service. VCC.Network aims to become a global leader by creating future value through customized total integrated marketing strategy service. With 5 overseas operations and over 50 employees, VCC.Network is a true global integrated transformation company that provides Total Transforming Solutions for clients. We partner with brands to create lasting good. We believe in the meaningful progress that our agencies can deliver for our clients. Our agencies and people are the elite in their field. And each is part of a global team designed to mobilise according to your unique needs, for truly integrated solutions.",Tallinn,"Advertising, Consulting, Marketing",No funding announced yet,2020,https://vcc.network,EE,,,
bitPerk,https://www.eu-startups.com/directory/bitperk/,Estonia,"bitPerk is a startup based in Tallinn, Estonia. The startup aims to Boost the Engagement & Performance of your Software & Creative Teams with Gamification & Real-Time Rewards. It was founded on Jun 1, 2020.",Tallinn,"Computer Software, Gamification, Teamwork",No funding announced yet,2020,https://bitperk.io/,EE,,,
TradeLink,https://www.eu-startups.com/directory/tradelink/,Estonia,Trade-Link is the platform for Tracking and Analytics service for trading accounts. Analyze your trading with 25+ statistical indicators in a powerful dashboard Create public portfolios and attract investors. Check the trader's history before investing - Find the best trader in our Rating - Invest only in trusted traders,Tallin,"Asset Management, Bitcoin, Financial Services",Between €100K-€500K,2020,https://lp.mytrades.link/,EE,,,
Homestudy,https://www.eu-startups.com/directory/homestudy/,Estonia,"Homestudy offers educators an efficient way to mark and grade pen-and-paper homework, saving teachers' time up to 4 times and increasing learning outcomes.",Tallinn,"edtech, distancelearning, remotelearning",,2020,https://homestudy.io,EE,,,
BannerBoo,https://www.eu-startups.com/directory/bannerboo/,Estonia,"BannerBoo is an online HTML5 Banner Maker. Bannerboo is a creative management platform for marketers who need to create engaging high CTR ads. Bannerboo helps to create, automate and accelerate rich-media ad campaigns.",Tallinn,"ads, online platform, Marketing",No funding announced yet,2020,https://bannerboo.com/,EE,,,
TribeOne,https://www.eu-startups.com/directory/tribeone/,Estonia,An algorithmic credit risk-powered platform. An algorithmic credit risk-powered platform built to enable the creation of decentralized lending markets that can offer NFT funding and Zero collateral loans. Creating a revolutionary shift by introducing a truly decentralized ecosystem and customer-centric products which will be available for consumers & micro-financiers.,Tallinn,"Blockchain, Financial Services, Lending",No funding announced yet,2020,https://www.tribeone.io/,EE,,,
Tyron,https://www.eu-startups.com/directory/tyron/,Estonia,"To get the most out of your workouts, you need to find the right physical trainer. We were pioneering a new way to get the most out of using a trainer at just a fraction of the cost. To get the most out of your workouts, you need to find the right physical trainer.",Tallinn,"Computer Vision, Fitness, Software",No funding announced yet,2020,https://tyron.app/,EE,,,
XGo,https://www.eu-startups.com/directory/xgo/,Estonia,"Our mission is to provide everyone, regardless of their knowledge and experience level, with full access to the world of cryptocurrencies and enable them to use them in their everyday lives. We strive to create a convenient and secure ecosystem for buying, selling, managing, and using cryptocurrencies, which will become a single entry point to the world of cryptocurrency investments and transactions.",Tallinn,"Crypto, Buy, Sell, Swap, Fiat",Between €100K-€500K,2020,https://xgo.com,EE,"Discover XGo – the ultimate web2.5 ecosystem for unlocking the full potential of cryptocurrency. Buy your first crypto, manage your portfolio, and receive staking rewards with Superfluid, all in one easy-to-use mobile app. Stay up-to-date with daily crypto news and send/receive crypto with friends for free.
Now you can send, receive, spend, earn, invest, borrow, and trade over 170+ cryptocurrencies effortlessly, thanks to our user-friendly WalletID. Buy and sell crypto with fiat using bank transfers or buy-by-card, swap crypto for other supported currencies, and earn daily interests on idle WalletID assets with no fees or lock-ups.
XGo collaborates with industry-leading organizations to provide a compelling solution for new crypto users. Grow your wealth and seamlessly connect your crypto to everything you need with virtual cards. Join XGo today to experience the true power of crypto!",,
Werk,https://www.eu-startups.com/directory/werk/,Estonia,"Werk is the first and only people analytics software for flexibility. Werk is the first and only people analytics software that helps companies improve their flexibility performance through data. Through a proprietary assessment methodology and analytics dashboard, Werk delivers the insights companies need to understand current flexibility baseline and gaps, the highest ROI flex investments to close those gaps and the impact of flexibility on their most important business metrics.",Tallinn,"Analytics, Software, Internet",Between €2.5 million-5 million,2020,https://www.werknow.eu/,EE,,,
Moocco,https://www.eu-startups.com/directory/moocco/,Estonia,World-class online learning for everyone curated from the very best course providers.,Tallinn,"edtech, e-learning, education, sustainable development goals",No funding announced yet,2020,www.moocco.com,EE,"Moocco is borne out of the need to ensure there are no difficulties to online and electronic learning. Moocco's platform aggregates the best, vetted, and relevant courses for its users. Moocco takes away the stress of having to source for courses, lessons, and classes in the field our user is interested in.",,
xappfactory,https://www.eu-startups.com/directory/xappfactory/,Estonia,"xappfactory is the no. 1 drag and drop Mobile App Builder that allows users with no coding skills, to create Apps for Android & iPhone; and publish them to Google Play & iTunes. xappfactory app builder enables small and medium-sized businesses to cost-effectively build and manage apps across operating systems and devices. xappfactory app builder is highly customizable and feature-rich, unlike other template solutions.",Tallinn,"Mobile app builder, apps for small businesses, apps without coding knowledge",No funding announced yet,2020,https://xappfactory.com,EE,,,
Fixpark,https://www.eu-startups.com/directory/fixpark/,Estonia,"Fixpark is an internet platform allowing website owners to check their web application's compliance with relevant cybersecurity standards. If necessary, assist in fixing the vulnerabilities. Business models are focused on SMEs, eCommerce, and data-sensitive websites. 

Our pricing is set up to accommodate personal websites as well as business of varying sizes. We’ve also included a custom cyberattack prevention package should the other options not suit your needs.",Haabersti,"eCommerce, cybersecurity, Network Security",Between €100K-€500K,2020,https://fixpark.io/,EE,,,
BuildrLink,https://www.eu-startups.com/directory/buildrlink/,Estonia,"A bid management platform with a vast subcontractor network and AI-powered cost estimating, designed specifically for the construction industry. 

BuildrLink provides the most significant value to purchase and projects managers who need to manage tens of different bids, communicate with suppliers and subcontractors and evaluate bids. 

Revenue model: software as a service with a monthly subscription model
Target segment: small and medium-size general contractors
Target user: purchase and project managers of a general contractor
Buyer: division manager, construction manager, CEO in smaller companies",Tartu,"General contractor, Real estate developer, Suppliers",Between €100K-€500K,2020,https://buildrlink.com/,EE,,,
Tiramisu,https://www.eu-startups.com/directory/tiramisu/,Estonia,"For companies, CSR initiatives are a key driver for both customer and employee engagement. Tiramisu addresses the current state of disconnection by engaging people, companies, and non-profits in genuine connections centered around wellbeing and sustainable engagement. Starting at the onset of the Covid-19 crisis and one of the winning projects of the EUvsVirus hackathon, they allow companies to launch employee and community challenges and reward people for their impact engagement, and uses machine learning and gamification to create recommendations and habits that increase personal and collective impact.",Tallinn,"Employee Engagement, HR, Human Resources",No funding announced yet,2020,https://www.tiramisuapp.com/,EE,,,
Neurosalience,https://www.eu-startups.com/directory/neurosalience/,Estonia,Neurosalience develops a tool for the early detection of dementia from MRI scans. The tool allows private healthcare companies to decrease patient-related costs and improve the quality of life of their clients. The product is capable of processing even low-resolution MRI data from older scanners with potential extensions to CT scans which are cheap and widely available.,Tallinn,"Medical, mHealth, Therapeutics, Health Care",No funding announced yet,2020,https://www.neurosalience.com,EE,,,
KYB Platform,https://www.eu-startups.com/directory/kyb-platform/,Estonia,"KYB Platform is a tool for verifying and onboarding legal entities. It is used by financial sector SMEs who need to comply with Anti-Money Laundering (AML) and Know Your Customer (KYC) regulations. KYB Platform combines everything you need for onboarding business customers in one place, from business register data of any jurisdiction to a company representative’s identity verification.",Tallinn,"Onboarding Software, Legal, Security",No funding announced yet,2020,https://kybplatform.com/,EE,,,
LEGID App,https://www.eu-startups.com/directory/legid-app-2/,Estonia,"LEGID App is a legal services marketplace, providing access to fast, affordable, quality consultations across the world. An easy-to-use, intuitive app that connects lawyers and clients through an AI-powered, auction-style legal marketplace, allows clients to submit queries, get price offers from lawyers and communicate via a secure, built-in chat system.",Tallinn,"Legal, Software, Artificial Intelligence",No funding announced yet,2020,https://www.legid.app/,EE,,,
Sast Online,https://www.eu-startups.com/directory/sast-online/,Estonia,"CyberSecurity Software Tool Source Code Static application security testing as a service based on SAST Tools. You can use online Sast to analyze Java, Python, C/C++, PHP or JavaScript source code for check security vulnerabilities.",Tallinn,"sast, Source Code analyzer, java code, python, PHP, JavaScript",,2020,https://sast.online,EE,"We are dedicated to report the very fast Static Code Analysis scan results, with a focus on selected tools installed on back side. In easy steps you will analysis your source code from web interface by Browser.
Founded in 2020 by Cyber Security experts, SAST Online has come a long way from its beginnings for Global. SAST online targeted to analyse your code without installing or opening terminal. Now we serve all over World, and are thrilled that we are able to turn our passion into sast.online website.",,
Gigimot,https://www.eu-startups.com/directory/gigimot/,Estonia,Gigimot is a practice management software for solo practitioners and small clinics that optimizes the workflow in a new way allowing to take more patients and generate up to 50% more revenue.,Tallinn,"healthcare, clinic software, practice management, practice management software, workflow automation, optimisation",Between €1-€100K,2020,https://gigimot.com,EE,,Active,https://www.linkedin.com/company/gigimot/
dillali,https://www.eu-startups.com/directory/dillali/,Estonia,Dillali is a pre-accounting platform that enables micro-businesses to manage their financial records easily by transitioning from paper based system to a digital one. Their business model is a B2B subscription-based (SAAS) model.,Tallinn,"SaaS, B2B, Accounting, Financial",No funding announced yet,2020,https://dillali.com/,EE,,,
Single.Earth,https://www.eu-startups.com/directory/single-earth-2/,Estonia,"Single.Earth is a platform that trades natural resources as tokenized virtual goods, such as carbon allowance and biodiversity offset. The new service enables forests, wetlands, and other natural resources to generate profit without being sold as raw materials.",Tallinn,"FinTech, GreenTech, Information Technology",No funding announced yet,2020,https://www.single.earth/,EE,,,
Kodatek,https://www.eu-startups.com/directory/kodatek/,Estonia,"Kodatek makes renovation wave energy- and cost-efficient using industry byproducts, automation and AI",Saaremaa,"green, energy",No funding announced yet,2020,https://kodatek.ee,EE,,,
Taut,https://www.eu-startups.com/directory/taut-2/,Estonia,Taut is a classroom communication app where teachers can share resources and balance focused learning with collaborative conversations that stay on-topic.,Tallinn,"education, edtech, communication, school",Between €1-€100K,2020,https://tautapp.co,EE,,,
IMERS Land,https://www.eu-startups.com/directory/imers-land/,Estonia,"IMERS uses immersive virtual reality to surround traders with information so they see, hear and feel the markets. IMERS.land is the VR crypto trading game where you test your skills against other traders battling for IMERS tokens and the right to say you’re the best. We're building a community of traders and people that want to learn about crypto by being immersed in data.",Estonia,"Computer Games, metaverse, cryptocurrency",Between €100K-€500K,2020,https://imers.land,EE,,,
Machineric,https://www.eu-startups.com/directory/machineric/,Estonia,SaaS solution for heavy machinery and truck traders. A scalable software solution that is easily configurable for all different assets to easily manage and sell them. Easy to use machine management software for used trucks and heavy machinery traders. Digitalizing used heavy machinery sales and handling. Manage all machine sales process from one place and save time.,Tallinn,"Software Development, SaaS solution, Digitalizing Heavy Machinery",Between €100K-€500K,2020,https://machineric.com/,EE,,,
Fairmus,https://www.eu-startups.com/directory/fairmus/,Estonia,"We created a b2c solution music streaming app, that is using 100% user centric money distribution model and is connecting artist directly to their listeners. The data about their listeners is at the music rights holders disposal, which makes it the only tool, that is free for musicians to use, that supports the whole lifecycle of the artist/creator/author/band. A global fair trade music streaming platform with a pinch of ""listen local / support local"" philosophy.",Telliskivi,"Musicians, Product, Service",Between €500K-€ 1 million,2020,https://fairmus.com/,EE,,,
Envelope,https://www.eu-startups.com/directory/envelope/,Estonia,"Envelope is a RetailTech startup that uses cameras and computer vision to optimise in-store operations. Its flagship product, EnRetail, helps FMCG companies and supermarket chains to get rid of manual shelf audits and  achieve better on-shelf availability.",Tallinn,"RetailTech, AI, Computer vision, in-store solution",Between €500K-€ 1 million,2020,https://www.envelope.vision/,EE,"Envelope is a retail tech startup that helps supermarket chains and FMCG companies achieve 100% OSA (on-shelf availability) by automating product monitoring and avoiding OOS (out-of-stock) scenarios.
Our flagship product, EnRetail, uses cameras and computer vision to eliminate the need for manual shelf audits. It also allows users to securely share this information with all stakeholders. Users of the platform report up to a 4% increase in revenue and over a 20% boost in employee productivity.",,
Seaborne Settlement Solution,https://www.eu-startups.com/directory/seaborne-settlement-solution/,Estonia,Our ultimate goal is to enhance currently existing payment process in the maritime cargo industry by  creating a software solution that would bring all participants of the maritime shipping industry together within one solid and secure ecosystem.,Tallin,"fintech, electonic payment,logistic, maritime cargo",,2020,www.seaborness.com,EE,"SeaborneSS is a platform for instant payments between participants in maritime cargo industry. The organization of the shipping process is complicated and involves several counterparties spreaded around the world. To settle shipment logistics company needs to put together an owner of ship, shipping team, ports and fueler. Thus, all prepayments needs to be made to get the service. Delays in the payment process might break the chain and lead to sufficient penalties and  loss of clients.Payment process may be 2-10 days long. The complexity of the payment process is due to the number of bank accounts in different jurisdictions, including correspondent banks.Each bank has to complete a compliance procedure, which includes checking the ship travel history.Companies spend a lot of time and money for organization of payment and invoice audit processes. Seaborne Settlement Solution makes payments fast, easy and safe by digitalization compliance, invoice checking and puts all the parties of the payment process within one platform.",,
Norby AI,https://www.eu-startups.com/directory/norby-ai/,Estonia,"Norby AI Chatbot is an AI-powered solution to manage chat conversations with customers.

Customer service can be exhausting and expensive with all the routines it creates in the modern world. We are here to enhance your support and sales teams' efficiency by handling this routine with AI-powered technologies. We want to make this solution affordable and easy to use even for small businesses.

Long story short, just a glance at Norby's features:

1) Always stay in touch with your clients: Collect customers’ details to contact them later if they leave a website.

2) Reduce hold time: It only takes Norby a second to give a user the right response.

3) Customize your Customer Engagement: Norby provides additional tools to segment customers in order to consistently predict their needs.

4) Make offers right in chat rooms: Norby Products Cards is a powerful tool for selling your product during the conversation in the chat room.

5) Give visitors a convenient reservation tool: An additional tool for a business to book a demo or a call.

6) Generate leads with custom User Notifications: Interact with clients at the right moment, e.g. by offering a special discount or reminding them about an abandoned shopping cart.",Tallinn,"ai, chatbot, customer care,",Between €100K-€500K,2020,https://norby.io,EE,,,
GPO Technologies,https://www.eu-startups.com/directory/gpo-technologies/,Estonia,Smart IoT solution that allows rapid integration of existed equipment into IoT network which based on agnostic and easy replaceable platforms and hardwares with high scalability and best development methodologies.,Tallinn,"IoT, Mobile app, Cloud solution",,2020,https://www.gpo-tech.com/iot-hub/,EE,"All very optimistic predictions regarding fast IoT world occupation is breaking by reality where small businesses facing lot of difficulties to connect their Offline products with Cloud based Online solution. Top of complications they met on the way are: employment (not that easy to find engineers who understand low level hardware and high abstraction of cloud based architecture and make them speak on same language), servers maintenance, mobile application development, big data collection and calculations, information security, OTA (over the air) firmware updates etc. Usually costs and required level of expertise for those so high that small and even middle enterprise companies can not afford it.
Reduce cost of IoT integration and maintenance was the key point when we developed IoT Hub - Smart IoT solution that allows rapid integration of existed equipment into IoT network which based on agnostic and easy replaceable platforms and hardwares with high scalability and best development methodologies. IoT Hub includes server and mobile apps, web admin pages and firmware libraries. It can be integrated into already existed CRMs (showing alerts, collect electricity, water, gas consumption and prepare monthly invoices, etc.), CMSs (we have Wordpress plugin which displays information from IoT sensors) and other platforms which is using by customers. We provide administration office web application and mobile application with easily customizable interface that allows monitor and remote control. All of this comes as SaaS by subscription.
Short description of IoT Hub can be found on this page: https://www.gpo-tech.com/iot-hub/
Version 1.0.0 already deployed for our customer Dimol UA can be accessible by this link: http://dimol.live (soon will be ready success story how Dimol UA could easily switch from offline electrical heaters to accessible from mobile phone with our IoT Hub).
Right now we developing new market for IoT Hub and looking for investors and for relevant contacts (we can make demo integration for free to show capabilities of our IoT Hub).
If you interested in our project, business model, etc. please let me know and I’ll send you more information.",,
EvoEstate,https://www.eu-startups.com/directory/evoestate/,Estonia,"For investors, who aim to diversify their portfolio and minimise the risk, EVOestate.com provides one-click access to European P2P real estate platforms deals and allows to invest, compare and manage their investments across different European markets all at one place.",Tallinn,"investment, real estate, risk, deals, invest",,2020,https://evoestate.com/,EE,,,
PRODCAMP,https://www.eu-startups.com/directory/prodcamp/,Estonia,"ProdCamp centralizes multiple feedback channels (email forwarding, public roadmap, embeddable widget, customer’s interview notes, a chrome extension to capture feedback anywhere from your browser). And more to come! We believe multiplying the feedback source is a great way to increase its volume. Which is great as soon as you can organize it. And that’s what Prodcamp is for too. It helps you categorizes and structure your feedback. Link it to features, count the volume of requests, if you bring in your customers account value or use the CRM integration Prodcamp will let you see the revenue associated with one feature or another to help you make more educated decisions and prioritize your next moves. Once you know what you need to do you can automatically share the good news back to your clients and up to engineering. Closing the loop with your customers during the entire process, making everyone a part of the development process while gaining clarity, efficiency, and revenue along the way. ProdCamp comes at the crossroad of your development process, as a bridge between customers, customer-facing teams, product management, engineering, and marketing to bring a new level of effectiveness for customer-centric organizations.",Tallinn,"Founders, Developers, Engineers, Product Managers, Product Owners Marketers, Customer Success, Customer Support",No funding announced yet,2020,http://www.prodcamp.com/,EE,,,
Autom8,https://www.eu-startups.com/directory/autom8-3/,Estonia,Autom8 is developing the next generation Source Code Security Testing application which is enabled by Natural Language Processing and Machine Learning,Tallinn,"NLP, Machine Learning, security, application",,2020,https://www.autom8now.com/,EE,,,
CompAct,https://www.eu-startups.com/directory/compact/,Estonia,"CompAct provides an interactive & motivational toolkit for companies, helping employees form sustainable behaviour habits. Employees stay motivated through gamification: by doing small individual tasks and fun team challenges. Users can collect points, compete with each other and track their progress. We provide visualized real-time results of the progress and saved resources. Our toolkits' main feature is a chatbot (AI) that uses behavioural science and gamification methods to help people form sustainable habits in their everyday life.",Tallinn,"green tech, sustainable, chatbot, AI",,2020,https://compact.ee/,EE,,,
Xolo,https://www.eu-startups.com/directory/xolo/,Estonia,"At Xolo, our mission is to make starting and running a modern microbusiness 10 times easier. Xolopreneurs can save up to 162 working hours a year on business administration so they can focus on running an awesome one-person business.

Xolo saves you time and money by making the hard parts of business like banking, accounting, and tax easy.",Tallinn,"Fintech, Remote Business, Xolopreneur, Xolo, Tallinn",,2020,https://www.xolo.io/,EE,"We help you manage your independent business from anywhere and free you from the costs and confusion of running a traditional business so you can go faster and further.
You get all you need to run your business remotely - from day one. Our all-in-one service gives you all the tools to do business and get paid, without all the usual effort required.
Starting your business with Xolo won’t take much time. And you won’t need a stack of paperwork. Our streamlined sign-up and business registration make things as easy as possible. Our dashboard brings accounting and banking together so you can access it anywhere, receive money into your Xolo account, and make payments from the same account. 
You also spend less time on your company finances as annual reports are written for you and our in-house AI keeps your accounting in order. Our accounting team are so good, you’ll even think they’re magic.",,
