name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,linkedin
S.C. MC Technologies & Ventures,https://www.eu-startups.com/directory/s-c-mc-technologies-ventures-s-r-l/,Romania,"We are creating a checklist application with reusable checklists, gallery for templates, embedding and sharing features. We are rethinking the checklist and creating a platform for it.",,Craiova,checklists platform web sass,,2019,https://padopto.com?ref=eu-startups.com,,RO,
Artphy Studio,https://www.eu-startups.com/directory/artphy-studio-srl/,Romania,"We have the skills, you'll control what matters. Artphy Studio is a Romanian startup that was successfully funded through the Start-Up Plus 2019 program, under the guidance of 3 clusters that activate in the region. We are a young start-up with the goal to serve the audio-visual industry with a combined skillset that sets us apart from other studios ( we shoot, we capture, we code, we model, we design) as we try to give a complete package for all those small to medium sized business that can't yet afford their own internal department.",,Cluj-Napoca,"photo, video, advertising, 3D",Between €1-€100K,2019,artphy.ro,,RO,
Staf Online,https://www.eu-startups.com/directory/staf-online/,Romania,A global job board that connects employers and job seekers in a transparent and accessible way.,"We are building an ecosystem in which people can find a job based on location criteria, directions, surroundings, public transport, the main living indicators, salary, reviews, and other useful information.",Chisinau,"hr, recruiting, hrtech,",Between €1-€100K,2019,www.staf.online,,RO,
Softlead,https://www.eu-startups.com/directory/softlead/,Romania,"Softlead is an integrated B2B marketplace, which helps companies to choose the right software solution, based on its Digital DNA. With over 880 software applications and more than 400 vendors, Softlead makes easier the whole digital transformation process for start-ups, SMEs and large organizations.","Softlead is an integrated platform which lists, compares, reviews and promotes software solutions. Based on advanced tools, it helps companies to choose the best software that suits its needs. We believe that each company is unique. And we identify their DNA based on industry, departments, employees, current application that they use and many other factors. 
We use multiple data streams for finding a shortlist of companies that are most suitable for every company.
• Information that we collect from the company that request a project (RFP)
• Fiscal information that we automatically collect from Ministry of Finance, to have a closer look to the company’s performance
• Information from their competitors that have used Softlead before",Bucharest,"Software, digital transformation, digital DNA",No funding announced yet,2019,www.softlead.ro,,RO,
TWL Global Services,https://www.eu-startups.com/directory/twl-global-services/,Romania,"Recruiting is a 300bn $ industry, while many companies still use to date traditional solutions. We combine AI with Machine Learning, blended with tailored individual and corporate brand identity, resulting in a high-performing HRaaS solution that can scale globally very fast.",,otopeni,"recruitment, brand identity, ssb services",No funding announced yet,2019,www.talentwelove.com,,RO,
Wolf-e Rides,https://www.eu-startups.com/directory/wolf-e-rides/,Romania,"Shared Electric Urban Mobility
The leading scooter sharing company in the South-CEE.","Redefining urban mobility by providing a cool, agile and eco-friendly last-mile solution focused on Central and Eastern Europe (CEE). CEE is home to some of Europe’s most congested and polluted cities with ever growing levels of urbanization & poor infrastructure. Public transport alone cannot cope with the increasing number of commuters, further worsening traffic & pollution. Shared urban transportation is the key to revamping transportation in smart cities. Dockless scooters provide an affordable, efficient add-on to the existing public transportation network. CEE is still an untappedmarket for last-mile solutions with fast growing urban areas and a strong base of young, eco-conscious early adopters.",Bucharest,,,2019,www.wolferides.co,,RO,
Oraroo,https://www.eu-startups.com/directory/oraroo/,Romania,"Oraroo is a connector between Small and Medium Companies and their Payroll & Accounting Outsourcing partners.
Through a cloud platform for automation of employee related processes, it eliminates manual work on both sides, offering at the same time management control and end-to-end process visibility.",,Bucharest,HRtech HCM SaaS employee-self-service,No funding announced yet,2019,https://oraroo.eu,,RO,
BunnyShell,https://www.eu-startups.com/directory/bunnyshell/,Romania,"Everything already automated, from code to production: Create servers, provision & configure, deploy.Bunnyshell automizes otherwise manual, repetitive work in every step of the release process, from creating servers on any cloud without having to know each cloud’s specific lexic to instant provision, configure and deploy with one click, while having ongoing security updates taken care of.
Bunnyshell is striving to become every dev’s pal, helping him stay on top of the entire company infrastructure and orchestrate releases quickly and efficiently, with the least headaches possible.",,Bucharest,Cloud Computing Services Software,No funding announced yet,2019,http://www.bunnyshell.com,,RO,
Watto Stations,https://www.eu-startups.com/directory/watto-stations/,Romania,"We are building an ultra-fast charging infrastructure that will allow long-distance driving with an electric vehicle for personal cars and large commercial vehicles as well.
Through innovation and smart solutions we are creating an entire ecosystem functioning as a technological backbone for the transportation industry, integrating a large network of high-powered charging stations with solar production and storage solutions, allowing every location to smoothly interconnect and work as one smart ecosystem, while providing top user experience.
Our proprietary concept allows for servicing large electric vehicles such as trucks and buses and is designed having in mind the upcoming of autonomous vehicles. Each location will be partially powered by renewable energy and will be endowed with intelligent energy storage capabilities, modern coffee shops and eco-friendly resting areas.",,Bucharest,"Services, charging station",No funding announced yet,2019,http://www.watto.eu,,RO,
PlugPoint,https://www.eu-startups.com/directory/plugpoint/,Romania,"We keep the prices low by manufacturing the charging stations in Romania, close to our customers.
Aluminum made – Our charging stations are aluminum made to increase their resistance to impact and high temperatures.
2 years warranty – Anyway, we will be here more than that if you need us.",,1 Decembrie,Services,No funding announced yet,2019,http://www.plugpoint.ro/en/,,RO,
Soleadify,https://www.eu-startups.com/directory/soleadify-2/,Romania,"Lead generation should be custom-tailored for each company. Especially for cold emailing. It should feel personal. It should convert. For example, let’s say you’ve built a tool that helps freelance copywriters.
Imagine finding only those copywriters that do freelance work, knowing which companies they’ve worked for in the past, the kind of content they usually write about and where they publish it.
Soleadify will help you mine all this content and enables you to write a beautiful custom email to each and every one of them. Such personalisation and customisation is what makes the difference and what sets Soleadify from other services. Aside from custom data mining, they’ll even help you with your segmentation, strategy, and handle the infrastructure for you, so you can carpet bomb your whole niche in a short period of time.",,Bucharest,"Advertising, Big Data ,Internet of Things, Mobile, Online Marketing",No funding announced yet,2019,www.soleadify.com,,RO,
OncoChain,https://www.eu-startups.com/directory/oncochain-2/,Romania,"OncoChain aims to improve the quality of medical care for oncologic patients by creating a framework to facilitate the provision of patient-centered health services.
OncoChain provides an innovative integrated web-based oncology EHR that also acts as a software platform that connects the patient with care providers, CROs, pharmaceutical companies and research centers.
Harvesting Blockchain technology and integrating AI Solutions, OncoChain EHR will be capable of providing: data-driven, personalized and effective oncological care, with measurable results at individual and populational levels.",,Timisoara,"Education, Health, Mobile, Services,Analytics, Big Data",No funding announced yet,2019,http://www.oncochain.com/,,RO,
Paymee,https://www.eu-startups.com/directory/paymee/,Romania,"Paymee is a payment solution for everyone. Since there are billions of devices in this world, used daily by each one of us to create virtual content, Paymee comes as a monetization platform for your content, a place where you can sell what you create. Use Paymee to enable customers to purchase your goods in a secure, timely and efficient manner!",,Bucharest,"E-Commerce, Financial Services, Information Technology, Software",No funding announced yet,2019,paymee.io,,RO,
Bright Spaces,https://www.eu-startups.com/directory/bright-spaces/,Romania,"Bright Spaces is an interactive digital solution for showcasing office space. With a modular approach they offer remote viewing of the available spaces in a web 3D floor-plans interface, with all the additional information available in a user-centric design. The digital transformation in the Office Industry starts with transparency & access to all relevant information about a building and the available spaces, resulting in an optimized showcasing & offering process for landlords, tenants & agents.",,Bucharest,"Commercial, Property Management, Real Estate, Rental Property",Between €100K-€500K,2019,www.brightspaces.ro,,RO,
Dimely,https://www.eu-startups.com/directory/dimely/,Romania,"Dimely is an Analytics-as-a-Service company that enables the automatic collection of data from a user’s daily digital behavior. It provides big data analytics as a service to entrepreneurs and small businesses while paying Data Royalties to users that provide data.

Their mission is to empower people to take control of their digital footprint and use it to their advantage.",,Bucharest,"Analytics, Big Data, Marketing",Between €1-€100K,2019,dime.ly,,RO,
Letterone,https://www.eu-startups.com/directory/letterone/,Romania,"A1 Marketplace offers a robust ecosystem for businesses to network and forge valuable connections. Expand your reach by engaging with potential partners, suppliers, and customers across diverse industries and regions",,Chisinau,"e-commerce industry, marketplace",No funding announced yet,2019,https://a1.md/,Active,RO,
Travlocals.com,https://www.eu-startups.com/directory/travlocals-com/,Romania,Travlocals.com is one of the most exclusive booking platform for travel services in Romania. Uncommissioned bookings. Our parteners are promoted under a flexible subscription. We want to internationalize this successful idea.,"The concept of the Travlocals.com project was initiated in 2018, when the centenary of Romania was celebrated. Being aware of the beauty and richness of this country, we decided to launch a platform to promote responsible tourism, the kind of tourism that is closely linked to history and traditions. Based on solid principles, we managed to build one of the most appreciated tourism projects in Romania.
Initially, we started with the travel website www.wildventure.ro, but we quickly realised that there was need for more to be done. This is how we have come to the conclusion that by the end of 2019 we would launch the Travlocals.com platform, a modern platform where each user can book their desired experience, easily and fast, without having to pay any fees or commissions.
Our Mission
Travlocals.com is a project that supports sustainable development and social innovation, participating by all possible means in the restoration and enhancement of the heritage consisting of old buildings with tourist potential.
We believe that this way we can help the responsible development of many areas, decommissioned or otherwise, making local tourism an essential activity for economic sustainability.
The main purpose of Travlocals.com is to create a community interested in rural / cultural tourism and to facilitate interaction between its members. On the one hand, there are tourism service providers, and on the other hand, their consumers.
What differentiates us on the market
Travlocals.com has been designed from the start to be a different kind of platform. Basically, we do not think we would be wrong if we said that our platform was the only tourist platform in Romania focused on quality, not volume.
Our partners are selected following a careful analysis of the services offered and the reviews received in the online environment. Besides the quality criteria, we also consider other requirements, one of the most important being the authenticity of the services offered.
In this way, we want to bring to light the most beautiful experiences that a tourist can have in Romania and we hope that one day we can overcome the kitsch that has developed unbounded over the last 30 years.
Our partners can benefit from our services based on flexible subscriptions. Mid term we want to go international with our already successful idea.",Pitesti,"booking platform, travel services, tech",No funding announced yet,2019,https://www.travlocals.com/,,RO,
Soleadify,https://www.eu-startups.com/directory/soleadify/,Romania,We find businesses that need your digital services.All you need to do is tell us what to look for. Describe your Ideal Customer Profile & Get Thousands of Prospects Matching your Description with email address and phone numbers of key stakeholders.,"Soleadify is the perfect tool to fuel B2B growth: Find targeted lists for your personalized outreach, powered by data you can’t find anywhere else.
Unlike other tools, in Soleadify you can find small business owners, doctors, chefs, lawyers and basically any other profession you can think of.
In a nutshell: business profiles and contact data for 35M+ companies in 100+ countries. From dentists to e-commerce stores, find businesses in hundreds of categories, and put your sales on autopilot.
Soleadify is super easy to use:
- Define your target niche more granularly than with any other tool
- Limit searches to the specific City, Region, State or Country you're interested in
- Choose local businesses, or multi-location companies.
- Make sure you talk to the right contact person in your target market, by using the ""job title"" filter
.. and tens of other filters to automate your prospecting!
Leverage a database of 30M businesses, and grow your business with Soleadify!",Bucuresti,"b2b prospecting tool, prospecting websites,sales intelligence tool",,2019,https://www.soleadify.com/,,RO,
GORJBIZ,https://www.eu-startups.com/directory/gorjbiz-srl/,Romania,"Gorjbiz.ro aims to become the main source of economic news in Gorj County, being a start-up co-financed from the European Social Fund through the Human Capital Operational Program 2014 - 2020.
Solutions:
  economic news regarding Gorj business environment 
  web development
  web maintenance and consulting
  online promotion","GorjBiz is a unique project, initiated after finding an informational vacuum on the Gorj economic environment in the online space. It materialized in the form of a START-UP co-financed from the European Social Fund through the Human Capital Operational Program 2014-2020.
The need for up-to-date, coagulated, quality, and user-friendly information has found its solution by creating a bifunctional platform. On the one hand, GorjBiz aims to become in the shortest time the main source of economic news in Brâncuși County, and on the other hand, it offers an ideal framework for the professional promotion of Gorj companies.
It must be said that the project is unique in the county, there is no other online space where companies can register in order to improve the brand image both in front of targeted customers and to attract the attention of potential investors.
Thousands of online consumers see only one message: YOURS!
In a dynamic and highly selective environment, the mere presence of online does not guarantee the conversion of views into ROI, moreover, it can be harmful if it is done in an unprofessional way.
Gorjbiz - national press campaigns
Whether it's social media campaigns (paid and organic) or local and national press campaigns, GorjBiz's services include copywriting, search engine optimization (SEO) services, and publishing both online and offline. offline.
Any successful marketing campaign involves attracting attention, creating, and maintaining interest in the target group in the campaign. Therefore, GorjBiz professionals will highlight the strengths of your business by creating authentic, relevant, and useful content, both for articles such as press releases, interviews, product/service reviews, and for advertorials.
All elaborated texts will be accompanied by a quality visual content. GorjBiz digital photography specialists can hold photo sessions for their clients (corporate, product photography, etc.), but they can also edit/optimize them to maximize results.
GorjBiz specialists can integrate online promotion campaigns with the organization of successful corporate events. For the latter, we offer garlands/arcade balloons, helium balloon launches, hostess, sound and lights, floral arrangements, personalized photo corner.
When it comes to our services, we use all the necessary means and resources to have the perfect strategy for the promotion campaign. We set together with you, the objectives of the campaign so as to design the most effective and relevant ""scenario"", and then we develop a creative, impactful concept through which to communicate personally with the target audience.",Târgu Jiu,"economic, web development, business",No funding announced yet,2019,www.gorjbiz.ro,,RO,
Evadastudio,https://www.eu-startups.com/directory/evadastudio-the-awesome-way-to-manage-your-projects/,Romania,"Evadastudio- ALL-IN-ONE project management app focused on planning and tasks solving. No more hundreds of emails exchange, invite your clients and receive feedback directly in your tasks or in our built-in messenger. It's up to you how you want to use it.","Real-time project and task management:
Every action you make, from creating a project, a task to writing a comment or updating a status will be visible instalty to your team.
Built-in bug tracking app:
Cut down on the back-and-forth emails, avoid unproductive meetings and feedback sessions. Simply click on a selected area and add an annotation. Feedback will be instantly received by the team.
Time tracking & reporting:
See your tasks and record time using the same interface. Have your time reports automatically saved by tasks and reports. Updates will be always shared with your project manager.
Live chat and comments:
Stay always connected with our live chat and comments feature. Send instant messages and communicate easily with other team members.
Project and task file storage:
Every action you make, from creating a project, a task to writing a comment or updating a status will be visible instalty to your team
Invoicing capabilities:
Start creating invoices with just a few clicks. Designed to help you in saving your precious time, the invoicing features saves data about your clients, alounds you to send invoices online and get paid faster.",Bucharest,"task management, project management",No funding announced yet,2019,https://evadastudio.com,,RO,
WIREDVIBE,https://www.eu-startups.com/directory/wiredvibe-limited/,Romania,"By making science-based music accessible to people everywhere in the world at the time it matters most, we empower individuals to live a more productive and efficient life. We believe the future of sound lies in greater possibilities for the individual. So we built a more productive music experience.",,London and Bucharest,"music, productivity",No funding announced yet,2019,https://wiredvibeapp.com,,RO,
FoodKit (Romania),https://www.eu-startups.com/directory/foodkit-romania/,Romania,"FoodKit is a Romanian company that delivers delicious food, cooked healthily, ready to serve in 5 minutes. The company is based in Bucharest, Romania. It was founded on Feb 1, 2019.",,Bucharest,"food& Beverage, Food Delivery, Hospitality",Between €1-€100K,2019,https://www.foodkit.ro/,,RO,
Metabeta,https://www.eu-startups.com/directory/metabeta/,Romania,"Metabeta is a suite of tools for startup accelerators and early-stage funds: quality deal flow, streamlined diligence processes, metrics and OKR tracking, mentor and network engagement, and more. A portfolio management platform for early-stage startups and investors. We bring data-driven decisions in a world dominated by gut feeling.",,Iasi,"Angel Investment, Business Intelligence, CRM, FinTech, Information Technology, Software, Venture Capital",Between €100K-€500K,2019,https://www.metabeta.com,,RO,
Notaroo,https://www.eu-startups.com/directory/notaroo/,Romania,"otaroo’s solution was born out of the fractured experiences often encountered during the loan origination process. The frustration repeatedly felt by Notaroo’s founder over a 10+year career in mortgage lending was the catalyst for Notaroo’s valuable contribution – to improve communications, secure borrowers’ personal information, develop quality engagements between all key parties of a loan transaction and dramatically improve the borrowing experience for consumers. We’ve focused on the principle – human integration™ – in addition to technical integration with key partners on the banking, escrow, and signing agent sides of the lending process. Integrated communications and secure document transfers deliver timely updates and peace of mind to our clients, the signing agent and, most importantly, the borrower.​",,Brazi,Information Technology,Between €1-€100K,2019,https://www.getnotaroo.com/,,RO,
Gacriva Studio,https://www.eu-startups.com/directory/gacriva-studio/,Romania,"Video game development company, Gacriva Studio SRL is the owner or the licensee of all intellectual property rights in our Services, including all source code, databases, functionality, software, website designs, audio, video, text, photographs, and graphics in the Services (collectively, the ""content""), as well as the trademarks, service marks, and logos contained therein (the ""Marks"").",,Baia Mare,"Indie Game Development, Flagstone Game Series, Procedural Generation, AI-Driven Gameplay",Between €100K-€500K,2019,https://www.linkedin.com/company/gacriva-studio/,Active,RO,https://www.linkedin.com/company/gacriva-studio/
Framey,https://www.eu-startups.com/directory/framey/,Romania,"Framey lets travellers transform their dream photos into memorable trips. Our platform allows users to create fully personalised itineraries starting with just one photo they like. Get inspired, make travel plans, find cool spots nearby, take beautiful photos and share all these beautiful moments with your friends. Everything starting with just one picture.",,Bucharest,"Mobile Apps, Travel, Travel Arrangements",Between €500K-€ 1 million,2019,https://www.framey.io,,RO,
Fabrit Global,https://www.eu-startups.com/directory/fabrit-global/,Romania,"Fabrit Global designs and develops web-based applications for businesses willing to grow, become more efficient and delight their clients. We design and create custom web-based applications for companies looking to grow, become more efficient and serve their customers better. We were born in the chilly Scottish summer of 2014, in Aberdeen. Just a few months later we opened our office in Cluj-Napoca, Romania. Today we are based in London, Aberdeen and Cluj.",,Cluj-napoca,"Enterprise Software, Information Technology, Software, Software Engineering",No funding announced yet,2019,https://www.fabritglobal.com,,RO,
RecoMedica,https://www.eu-startups.com/directory/recomedica/,Romania,"Recomedica aims to help patients get the optimal medical advice, receive guidance and connect with doctors and healthcare professionals worldwide. With more than 350 specialized medical professionals under the same umbrella and growing, we provide medical advice and recommendations to users posting an average of 300 request daily.",,Bucharest,"Health Care, Personal Health",Between €100K-€500K,2019,https://recomedica.com/,,RO,
Roca X,https://www.eu-startups.com/directory/roca-x/,Romania,"ROCA X operates as a privately funded Romanian venture capital with global reach. It is an investment tool for disruptive businesses at the beginning of the road that includes young entrepreneurs with revolutionary ideas in the field of technology, in the stage of MVP or prototype, with the vision to have an impact on society and the passion to turn this desire into reality. The firm was founded in 2018 and is headquartered in Bucuresti, Romania. ROCA X is building a solid and much-needed bridge for startups between the support offered by business angels which are nurturing ideas in their infant stage and the upper stage VCs providing growth support for the company teenage times.",,Bucharest,"Start-ups, Management, Investments",No funding announced yet,2019,https://rocax.ro/en/homepage/,,RO,
Simmmple,https://www.eu-startups.com/directory/simmmple/,Romania,"Premium UI Kits, Templates and Themes ready-to-use in HTML, CSS, JS, ReactJS, Photoshop, Adobe XD, Figma & Sketch format for all worldwide developers and designers. We use our digital product design and development expertise to achieve quantifiable business goals, build a strong design framework early on and empower our clients to continue maintaining a consistent product.",,Bucharest,"Software, Web Design, Web Development",No funding announced yet,2019,http://www.simmmple.com,,RO,
Cyber Dacians,https://www.eu-startups.com/directory/cyber-dacians/,Romania,"Company with an innovative approach to upgrade the effectiveness of organization defenses using ongoing attack simulation and mitigation to provide continuous security validation against attack vectors to validate the security products and controls. Offensive Cybersecurity Designed to Defend. CyberDacians offers Information and Cyber Security Consulting Services. 

Managed Security Services are designed to create and adapt a security strategy, addressing organization threats, risks, and keeping in mind, the business objectives. We place a key emphasis on infrastructure security",,Cluj-napoca,"Cyber Security, Network Security, Penetration Testing",No funding announced yet,2019,https://cyberdacians.com/,,RO,
yeParking,https://www.eu-startups.com/directory/yeparking/,Romania,"YeParking was founded in 2018 from the need to change the status quo of parking process and to improve people’s parking experience. YeParking is on a mission to reduce the time and stress involved in finding a parking spot in any crowded city, thus making people spend less time in traffic. We do this by enabling a park sharing economy and community through technological solutions.",,Cluj-napoca,"Apps, Parking",No funding announced yet,2019,https://yeparking.ro/,,RO,
B3 Technology,https://www.eu-startups.com/directory/b3-technology-srl/,Romania,"B3 Hosting is a Romanian startup company created in 2019 with the sole purpose of becoming #1 Romanian hosting provider in less than 5 years. We understand our statement is very bold, but so is our desire to make B3 Hosting stand out of the crowd. 
We've recently developed a state-of-the-art datacenter in North of Bucharest in the best technological park in the country. With over 1000 brand new servers in our datacenter, we have one of the most modern and professional infrastructure in the country. 
We have also partnered with over 12 huge international companies to colocate part of our servers in various countries in the world to meet the expectations of our clients. Therefore we can host any website in Germany, France, UK, Netherlands, Belgium, Spain, Canada, United States and more, just like we host them in our own datacenter. 

We're always looking to expand and we've looking to build strong relationships with partners from around the world, so if you're looking to partner with the next big hosting company in Romania, visit our website at https://b3hosting.ro or contact us at [email protected].

We're 24/7 at your service! Thank you!",,Bucharest,"web development, web hosting, online marketing, software development",,2019,https://b3technology.ro,,RO,
Bright Spaces,https://www.eu-startups.com/directory/bright-spaces-2/,Romania,Bright Spaces is the end-to-end digital leasing platform for commercial real estate.,"The idea of Bright Spaces was born in April 2019, and in November 2019, we had already secured our pre-seed round. In March 2020, we got accepted in the 8th cohort of Pi Labs Proptech Acceleration Programme in London, together with 4 other companies, from a total of 600 entries all over Europe. In 2020, we signed our first clients, from Romania and the UK and launched our first implementations
Bright Spaces wants to change the way office spaces are being showcased and leased through a user-centric platform that offers:
- 3D Virtual Staging - Online tours that resemble live visits and provide the opportunity to interact with multiple fit-out proposals
- Real-Time Availability - it is CRM connected
- Location Features - Exterior and interior points of interest as well as an interactive map of the building surroundings
- Technical Specs - all the technical details that you need to know about a building
- Website Features - A complete solution to showcase all the relevant aspects of an office building",Bucharest,"PropTech, Real Estate, Commercial Real Estate, Technology",No funding announced yet,2019,https://brightspaces.tech,,RO,
YLOAD,https://www.eu-startups.com/directory/yload-2/,Romania,"Yload is the first marketplace in Romania that promises to ensure the transition to an efficient way of coordinating long-distance transport. The platform makes full use of artificial intelligence, so everything runs fast, efficiently, at low cost and at the highest level of performance. Transport companies will be able to use the platform to search for a carrier, to book transport, to complete documents and to make payments. Yload is an easy-to-use, intuitive application that aims to bring together everything a company needs in one smart, interconnected network. Whether you are a carrier, a shipping company or a production or trading company, Yload is the place where you can find the best freight offers and the most reliable partners with whom to grow your business.",,Transilvania,"Strategic Management Services, Digital Logistics, Platform",Between €500K-€ 1 million,2019,https://business.yload.eu,,RO,
3PM,https://www.eu-startups.com/directory/3pm/,Romania,"3PM is a Blended Learning App to increase training’s efficiency (ROI) up to 500% - or more, by adding a Dynamic Mobile Micro-Learning Follow-up System to in-class or online/webinars teaching method.
 
3PM is a web app for trainers, to fill in the content, and a mobile app for trainees, to get engaged with trainer and colleagues before, during and after the training. 

3PM is the only solution that covers the training process end-to-end and gets engaged all three stakeholders: managers, trainers, and trainees, throughout the entire process.",,Bucuresti,"time-sheeting, job management, safety compliance",No funding announced yet,2019,https://www.3pm.tech/,,RO,
Momsi,https://www.eu-startups.com/directory/momsi/,Romania,"With Momsi, new moms get quick help for emergencies in-app or IRL, find like-minded local moms for meetups and play dates, and access a mom-to-mom marketplace with vetted products and services. Momsi is a social & marketplace mobile app for moms, based on proximity & common needs, designed to social impact and improve the lives of moms.",,Bucharest,"Femtech, Motherhood, Family, Marketplace",No funding announced yet,2019,https://www.momsi.app/,,RO,
VAUNT,https://www.eu-startups.com/directory/vaunt/,Romania,"Helping real estate teams streamline their sales process. A all in one system: CRM, digital signing, lead generation.","VAUNT® helps streamline the sales process of a residential project. As soon as a building permit is received and until an apartment is handed over, residential developers and agents can use VAUNT to keep track of their pipeline, inventory, financial trends and more, showcase a space in 2D, generate real time statistics, or set up marketing campaigns.",Bucharest,"proptech, realestate, residential",No funding announced yet,2020,https://vaunt.ro/en/,Active,RO,https://www.linkedin.com/company/vauntsoftware
Rudeana SRL-D,https://www.eu-startups.com/directory/rudeana-srl-d/,Romania,The enterprise is working to enforce solutions for innovative educational practices and e-learning. It's first project is a quiz website that rewards winners financially for correct answers.,,Iași,"learning, quiz, intelligence tests",,2019,https://brainscores.ro,,RO,
Aqurate,https://www.eu-startups.com/directory/aqurate/,Romania,"Aqurate.ai provides AI transformation for e-commerce, internet and media companies.",,Timisoara,"Artificial Intelligence Business Intelligence, Data Integration, E-Commerce",Between €100K-€500K,2019,https://aqurate.ai,,RO,
Veridion,https://www.eu-startups.com/directory/veridion/,Romania,Veridion is an AI / big data startup. They provide data for business decision automation with 70+ data points on 80M+ companies worldwide.,,Bucharest,"Artificial Intelligence, Commercial, Insurance Machine, Learning Procurement",Between €5 million-€10 million,2019,https://veridion.com,,RO,
OncoChain,https://www.eu-startups.com/directory/oncochain/,Romania,"OncoChain creates a research platform based on a huge blockchain database with real-world data about oncological patients in order to generate useful analytics that can orientate research and deliver value-based care for providers.
OncoChain builds an innovative research platform to facilitate real-world data collection and value-based care in oncology.",,Timisoara,"Research Platform, Oncology, Blockchain, AI, Medtech",,2019,www.oncochain.com,,RO,
erptopia,https://www.eu-startups.com/directory/erptopia/,"Greece, Romania","AI-based set of tools to monitor, optimize and improve business development processes with a social network collaborative component and marketplace for products/services acquisition between members. From advanced accounting analytics to granular manufacturing planning and automated KPI monitoring.",,Timișoara,"AI, social networks, collaborative",,2019,https://erptopia.com,,"Greece, Romania",
Yload,https://www.eu-startups.com/directory/yload/,Romania,"Yload was designed for small and medium carriers who want to streamline work and optimize costs, for carriers who do not have the financial strength to digitize their business on their own. Basically, it is the partner that helps small and medium-sized companies to focus effectively on transportation tasks. With Yload, loading goods and tracking shipments become simple tasks, tracked directly from the phone.",,Dunarii 20C,"Transportation, Carriers, GPS Tracking, Marketplace, AI",No funding announced yet,2019,https://yload.ro,,RO,
klasor,https://www.eu-startups.com/directory/klasor/,Romania,"Klasor is an app and online platform that connects users with brands, allowing them  to easily reach their end user and creating a bond between them. 
Firstly, the app engages with users by delivering free photos , with free delivery, recognizing  the interests of the user, and sets which add will be printed on the back of the photo. Alongside the add, each photo will have a QR code on the back, which once scanned,  the entire content of the add will show up in the app.   
Secondly, the app uses GPS proximity to offer users the best deals on the course of their daily route, in the moment when they enter the proximity points chosen by the companies on the map.  
Basically Klasor is a free B2C service  which is monetized through B2B with a business model that projects through it's users an impact and a long durability.
Klasor offers companies the necessary tools for as much as a specific targeting. The app transposes and unites the online environment with the physical one, the physical part  benefiting from the digital targeting power.",,Bucharest,"B2C, big data, scalable, machine learning, gps, targeting",,2019,https://klasor.app/,,RO,
Mirro.io,https://www.eu-startups.com/directory/mirro-io/,Romania,"Mirro.io enables high-growth SMEs to build transparent and thriving workplace cultures that foster employee wellbeing and improve talent retention. Our performance management platform helps organizations overcome hybrid workplace disengagement by encouraging a sense of purpose and stimulating social sharing and community belonging around the globe. Teams and individuals that use Mirro are happier, highly engaged, and more productive.

As a user-friendly and highly social platform, Mirro drives more than 5k monthly interactions between team members through recognition, OKRs, continuous feedback, and meaningful performance conversations.

Innovative companies like Tazz, Hochland, Free Now, E Co., and noissue. use Mirro to empower their teams and nurture healthy, solid work relationships.",,Bucharest,"performance management, okr, feedback, kudos",No funding announced yet,2019,https://mirro.io/,,RO,
PriceFlux,https://www.eu-startups.com/directory/priceflux/,Romania,"PriceFlux is the most comprehensive online price monitoring and reporting tool for small to large online retailers. Our mission is to help eCommerce businesses to better track, analyze pricing data and reprice products, in accordance with market strategy and business objectives.",,Bucharest,"ecommerce, price monitor, data, market strategy",,2019,https://www.priceflux.net,,RO,
CityHealth,https://www.eu-startups.com/directory/cityhealth/,Romania,"CityHealth is a smart city platform offering features such as e-governance, e-administration, integration with IoT devices for safer and happier communities. We include options such as problem reporting, surveys, participatory budgeting, informing, pollution measurement, planning etc. The platform comes as a cloud solution for city halls that pay a monthly subscription of EUR 500 and as a mobile app free to use by citizens.",,Cluj-Napoca,"smart city, health, IoT, pollution",,2019,https://www.lifeishard.ro/,,RO,
EpicVisits.com,https://www.eu-startups.com/directory/epicvisits-com/,Romania,"EpicVisits.com is a curated marketplace that helps property owners of thematic accommodations boost their profits and visibility by putting them in contact with those travelers seeking authentic & memorable experiences. Is is a curated booking platform based on a success fee model. We take a 10-15% commission from each owner. Epic Visits aims to encourage the responsible development of homesharing and experiential travel. The main purpose of it is to create a community interested in valuable and sustainable accommodation experiences.
Epic Visits is connecting two emerging trends, homesharing and experiences, helping local entrepreneurs in tourism become more sustainable while offering travelers and locals valuable accommodation experiences, not just bed and breakfast.",,Romania,"travel, authentic travel, travel tech, sharing economy, accomodation, experiences",,2019,https://www.epicvisits.com,,RO,
Bytes Route,https://www.eu-startups.com/directory/bytes-route/,Romania,SaaS solution that simplifies onboarding UX for web apps and increases productivity for tech support teams and employee training.,,Craiova,"SaaS, UX, web apps, training",,2019,https://bytesroute.com/,,RO,
