name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country
Logsteo,https://www.eu-startups.com/directory/logsteo/,Czechia,"Logsteo is a tool that allows you to order the transport of goods, in a few simple steps, for now or long in advance. At the same time, it carefully records everything, from the time spent on the road, or drop-off, to warehouse manipulation time. It simply copes with the management of transport orders, from order to drop-off. Logsteo serves as a platform for shippers and carriers. It brings together everything you need to efficiently get the best price quote quickly. Standardized information from both shippers and carriers. Information flow throughout the company, from company's management to drivers and suppliers.",,Prague,"Logistics, Digital Service, Automate Freight Operations",No funding announced yet,2020,http://www.logsteo.com,,,Czechia
FitSit,https://www.eu-startups.com/directory/fitsit/,Czechia,"A brand-new startup, creating a digital physiotherapy platform to connect pysiotherapists and their patient. FitSit is very proud to have a dedicated team of 6 idea-driven people, who come from different parts of the world. People, who work days and nights (quite literally, because of the time zones). People, who are going through all the startup’s ups and downs, mostly ups. A health application that will assist you to sit with a correct posture during your working hours! We will help you to develop a habit of having a correct sitting position and get rid of back and neck pain!",,Prague,"Computer Vision, Personal Health, Health, Wellness, Fitness",No funding announced yet,2020,Prague,,,Czechia
TagPicker,https://www.eu-startups.com/directory/tagpicker/,Czechia,Solution TagPicker is web service (Saas) which turns ordinary pictures into interactive pictures. For eshop owners it brings increased Click-Throught-Ratio (CTR) and users engagement. It helps customers find products easily and so it shortens their shopping and save their time.,,Brno,"eccomerce, internet, SaaS user engagement",Between €1-€100K,2019,https://www.tagpicker.com/,,,Czechia
AhoyTeam,https://www.eu-startups.com/directory/ahoyteam-3/,Czechia,Workflow automation for remote companies,"AhoyTeam empowers distributed teams to save valuable time and be more efficient with a new way of tackling workflows.
Creating automated workflows to assign, notify, and remind to-do's exactly when it matters directly within Slack.",Czechia,"remote companies, distributed teams, slack users",No funding announced yet,2019,https://www.ahoyteam.com/,,,Czechia
AhoyTeam,https://www.eu-startups.com/directory/ahoyteam-2/,Czechia,Employee workflow management platform,"AhoyTeam empowers distributed organisations to save valuable time and be more efficient with a new way of tackling workflows.
Our powerful set of features allows teams to automate manual tasks and operations, assign workflows to teammates and set up notifications through Slack, Teams or email. With the analytics insights, workflows can be tweaked and adjusted to optimise for the best results.","Prague, Praha, hlavní město, Czechia","Productivity, Slack, Workflows, Remote Work",Between €1-€100K,2019,https://www.ahoyteam.com,,,Czechia
PromethistAI,https://www.eu-startups.com/directory/promethistai-3/,Czechia,"Create digital personas not simple bots with a no-code UI. Dialogues, snippets, topics are like Lego parts designed for a fast and easy building process. You can use our development platform Flowstorm (SaaS) to build basically any conversational application e.g. a custom voice assistant, an educative application, interactive games and stories, or many other formats.","Speech is the most natural means of communication. Create digital personas not simple bots.
Author a complex voice-first application with a simple drag-and-drop UI. Rely on predefined and proven dialogue parts.
Thanks to a user-friendly interface, a set of reusable assets and other tools, Flowstorm opens up new horizons for developers, conversation designers, and all other creatives. Dialogues, snippets, topics are like Lego parts designed for a fast and easy building process.
You can use Flowstorm to build basically any conversational application you can think of, whether it’s a custom voice assistant, an educative application, interactive games and stories, or many other formats.
The areas in which AI voice apps can be useful are numerous, including health care, hospitality, food service, transportation, the military, call centers, retail, or the commercial sector.
With Flowstorm you can build HR assistants that save time and money, shopping assistants that help customers with their decisions, interactive manuals, car assistants, or even virtual sports trainers or such applications like a voice-based cooking recipe book.
One of the uses we have tested ourselves is the design of applications in the mental health domain - assistants that offer first aid based on cognitive behavioral therapy or simply provide a virtual persona you can talk to when no one else is around.",Prague,"voice AI, voicebot, digital persona",No funding announced yet,2019,https://promethist.ai/,,,Czechia
ScaleOffice.com,https://www.eu-startups.com/directory/scaleoffice-com/,Czechia,"Market expansion, done right.
We reduce complexity and provide comfort while you expand into new markets in the EU. But, we do not stop there. We enable you to run your new company remotely with our back-office services.","Market expansion, done right.
We reduce complexity and provide comfort while you expand into new markets in the EU. But, we do not stop there. We enable you to run your new company remotely with our back-office services.",Prague,"Scaleoffice, business development, accounting, market expansion",No funding announced yet,2019,https://scaleoffice.com,,,Czechia
Yieldigo,https://www.eu-startups.com/directory/yieldigo/,Czechia,"We are a team of professionals who consist of experienced retail veterans, pricing experts, and leading scientists. Our mission is to return consumers into the center of retailer’s pricing decisions because we believe that consumers should understand retailer’s shelf prices. We are utilizing our own scientific research bringing us to developing Yieldigo’s cutting-edge AI for price optimization working over transactional data. We offer an opportunity of trying out Yieldigo’s software plugin without any upfront investment and get at least a 5% profit increase in two months.",,Prague,"retail, pricing, consumers",,2019,https://www.yieldigo.com/,,,Czechia
SPINAERO,https://www.eu-startups.com/directory/spinaero/,Czechia,"Engine health monitoring solutions, Metal surface super-polishing, Aviation Field service support, Business matchmaking and representation",We are Czech based Startup with extensive expertise in aviation and power generation industries. Jointly with our R&D network we are engaged in re-engineer and commercializing existing technical solutions to fit broader markets needs.,Czech republic,,,2019,www.spinaero.eu,,,Czechia
Lemonero,https://www.eu-startups.com/directory/lemonero/,Czechia,"Lemonero is AI-driven digital lending platform for eCommerce merchants. They provide fast and flexible revenue-based financing for SMB's merchants. Merchants get funded from €1k to €200k and automatically repay with a fixed percentage of daily sales. Their data-driven business finance platform empowers you to offer revenue-based finance directly to your customers under your own brand. Fast, smart, and revenue-based financing for your merchants.",,Prague,"Financials, AI, Finance, eCommerce",Between €10 million-€25 million,2019,https://www.lemonero.cz,,,Czechia
PromethistAI,https://www.eu-startups.com/directory/promethistai-2/,Czechia,Speech is the most natural means of communication. Create digital personas not simple bots. Author a complex voice-first application with a drag-and-drop UI.,"Speech is the most natural means of communication. Create digital personas not simple bots.
Author a complex voice-first application with a simple drag-and-drop UI. Rely on predefined and proven dialogue parts.
Thanks to a user-friendly interface of our platform called Flowstorm, a set of reusable assets and other tools, new horizons are  open for developers, conversation designers, and all other creatives. Dialogues, snippets, topics are like Lego parts designed for a fast and easy building process.
You can use Flowstorm to build basically any conversational application you can think of, whether it’s a custom voice assistant, an educative application, interactive games and stories, or many other formats.
The areas in which AI voice apps can be useful are numerous, including health care, hospitality, food service, transportation, the military, call centers, retail, or the commercial sector.
With our Flowstorm platform you can build HR assistants that save time and money, shopping assistants that help customers with their decisions, interactive manuals, car assistants, or even virtual sports trainers or such applications like a voice-based cooking recipe book.
One of the uses we have tested ourselves is the design of applications in the mental health domain - assistants that offer first aid based on cognitive behavioral therapy or simply provide a virtual persona you can talk to when no one else is around.",Prague,voicebot development platform,No funding announced yet,2019,https://promethist.ai/,,,Czechia
PromethistAI,https://www.eu-startups.com/directory/promethistai/,Czechia,"Our mission is to create socially interactive bots that express and perceive personal emotions so that they may establish relationships and assist the elderly and mentally disadvantaged.
A bot that companions the user, encouraging them to stay in a positive, active mood. A bot that's behavior and personality can be tailored by the caregiver to improve the end-user's self-sufficiency while better establishing daily routines.",,Prague,Artificial Intelligence,No funding announced yet,2019,promethist.ai/,,,Czechia
3LRobotics,https://www.eu-startups.com/directory/3lrobotics/,Czechia,"We build and operate automated drone heliports and parcel transportation systems for parcel delivery services operated by drones. We provide solutions for homeowners, office complex, hospitals, and other communities to receive parcels from all kinds of drones. Our drone heliports offer secure, convenient and precision landing for all types of delivery drones.",,Brno,"Information Technology, drone",No funding announced yet,2019,www.3lrobotics.com,,,Czechia
Lipa Land,https://www.eu-startups.com/directory/lipa-land/,Czechia,"Created by educational specialists, the Body, Mind, World system is the foundation for all content in Lipa Land and covers every important area in children’s development. We develop habits of good hygiene, exercise, illness prevention, and safe conduct while adopting the foundations of a healthy lifestyle. Boost memory, creativity, and basic academic knowledge while learning emotional skills that help form healthier interpersonal relationships. Learn about diversity, get a basic understanding of human history, and strengthen respect and consideration for nature.",,Prague,"E-Learning, EdTech, Language Learning",No funding announced yet,2019,https://www.lipaland.com/en/,,,Czechia
jobno.one,https://www.eu-startups.com/directory/jobno-one/,Czechia,"JOB#1 SaaS solutions welds Parsing, Comprehensive Matching, and Multidimensional Filtering with Machine Learning and Artificial Intelligence. It makes staffing professionals work Faster, Easier, and Beautifully! Digital recruitment revolution. We make the world of recruitment faster, easier and more enjoyable. We develop and deliver unique recruitment SW with cutting edge technology and artificial intelligence. An essential part of the functionality we add is integration with ATS. It is an ongoing process driven by customer needs.",,Prague,"Artificial Intelligence, Human Resources, Machine Learning, Recruiting",No funding announced yet,2019,https://jobno.one,,,Czechia
Invest Digitally,https://www.eu-startups.com/directory/invest-digitally/,Czechia,"A robotic sales and fundraising matchmaking agency using latest advancements in fields of RPA and AI to process conversation automatically. Some people have ideas. Few of them are great. We turn great ideas into successful companies and products.

We're a group of former Entrepreneurs, VC's and Tech Evangelist that can help our partners in the full Startup Journey. From concept, whitepaper through product-market fit validation and on to successful launch. With over 85% success rate. An EU based VC Studio. Providing help to startups all around the world. Knowledge, Resources and Capital in one place.",,Prague,"Artificial Intelligence, Big Data, Information Technology, Internet, Machine Learning, Robotics, Software",Between €100K-€500K,2019,https://www.investdigitally.com,,,Czechia
Heureka Group,https://www.eu-startups.com/directory/heureka-group/,Czechia,"Heureka Group mission is to connect e-shops and brands with customers. Heureka Group → 9 countries in Central and Eastern Europe, over 20 million visitors per month and a network of over 56,000 online stores. This is the Heureka Group, Europe’s largest price comparison website and online shopping advisor. We simplify and facilitate online shopping for millions of customers every day.

Our mission is to connect e-shops and brands with customers abroad - to help them reach out to all Heureka Group users across the region, giving them maximum support in every way as they grow.",,Prague,"E-Commerce, Retail, online shopping",No funding announced yet,2019,https://heureka.group/,,,Czechia
NatureDetox.us,https://www.eu-startups.com/directory/naturedetox-us/,Czechia,"NatureDetox is the first Seminar service for stressed business people! Everyday helping to arrange & manage masterclasses with experts in the field. We are currently operating in DÃ¼sseldorf, Hamburg, Munich, Ljublana and Prague and plan to expand to other cities. We were founded in 2019 and were not incubated yet! Feel free to jump on a call!",,Prague,"Internet, Outdoors, Personal Health, Software, Sports, Training",No funding announced yet,2019,http://naturedetox.us,,,Czechia
gigglemusic,https://www.eu-startups.com/directory/gigglemusic/,Czechia,"Social networking app for classical and jazz musicians. It's perfect for professionals, amateurs, students, music lovers, music businesses or music teachers. gigglemusic is a professional social network for musicians which helps musicians find and connect with other musicians, discover music events and groups. The smartphone app for musicians enables profile creation, endorsements, friendships, chat, group memberships, event participation, and diary. gigglemusic - bringing musicians together!",,Prague,"Apps, Information Technology, Music, Social Network",No funding announced yet,2019,https://gigglemusic.net/,,,Czechia
Nutritionpro,https://www.eu-startups.com/directory/nutritionpro/,Czechia,"NutritionPro is an all-in-one service that professionally takes care of your nutrition by building, cooking and delivering a precise individual meal plan. Our mission is to improve human health, well-being and longevity worldwide by bringing nutritionist expertise to the masses.",,Prague,"Health Care, Information Technology, Nutrition",No funding announced yet,2019,https://nutritionpro.cz/,,,Czechia
Oppido Technologies,https://www.eu-startups.com/directory/oppido-technologies/,Czechia,We are a collaboration and management platform that enables company revenue growth. We are using prototyping and experimentation principles to generate new business opportunities. Our solution is SaaS. We also support implementation services and change management for our clients.,,Prague,"Consulting, Information Technology, Marketing, Software",No funding announced yet,2019,https://www.oppido.com,,,Czechia
Pealock,https://www.eu-startups.com/directory/pealock/,Czechia,"Electronic lock for sport equipment such as a bike, skis, e-scooter etc. (HW) In our App, it will be possible to insure the equipment, pay-as-you-go. (Insurtech). Pealock is a smart electronic lock that protects sports and other equipment from theft. Pealock can be locked/unlocked using the smart app or NFC accessories. For short distances, the lock communicates via Bluetooth. As soon as you move away from the lock, it is automatically switched to a data plan. The SIM card is preinstalled the lock at the factory.",,Brno,"Consumer Goods, Electronics, InsurTech, Retail Technology, SaaS",No funding announced yet,2019,https://pealock.com/,,,Czechia
Pipette & Chart,https://www.eu-startups.com/directory/pipette-chart/,Czechia,Pipette & Chart is a management consultant focused on early-stage company development and technology enablement. Pipette & Chart was founded in 2019 by Liliana Berezkinova and Vladimir Rassushin.,,Prague,"Business Development, Consulting, Management Consulting",No funding announced yet,2019,https://www.pipettechart.com,,,Czechia
Promo-codes,https://www.eu-startups.com/directory/promo-codes/,Czechia,"Promo-codes is an online platform where you can find up-to-date promo codes, promotions and discounts of popular brands. Here you can find a promotional code for goods and services of hypermarkets, clothing stores, shoes, cosmetics and perfumes, cinemas and financial institutions. All coupons are manually checked daily, so that the site always has only up-to-date information.",,Brno,E-Commerce,No funding announced yet,2019,http://promo-codes.cz/,,,Czechia
Purple Next,https://www.eu-startups.com/directory/purple-next/,Czechia,"Purple Next is developing the next chapter of fintech. Purple Next is a collective of intrapreneurs. The team consists of individuals who boast a wide range of skills and experiences. No individual knows everything. Purple Next is a collective of intrapreneurs. The team consists of individuals who boast a wide range of skills and experiences. No individual knows everything. That’s why our team is carefully picked to help bring out the best in each other. Unlike a lot of other start-up minded entrepreneurs who just wing it, we are proud to be supported by a strong legal and accounting team. They are the ones who we rely on to make sure everything we do is legit and sustainable in the markets we operate in.",,Brno,"Financial Services, Payments, Sales, Telecommunications",No funding announced yet,2019,https://purple-next.com,,,Czechia
Refork,https://www.eu-startups.com/directory/refork-2/,Czechia,"Refork is using wood waste to develop 100% natural material that will replace plastics: a biodegradable alternative with low environmental impact that decomposes seamlessly, leaving no toxins or microplastics behind. With focus on sustainability and exceptional quality, we want to set a new standard in biodegradable materials and enable people to keep their joy, comfort and freedom when eating outside.",,Prague,Manufacturing,No funding announced yet,2019,http://Refork.com,,,Czechia
Digismoothie,https://www.eu-startups.com/directory/digismoothie/,Czechia,Digismoothie carves their long-term e-commerce experience into their public apps and tailored online stores. Everything they build needs to provide added value for the end-user. Their apps are being used by more than 6000 merchants around the world and are recognized by the expert community. Everything they build needs to provide added value for the end-user in the store owner.,,Prague,"Apps, E-Commerce, Internet",No funding announced yet,2019,https://www.digismoothie.com,,,Czechia
Sentien,https://www.eu-startups.com/directory/sentien/,Czechia,"There is a more natural and personal way to interact with technology and with each other. Efficient and less distracting interaction that doesn’t sacrifice our human or digital well-being. At Sentien, we’ve spent years researching ergonomics, audio mechanics, health, use cases, and information theory. We’ve worn most open ear headsets all day, every day, and run all kinds of experiments to find that ideal interaction. We took our in-depth understanding of the problems and limitations and implemented everything into the best possible solution: Sentien Audio and the Sentien Connect app.",,Prague,"Audio, Manufacturing, Sales",No funding announced yet,2019,https://sentienhq.com,,,Czechia
SFG Holding,https://www.eu-startups.com/directory/sfg-holding/,Czechia,"SFG holding as was established in 2019 by merging two separate companies, Finin Group and Success group. The business of the entire SFG Group is based on four main pillars, within which the company provides professional consulting services for financing individuals and companies, investment consulting and asset management, real estate services and also implements its own development projects.",,Prague,"Asset Management, Consulting, Financial Services, Management Consulting",No funding announced yet,2019,https://www.sfg.cz/o-spolecnosti,,,Czechia
Shiftory.com,https://www.eu-startups.com/directory/shiftory-com/,Czechia,"We make shift planning easier for you, based on the requirements and time possibilities of your employees. Or simply give employees chance to take open shift. We protect the personal data of you and your employees. Only the users you specify have access to employee data. We comply with the legislation governing the protection of personal data. We have servers hosted in EU.",,Vestec,"Enterprise Resource Planning (ERP), Information Technology, Internet, SaaS, Scheduling, Software",No funding announced yet,2019,https://www.shiftory.com,,,Czechia
CRYFIN,https://www.eu-startups.com/directory/cryfin/,Czechia,"CRYFIN combines state-of-the-art technology, advanced analysis, and cryptocurrencies, enabling clients to participate in the investment opportunities of the century. They create well-thought-out investment strategies using the most modern technologies. Sustainable investments based on cryptocurrencies, real estate, and technology. We are the holding investment group dealing with the management of digital assets. We are implementing cryptocurrencies into the mainstream world of finance.",,Prague,"Bitcoin, Cryptocurrency, Financial Services, FinTech",No funding announced yet,2019,https://www.cryfin.com/,,,Czechia
Bootiq,https://www.eu-startups.com/directory/bootiq/,Czechia,"BOOTIQ is a development company that creates complex IT projects for well-known corporations and start-ups. The BOOTIQ team of more than 150 technology experts, who, despite their size, still believe in the idea of ​​""Smart Software Garage"", can be found in Pilsen, Prague, Jihlava, Olomouc or in Bratislava and Poprad. We will deploy professional developers, analysts, testers, architects and admins to your project as needed. Together, they work on projects that create smart software or web applications and handle specific tasks, such as building large databases or processing and visualizing large data. HOW BOOTIQ CAN HELP YOU: E-commerce platform - e-shop tailored BI reporting - managerial, Smart Software Garage - We supply complex IT projects for well-known corporations and start-ups.",,Trebic,"Information Services, Information Technology, IT Consulting",No funding announced yet,2019,https://bootiq.io,,,Czechia
Ullmanna,https://www.eu-startups.com/directory/ullmanna/,Czechia,"At Ullmanna, we are dedicated to scaling organic food production and making conventional farming more sustainable. Our proprietary technology NEWMAN is an intuitive robotic system validated for   precise intra-row weeding of sugar beet and other crops even at the earliest stages of their growth.",,Opava,"AgTech, Artificial Intelligence, Electronics, Embedded Systems, Farming, GreenTech, Internet of Things, Machine Learning, Software",No funding announced yet,2019,http://ullmanna.eu/,,,Czechia
Vunela,https://www.eu-startups.com/directory/vunela/,Czechia,"Vunela’s mission is to to educate, inspire and empower the next generation of leaders. We’re here to help you to learn the essential skills that you need to excel in your career and transform you into an inspirational leader – and even help you lead a more purposeful life. We distill the expertise of world’s political leaders, CEOs and thought leaders into practical knowledge for you to apply for your own professional growth.",,Prague,"Association, Communities, E-Learning, Education, Non Profit, Training",No funding announced yet,2019,https://www.vunela.com/,,,Czechia
VR Education,https://www.eu-startups.com/directory/vr-education/,Czechia,"The CoR gives us new opportunities to thoroughly prepare our employees for their work and crisis situations, which they have so far only watched from the presentation screen. We provide: 1. Training that is needed at every organizational level from top top management to regular employees. Here we prepare training for you such as effective communication, stress management, time management and more. 2. Tailor-made training according to your requirements, taking place in the premises you prefer. The training can take place in natural locations, as well as in your company meeting, at the production line or at the top of Mt. Everest.",,Prague,Virtual Reality,No funding announced yet,2019,https://vreducation.cz,,,Czechia
Yedem,https://www.eu-startups.com/directory/yedem/,Czechia,"Yedem is a carpooling company based in Brno, Czech Republic. We are a company which provides a platform that connects those who have free seats in their cars with those who want to go in the same direction. Yedem further provides corporate mobility solution, that helps companies save money from paid parking spots, use their company‘s cars more effectively and boost their social corporate responsibility.",,Brno,"GreenTech, Information Technology, Parking, Ride Sharing, Software",No funding announced yet,2019,https://www.yedem.io/,,,Czechia
Ydistri,https://www.eu-startups.com/directory/ydistri/,Czechia,"Ydistri is plug & play SaaS software platform for identification and problem solving of unsellable and over-stock goods at current locations. Intelligent algorithms automatically compute appropriate redistributions to new locations where the probability of selling is high. Doing so, problematic inventory turns into immediate cash without the need for discounting or even write-offs.",,Prague,"E-Commerce, Information Technology, Logistics, Retail, Software, Transportation",No funding announced yet,2019,http://www.ydistri.com,,,Czechia
AAHI,https://www.eu-startups.com/directory/aahi/,Czechia,"AAHI is the all-in-one AI-powered restaurant software designed to digitise traditional gastronomic world. Manage your online orders through various channels, manage guests feedback with AI, develop loyalty programs and attract new customers while optimising operating costs. AI-powered restaurant software designed to process online orders, manage guests feedback and attract new customers. Get digital menu in just a few clicks and use it for free forever. Let guests order and pay through QR codes and NFC. Turn unsold meals into new customers and revenue. Join over 500 restaurants using AAHI.",,Prague,"Artificial Intelligence, Food and Beverage, Software",No funding announced yet,2019,https://aahi.io,,,Czechia
ZAKA VC,https://www.eu-startups.com/wpbdp_listing/zaka-startups/,Czechia,"ZAKA VC is one of the most active family offices in Europe. We invest in idea-stage, pre-seed and seed tech startups all around the world while focusing primarily on the UK, DACH, Baltic and CEE region.",,Prague,"Financial Services, Venture Capital",No funding announced yet,2019,https://zaka.vc/,Active,,Czechia
Live Penalty,https://www.eu-startups.com/directory/live-penalty/,Czechia,Live Penalty is a live mobile game that combines elements from the real and digital world of sports. An unlimited number of online gamers can control a physical machine on a live stage and compete against real athletes and win prices,"Live Penalty is a F2P mobile game that combines the real and the digital world of sports. Starting with football - the biggest sport in the world - real experience meets digital reach. Via live video stream, an unlimited number of online gamers (digital) can control a physical machine and compete against live athletes (real). 
Set on a physical stage, a customized football launcher is paired with a large high-end LED panel behind a standard-sized goal and combined with a professional broadcasting system. A real human goalkeeper on stage awaits the digital players for the live streaming session, giving gamers around the world the chance to shoot balls and score goals against the athlete on their mobile device.
By encouraging players to pass multiple rounds of the elimination game, one gamer then gets the chance to take full control over the launcher in the final round. By utilizing famous goalkeepers and other VIPs, this unique approach allows fans from all over the world to engage with their idols while offering extreme exposure to brands and talents alike.
The technology, which allows multiple people to play at the same time, involves various advanced mathematical calculations running in the background. Simply put: Each round, an average target will be calculated after all players have inputted their data and the elimination process will narrow it down to one single player in the very last round.
An offline version of the game keeps users entertained 24/7. Collecting LivePoints during any game helps to improve the gamers’ skills, rising through the ranks and eventually granting access to exclusive VIP events reserved for only the best players. 
Acquired LiveCoins and other in-app purchases help unlock special gaming features. Ads as Rewards, live event advertisement and brand activations help monetize the traffic.",Prague,"mobile game, football, sports, esports",,2019,www.livepenalty.com,,,Czechia
Jetcheater,https://www.eu-startups.com/directory/jetcheater/,Czechia,"Travel the Europe on low a budget. 

If you enjoy European euro-weekends (trip to foreign city usually from Friday to Sunday), Jetcheater is here to help you to find the best deal possible. We will alert you on the extra cheap airline tickets to the cities you would like to visit.",,Prague,"travel, low-budget, weekend travel, tourism",,2019,https://www.jetcheater.com/,,,Czechia
Mailalert,https://www.eu-startups.com/directory/mailalert/,Czechia,"Mailalert tracks emails opened in Gmail and provide the user the information about if the email was opened, how many times and when.",,Prague,"opening rate, emails, email marketing",,2019,https://mailalert.io/,,,Czechia
Poopeek,https://www.eu-startups.com/directory/poopeek/,Czechia,"Poopeek.com is a emerging booking platform / marketplace for performers, organizers, recording studios and other cultural market players.","Poopeek.com is a emerging marketplace that has the ambition to become a hub for performers, organizers, recording studios, and other traders in the domestic and international cultural services market. The aim is to create a platform that will eliminate all the pitfalls of today's trading process (communication noise, language constraints, different country legislation, legally invalid documentation, exchange of necessary documents, ignorance of the environment and standards…). Poopeek will allow the trader at each negotiation point to be in the picture (negotiation transparency) and, after the transaction, receive all the privileges for the smooth execution of the business transaction.",Moravská Třebová,"booking platform, recording studios, culture",,2019,www.poopeek.com,,,Czechia
SIESTA CLOUD,https://www.eu-startups.com/directory/siesta-cloud/,Czechia,We are leveling the playing field of the travel industry with innovative solutions that allow smaller businesses to compete with established travel companies. Create your portal in a few steps and start your business today or sell your services on many portals done by others.,"Technologies have enabled various transformations across all industries, including the travel and accommodation industries. However, monopolies in hospitality dictate the rules and demand unreasonable fees from service providers, which then get transferred to the customer. We are providing a robust infrastructure to help businesses connect and grow. Similarly to how blockchain is transforming the world of cryptocurrencies, we expect such a transformation in the realm of travel and accommodation. We are confident that a user-friendly platform utilizing blockchain will be the catalyst needed to liberate the industry and bring overdue change.",Prague,"travel, tourism, travel industry",,2019,http://siesta.cloud/,,,Czechia
Refork,https://www.eu-startups.com/directory/refork/,Czechia,"Your natural choices when eating out
We are Czech based startup that makes sustainable cutleries for the best eating out experience. We developed a unique natural material based on the wood waste that is bound by naturally occurring polymer PHA. Thanks to that the material is biodegradable in home compost but also in a natural condition such as soil, fresh or marine water. Our material is blended in MTI our patented blending method which allows us to add up to 60% wood waste to our material. The material can be processed with injection and extrusion molding which are highly efficient and scalable production methods. Our first product is sustainable cutlery because there are no good alternatives to disposable plastic and wood cutleries. From material development, product design to manufacturing all done locally in Czechia.",,Prague,"Sustainable materials, wood-based cutlery, injection molding",Between €5 million-€10 million,2019,https://refork.com/,,,Czechia
Dronetag,https://www.eu-startups.com/directory/dronetag/,Czechia,"Dronetag is an IoT device designed to make drones smarter, connected and safe for airspace access. It uses the most modern 5G cellular and Bluetooth 5 communication technologies to meet European legal requirements for real-time drone identification. Moreover, Dronetag comes with an open-source interface that allows operating either our or custom peripherals. The Dronetag itself will serve as a gateway between the user and peripherals, and all the communication takes place through the web or mobile app.",,Prague,"aviation, drones, iot, tracking",,2019,www.getdronetag.com,,,Czechia
24 Vision System,https://www.eu-startups.com/directory/24-vision-system/,Czechia,24 Vision System is a quality control station powered by artificial intelligence which knows every single product configuration and also knows where to look for errors and does complex quality control for defect and configuration errors. We sell it a SaaS mapped to one control station.,,Frýdek-Místek,"VISION SYSTEM, NEURAL NETWORK, ARTIFICIAL INTELLIGENCE, and QUALITY CONTROL",,2019,http://www.24visionsystem.com/,,,Czechia
Areto,https://www.eu-startups.com/directory/areto/,Czechia,"Areto is a social app. We're changing the way people use group conversations and make them location based. Areto empowers you to meet new people in the place where you are, discover new places when travelling and get local advice.",,Czechia,"social app, app, conversations",,2019,http://www.aretoapp.com/,,,Czechia
Colocals,https://www.eu-startups.com/directory/colocals/,Czechia,"70% of all local businesses (like restaurants, hairdressers, bio shops, etc.) close down within 3 years because they don't have enough customers to have a sustainable business. We connect them directly with local people, so they can easily get feedback from many streams, co-create with them (ask them for promotion, etc.) and reward them or ask for crowdfunding (by using blockchain). Everything from one place from 20 EUR / month.",,Prague,"local economy, crowdfunding, blockchain, marketing, sustainable, business",,2019,https://www.colocals.com,,,Czechia
Resistant AI,https://www.eu-startups.com/directory/resistant-ai/,Czechia,"Resistant AI helps to protect AI systems from targeted manipulation, adversarial machine learning attacks, and advanced fraud. Their mission is to ensure that the risks related to machine learning and AI adoption are responsibly detected, managed, and resolved.",,Prague,"Artificial Intelligence, Machine Learning, Network, Security",Between €2.5 million-5 million,2019,https://resistant.ai/,,,Czechia
Kira Core,https://www.eu-startups.com/directory/kira-core/,Czechia,"Kira Core is a decentralized finance technology company that focuses on Blockchain and cryptocurrency, 
building a full-stack Defi ecosystem and truly distributed applications.",,Prague,"Blockchain, Cryptocurrency, Financial Services, FinTech, Software",Between €1 million-€ 2.5 million,2019,https://kiracore.com/,,,Czechia
BrikkApp,https://www.eu-startups.com/directory/brikkapp/,Czechia,"We collect and analyse data from real estate crowdfunding platforms worldwide, bringing its users an ultimate marketplace full of opportunities.

So far, we have found and analysed over 190 real estate crowdfunding platforms. Beta launched: August 2019.",,Prague,"real estate crowdfunding, peer-to-peer, investing, online investing, property investing",No funding announced yet,2019,https://www.brikkapp.com/,,,Czechia
Holdybot,https://www.eu-startups.com/directory/holdybot/,Czechia,"HOLDYBOT is flexible desk and parking space booking system that helps you to manage office spaces, schedule desk and parking slot reservations and analyze utilization of office resources.","HOLDYBOT is flexible desk and parking space booking system that helps you to manage office spaces, schedule desk and parking slot reservations and analyze utilization of office resources. HOLDYBOT provides simple user interface that is crucial for common and efficient usage by your employees. Furthermore, office managers appreciate advanced administrative options that make their life easier.
Check out our web page to get more information about HOLDYBOT!",Hradec Kralove,"booking, parking spaces, desk office management",No funding announced yet,2019,https://holdybot.com/,Active,,Czechia
KIN alternative economy,https://www.eu-startups.com/directory/kin-alternative-economy/,Czechia,"LETS principles alternative economy system based on blockchain core with algorithm  self balanced and self insured mathematical formula. Of course this FINTECH solution able have local economy, macro economy effect , into same time able  optimization  mutual  related firms processes.","Alpha version of system was been successfully tested in real environment , into that day daughter serving as prior operator biggest global crypto exchange company into local region.",Prague,"innovation, ambitious strategy of scale, patented technology.",No funding announced yet,2019,https://or.justice.cz/ias/ui/rejstrik-firma.vysledky?subjektId=394061&typ=PLATNY,Closed,,Czechia
Born Digital,https://www.eu-startups.com/directory/born-digital/,Czechia,"Born Digital focuses on the automation and digitization of conversation between companies and their clients – creating a new future of customer interactions. With advanced AI solutions, such as digital assistants, Born Digital helps clients optimize operational costs of their contact centres, increase their sales potential and improve customer satisfaction. 

Based in Prague, the startup is already serving major Central Europe mobile operators, clients in the finance sector and beyond. AI is a hot topic, and companies are increasingly looking for new ways better customer experience. Born Digitial is offering an innovative way to do this.",,Prague,"Artificial Intelligence, Customer care, SaaS",Between €500K-€ 1 million,2019,https://www.borndigital.ai/,,,Czechia
