name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,linkedin,country,companyStatus
NEOSTAR.COM,https://www.eu-startups.com/directory/neostar-com/,Croatia,"NEOSTAR is a new way of buying and selling vehicles, but also maintenance and additional services that complement the whole ecosystem of your vehicle. Simple and fair. With security and trust in focus.","Neostar.com is a new, one-of-a-kind platform for the sale, purchase and maintenance of vehicles that introduce innovation on a global scale. Any person or business can advertise and sell used vehicles on the platform completely free of charge, while buyers get a transparent insight into a vehicle’s condition, thanks to Neostar’s 60-key-point inspection, as well as purchase security because all vehicles bear the manufacturer’s or Neostar’s warranty. The platform likewise provides online vehicle servicing arrangements with transparent pricing and reliable service quality.
What sets the platform apart from all common methods of selling and purchasing used vehicles is the simplicity of the process, as well as the comparability, reliability, and transparency of the available information, and security for all its users. The seller registers to the platform by entering some basic data about the vehicle, and the rest of the information is entered by the inspectors after they have examined the vehicle through 60 key points, photographed it and made a 360-degree recording. This inspection is usually done as early as 24 hours after the seller had entered the vehicle for sale. Moreover, all vehicles advertised for sale through the platform bear either the manufacturer’s or Neostar’s warranty.
 addition to the said used vehicle sale or purchase, the platform provides an overview of the available repair shops on a map, as well as choosing and scheduling appointments for vehicle servicing, with transparent pricing and service reliability. Any user, who registers their vehicle, will be notified by the platform when it is time for the regular vehicle maintenance, e.g. annual servicing, or tire replacement. In addition to the already mentioned services, Neostar is planning to enable securing loan agreements online to purchase vehicles as well as obtaining insurance online via its platform.
The company behind the platform is Croatian startup Neostar, by year-end the investments in the platform’s development will exceed HRK 35 million. Neostar’s long-term goal is to attract new investors and investments to enable the platform’s further development and expansion to other markets.","Velika Gorica, Zagrebačka Županija","automotive, startup",Between €2.5 million-5 million,2020,www.neostar.com,,HR,
MyValet,https://www.eu-startups.com/directory/myvalet/,Croatia,"MyValet is an end-to-end digitalization of parking management activities, with an initial focus on Valet parking. MyValet assists and follows its customers and partners throughout the entire lifecycle of the service, by providing consultation, state-of-the-art technology, active support and all the reports needed.",,Zagreb,"Automotive Parking, Transportation, Travel",Between €1-€100K,2020,https://www.myval.et/,,HR,
Lendica,https://www.eu-startups.com/directory/lendica/,Croatia,"Lendica is a startup based in Zagreb, Croatia. The company is building next generation lending infrastructure by leveraging benefits of open banking. It was founded in 2020.",,Zagreb,"Banking, Consumer Lending, Finance, FinTech",Between €1-€100K,2020,lendica.co/,,HR,
Klippy,https://www.eu-startups.com/directory/klippy/,Croatia,"Klippy is an application that brings together celebrities willing to record a short video clip for their fan base in exchange for a fee. With every Klippy recorded, you make money, and you can record it whenever and wherever inspiration strikes you. It is a leading communication tool between celebrities and the rest of the world.",,Zagreb,"Apps, Digital Media, Video",Between €1-€100K,2020,http://www.klippy.co/,,HR,
Jade ALM,https://www.eu-startups.com/directory/jade-alm/,Croatia,"Jade ALM is a company based in Zagreb, Croatia. The company offers Requirements Management, Project Management (Issue tracking) and Quality assurance packaged in an intuitive and powerful solution  for Software Development. The company was founded in 2020.",,Zagreb,"Project Management, Software Development, Requirements Management, Quality Assurance",Between €1-€100K,2020,jadealm.com/,,HR,
Printee,https://www.eu-startups.com/directory/printee/,Croatia,"Printee is an online marketplace that bridges buyers and sellers, print companies, and delivery companies. The marketplace also connects artists, brands, creatives, and businesses and enables the creation of customized and unique tees and merchandise. Printee was founded in 2020 and is headquartered in Zagreb, Croatia.",,Zagreb,"online marketplace, buyers, sellers, companies, merchandise",Between €1-€100K,2020,https://printee.shop/,,HR,
Geefter,https://www.eu-startups.com/directory/geefter/,Croatia,"Geefter is the first on-demand gift buying platform. The platform is dedicated to enhancing travellers’ experience through the possibility of purchasing meaningful gifts while travelling. Based in Zagreb, the company offers a dynamic workplace full of opportunities to grow and sharpen your business skills and creativity.",,Zagreb,"Consumer, Gift, Travel",Between €1-€100K,2020,https://geefter.com/,,HR,
Smartwork,https://www.eu-startups.com/directory/smartwork/,Croatia,"Smartwork is a consumer service company delivering smart and connected furniture for increased productivity. They design and produce smart furniture which fulfills modern market needs by integrating technology into high-quality wood-made furniture, which features led back-light, chargers, electrical outlets, etc. 
Smart work solutions for increased productivity – work smart, not hard.

We are specialized in smart solutions in the furniture industry. Make your furniture smart and convenient. Your furniture should be adjusted to your needs – you should not adjust to your furniture.",,Zminj,"consumer service company, smart furniture, deliver",Between €1-€100K,2020,https://smartwork.hr/,,HR,
Cross-Criss Creative,https://www.eu-startups.com/directory/cross-criss-creative/,Croatia,"Cross-Criss Creative is a mobile app that addresses a completely new aspect of parenthood in today’s rapidly growing digital world. The app offers personalized, interactive and educational stories that help support a child's development. It seamlessly limits screen-time to the ideal and combines the stories with offline activities for a wholesome experience.",,Zagreb,"Child Care, Software, parenting",Between €1-€100K,2020,http://www.crosscriss-creative.com/,,HR,
Swip.Work,https://www.eu-startups.com/directory/swip-work/,Croatia,"Swip.Work is a digital job searching app connecting job seekers and companies or employers. It makes finding a job as easy and intuitive as possible. Having an app that feels familiar and is easy to use and agile at the same time, SWIP is a simple answer for a currently quite liquid job market different from all the solutions used at the moment. The app offers a fast and modern response to the always long and often agonizing process of paving the way towards a new job.",,Zagreb,"job searching app, job seekers, companies, employers",Between €1-€100K,2020,https://swip.work/,,HR,
SzuperChess,https://www.eu-startups.com/directory/szuperchess/,Croatia,"SzuperChess is an online platform that organizes online chess tournaments with real prizes. The platform has developed an innovative AI-based anti-cheating system, which will allow players to focus only on what is truly important: playing chess, enjoying the tournament, and competing for the prizes. It permits players to compete for the awards, without having to be concerned about the opponent.
Founded in 2020 and is headquartered in Zagreb, Croatia.",,Zagreb,"online platform, online chess tournaments, AI, innovative",Between €1-€100K,2020,https://szuperchess.com/,,HR,
CastItAnywhere,https://www.eu-startups.com/directory/castitanywhere/,Croatia,CastItAnywhere is a one-stop platform that connects ad space owners and advertisers and a direct casting channel.,,Zagreb,"Advertising, Advertising Platforms, Marketing",Between €1-€100K,2020,https://kast.to/,,HR,
This is better,https://www.eu-startups.com/directory/this-is-better/,Croatia,"This is better offers an online tool for visualizing the effectiveness of digital marketing among consumers. It provides instant and valuable feedback from the market before tens of thousands of advertising budgets are spent on the wrong creative solutions. Based on the scientific statistical sampling the tool automatically selects an appropriate number of participated consumers from different genders, age groups, and regions that participate in individual research. Every consumer provides his social-demographic data and is paid for participation in the research. It provides instant and valuable feedback from the market before tens of thousands of advertising budgets are spent on the wrong creative solutions. Based on the scientific statistical sampling the tool automatically selects an appropriate number of participants consumers from different genders, age groups, and regions that participate in individual research. Every consumer provides his social-demographic data and is paid for participation in the research.

Feedback from the consumers is analyzed with proven statistical methods and a report with in-depth analysis is generated for the clients. The company`s mission is to become the world`s most useful tool for testing visual elements among real consumers in every single country of the world.",,Zagreb,"digital marketing. visualizing, creative solutions, consumers",Between €1-€100K,2020,https://www.this-is-better.com/en/,,HR,
Tummly,https://www.eu-startups.com/directory/tummly/,Croatia,"Tummly is a mobile application for rating restaurants and dishes with innovative UX. Users do not rate the waiter and the staff, they do not rate the ambiance of a restaurant or how long they had to wait for the food. It supports 20 food and drinks categories such as coffee, tea, salad, ice-cream, Hot-dog, sandwiches, burgers, pizza, kebab, cevapi, steak, sushi, burrito, fish, calamari, wok, burek, pasta, and pancakes. On Tummly users do not rate the waiter and the staff, they do not rate the ambiance of a restaurant or how long they had to wait for the food. On Tummly users only rate – THE FOOD!",,Zagreb,"mobile application, restaurants, dishes, food",Between €1-€100K,2020,https://www.tummly.com/,,HR,
Unifty.io,https://www.eu-startups.com/directory/unifty-io/,Croatia,"Unifty is driving the fast emerging creator economy, and provides creators with the ability to build powerful NFT based dApps without needing to know how to write a single line of code. Unifty paves the way for forging stronger bonds between creators and their customers, community, fans and grants access to new revenue streams from their audience. With Unifty, creators also retain full ownership of all their contracts, creations, and intellectual property.",,Zadar,"Blockchain, Content Creators, Information Technology",No funding announced yet,2020,https://unifty.io/,,HR,
Naomi,https://www.eu-startups.com/directory/naomi-2/,Croatia,"Naomi is a mental wellness company that develops virtual mental assistant to connect with a therapist if needed. She was created by expert psychologists to help you feel better in these new circumstances. She can also connect you to a therapist if needed. Can using a mobile app help you improve your mental health? See for yourself! NAOMI helps you feel better and be more productive. She is available at any time, completely anonymously. NAOMI encourages you to get active regularly and take care of yourself every day. In doing so, it is important to monitor your progress, which is why NAOMI offers you graphs and a diary of your condition!",,Zagreb,"Apps, Health Care, Wellness",Between €1-€100K,2020,https://naomi.health/,,HR,
Naomi,https://www.eu-startups.com/directory/naomi/,Croatia,"Naomi is a mental wellness company that develops virtual mental assistant to connect with a therapist if needed. NaturLoop is a Swiss-based green tech and materials science startup. We engineer biocomposites and design the required technology to produce them on an industrial scale. We introduce an innovative production concept transforming agricultural waste into sustainable composites with the addition of a bio-based adhesive.
We manufacture innovative and sustainable biocomposites through the upcycling of agricultural by-products. Our Vision is to become the leading global provider of sustainable biocomposite technology.",,Zagreb,"Apps, Health Care, Wellness",Between €1-€100K,2020,https://naomi.health/,,HR,
Menassati,https://www.eu-startups.com/directory/menassati/,Croatia,"Menassati is the only Arabic full digital entertainment platform, that provides 4 in 1 multimedia services, allowing the Arab audience to watch, listen, read, and play at the lowest subscription plan of $5.99, with unlimited access to the largest and most original source of Arabic multimedia content. Our Vision is to be the leading digital entertainment platform in the MENA region, offering a single source of diversified multimedia content at the lowest cost, and become a sole partner for every digital content creator in the middle east and north Africa. Our Mission is to accelerate the digitalization of the Arabic content, enrich the Arabic multimedia library with original production that best represents its culture and society, and provide the underdeveloped markets with payments solutions and easy accessibility.",,Zagreb,"Audiobooks, Digital Entertainment, Digital Media, EBooks",Between €100K-€500K,2020,https://www.menassati.com,,HR,
Mindsmiths,https://www.eu-startups.com/directory/mindsmiths/,Croatia,Mindsmiths provides clients with the necessary support and tools to integrate autonomy support systems into their processes. They enable all companies to leverage capabilities. The organisation envisions a world where autonomous support systems work for the benefit of everyone.,,Zagreb,"Information Technology, Software",Between €1 million-€ 2.5 million,2019,https://www.mindsmiths.com/,,HR,
Wingo,https://www.eu-startups.com/directory/wingo/,Croatia,"Wingo is an energy-efficient table with integrated heating in its base, the first of its kind in the world. It has been created for heating terraces of cafes, restaurants, and hotels, guided by the needs arising from the HORECA industry. Significant savings, great energy efficiency, modern heating system and design make it the most cost-effective modern and efficient energy eco solution on the world market of heaters, which is why it has received numerous international awards. Wingo is designed and produced in the EU.","Inspired by a natural hexagonal design that optimizes energy consumption and space utilization, results in significant energy and money savings while improving the user experience. Electric and gas heaters, which are used today to heat terraces are part of the problem. After all, they are energy-inefficient since they dissipate 90% of the heat and are also environmentally unacceptable because they create a significant amount of CO2 that is a direct threat to a user-health and the atmosphere. All of that combined creates a need for a great alternative to gas & electrical heaters, and this is the place where you find it. 
The CE mark guarantees all safety and functionality standards for the European market and IP55 certification, in addition to mechanical durability and longevity, guarantees water and dust resistance, thus providing additional safety to the end-user.",Zagreb,"energy efficiency, eco solution heater, zero C02",Between €100K-€500K,2019,www.wingo-technologies.com,,HR,
Katalyo,https://www.eu-startups.com/directory/katalyo-d-o-o/,Croatia,No code framework for business process development. Easily integrated with major blockchain networks.,We are business and blockchain oriented company working on top of the line no-code katalyo framework which will enable high speed of AP poll location development and blockchain integration.,Zagreb,"No-code, low-code, dapps, blockchain, business process developmemt",No funding announced yet,2019,www.katalyo.com,,HR,
Definition8,https://www.eu-startups.com/directory/definition8/,Croatia,"Software & Design agency specializing in Creating immersive Marketing Solutions and Production. We also create applications and brand identity for ""pre-seed"" investment startups building the brand and developing a solution from skratch.",,Selnica,"Advertising, Augmented Reality, Consulting, Education, Information Technology, Internet",No funding announced yet,2019,definition8.com,,HR,
Pleme,https://www.eu-startups.com/directory/pleme/,Croatia,Bringing revolution to mattress industry and beyond.,,Hvar,"lifestyle, fashion, household items",Between €1-€100K,2019,www.pleme.eu,,HR,
Nocturiglow,https://www.eu-startups.com/directory/nocturiglow/,Croatia,Nocturiglow operates in the Health and Medical Care industry with its user-friendly urinal bottle. Its innovative solutions improved life qualities in the aspect of medical care.,,Rieka,"Health Care, Medical Device",No funding announced yet,2019,www.nocturiglow.com,,HR,
Sklopp,https://www.eu-startups.com/directory/sklopp/,Croatia,"Sklopp specializes in designing a new concept of goods transportation in the travel market. It offers innovative luggage, aimed at business travelers and others whose trips are dynamic and organization dependant. The trolley bag is made of polycarbonate that keeps belongings protected. Also, gadgets are always charged with its removable Li-Ion battery with a USB port.",,Zagreb,"transportation, goods, innovation",No funding announced yet,2019,www.sklopp.eu,,HR,
Equinox Vision,https://www.eu-startups.com/directory/equinox-vision/,Croatia,"We provide the platform and the tools to create AR content on a massive scale (countries and continents), and a marketplace for AR content. Equinox enables marketing agencies, educational and entertainment companies to finally realise the potential of location-based augmented reality (AR) and publish AR content on a global platform. Our mission is to become the default platform for augmented reality experience, enabling companies and individuals to focus on the content.",,Zagreb,"Advertising ,Advertising Platforms, Augmented Reality, E-Commerce Platforms",Between €100K-€500K,2019,equinox.vision/,,HR,
Propoze,https://www.eu-startups.com/directory/propoze/,Croatia,"Propoze is a sales proposal software that streamlines the proposal creation process for businesses. The software allows users to draft professional proposals using a block-based builder and slick interface. Propoze aims to help small businesses, freelancers and agencies create customizable sales proposals tailored to their clients' needs.

The software allows users to build proposals in their own style, currency and branding preferences to match their business needs. Users can create templates to save time on future proposals. The templates can be customized with images, layouts and content for each unique client proposal. Propoze also enables users to keep their proposals private through controlled sharing settings. Clients can easily view and accept proposals with one-click acceptance options.

Key features include fast and simple proposal creation tools, customization options to match business branding, reusable templates that can be tailored for each client, private proposal sharing controls, and instant one-click proposal acceptance for clients. Propoze aims to simplify and streamline the proposal process for sales teams and creative businesses.",,Osijek,"proposal software, sales tool, sales",No funding announced yet,2019,https://propoze.app,https://www.linkedin.com/company/propozeapp,HR,Active
Roster,https://www.eu-startups.com/directory/roster/,Croatia,Roster is an automated expense management software helping SMEs to do better and faster expense management. It digitizes invoices and simplifies the process of cost management in current operations and cooperation with accounting. Roster saves time and money by helping users to better track their expenses Roster allows the user to scan and upload receipts from their phone using optical character recognition.,,Sesvete,"FinTech, SaaS, Software, small and medium business",Between €1-€100K,2019,https://roster.hr,,HR,Active
Project 3 Mobility,https://www.eu-startups.com/directory/project-3-mobility/,Croatia,"We are building the future of mobility with the ultimate goal to provide our customers premium experience of riding, to give them the opportunity to get back the time they spend in traffic. Funded by one of the top global automotive OEM's as lead investor. Our HQ is in Zagreb, Croatia, with R&D office in United Kingdom.",,Zagreb,"Autonomous Mobility, Artificial Intelligence , Vehicle Development, Software Development",No funding announced yet,2019,http://www.p-tri.com/,https://www.linkedin.com/company/project-3-mobility/,HR,Active
FitAlert,https://www.eu-startups.com/directory/fitalert/,Croatia,"FitAlert helps you compare fitness product prices. Fitalert is a price comparison platform and was founded in 2018 as an application for personal use. Over time, the use of the application spread to a circle of acquaintances, and then to a wider area.",,Zagreb,"Wellness, Fitness Services, Health",No funding announced yet,2019,https://www.fitalert.me,https://www.linkedin.com/company/fitalert-me,HR,Active
DGRoops,https://www.eu-startups.com/directory/dgroops/,Croatia,"DGROOPS aims to be the first B2B platform to streamline the relationship and connect Tour Operators and all possible suppliers for a group organized travel. The company was founded in 2019 and is based in Porec, Croatia. DGRoops is a SaaS start-up offering a platform for B2B to collaborate in group bookings.",,Porec,"B2B, SaaS, Tourism, Travel",Between €1-€100K,2019,https://dgroops.com,https://www.linkedin.com/company/dgroops,HR,Active
Convoworks,https://www.eu-startups.com/directory/convoworks/,Croatia,"Convoworks is a software development company that provides voice assistant and chatbot development services through new channels. Publish your existing web content to Amazon Alexa, directly from your WordPress website. Convoworks is a new GUI based, cross-platform, voice assistant services development tool available as a WordPress plugin.",,Varazdin,"Internet Publishing, AUdio, Software, Open Source",No funding announced yet,2019,https://convoworks.com,https://www.linkedin.com/company/convoworks/,HR,Active
ARCH,https://www.eu-startups.com/directory/arch/,Croatia,ARCH had remarkable brand building. Every campaign is a time for us to develop and enhance their workÂ so they founded it after recognizing that could support others in doing the same. TheyÂ can remain agile and constantly produce theÂ results thanks to this way of thinking.,,Zagreb,"Marketing, Advertising Services, Content, Social",No funding announced yet,2019,https://archmedia.biz,https://www.linkedin.com/company/archinfluenceragency/,HR,Active
API Bakery,https://www.eu-startups.com/directory/api-bakery/,Croatia,"API Bakery enables users to build their API backend in seconds using their preferred tech stack. API Bakery's users may easily experiment and iterate on their data models and API architecture. The code created by API Bakery is clean, tested, documented, and adheres to best standards.",,Zagreb,"Software Development, SaaS, Developers Tools",No funding announced yet,2019,https://apibakery.com,https://www.linkedin.com/company/api-bakery,HR,Active
Fortenova Group,https://www.eu-startups.com/directory/fortenova-group/,Croatia,"Fortenova Group operates in three core businesses which include retail, wholesale, food, and agriculture. Also, its non-core businesses are grouped within a separate holding. The Fortenova Group manages agricultural areas in Europe and features diversified production including cereal and oil crops, livestock farms and cheese production, as well as fresh fruit and vegetable production. The company was previously known as AGROKOR and was renamed Fortenova to restart its operations due to indebtedness and bankruptcy.",,Zagreb,"Business Development, Food and Beverage, Retail",No funding announced yet,2019,https://www.fortenovagroup.hr/,,HR,
Omoguru,https://www.eu-startups.com/directory/omoguru/,Croatia,"Omoguru provides effortless reading and learning with text customization tools. Their universal design includes and benefits both struggling and strong readers. Omoguru is created for education, web accessibility, and leisure. We deliver a range of services: - Omoguru Reader is an app for smartphones and tablets that helps you make the text more readable and to decode letters and words easier. A set of tools helps improve reading rhythm, focus, and speed. - Lexie (beta) is a PWA ebook reader and content management platform. It enables the use of a wide range of digital and printed content, content creation, and sharing. - W3Lexie is a browser plugin for comfortable online reading and learning. It removes distractions and enables content collection through integration with Lexie. - w3Access is a web accessibility widget. It is amazing for web owners making the crucial step towards web accessibility. - OmoType is a dynamic font system perfect for schools, designers, and publishers. It enables highly readable and legible content to both struggling and strong readers, in digital and print. All our solutions and tools are designed and developed by combining: - Years of speech therapy experience, - Available scientific research on dyslexia, readability, and legibility - Effective literacy strategies created by our users We are a team of speech therapists, designers, typographers, dreamers, innovators, and experienced entrepreneurs who are finding new ways to deliver a comfortable reading experience to everyone. Combining the tools, products, and activities, besides empowering the position of dyslexic children, Omoguru's effort is to create a universal platform that includes everyone. A global community that destigmatizes dyslexia and encourages the blossoming of dyslexics' creative potential by making it easier to read, learn and grow in all aspects of life in which reading is important. Awards: December 2019 - Tesla's Golden Egg for Innovation October 2019 - Social Innovation Tournament 2019 - Finalist September 2019 - Central European Startup Awards 2019 - Croatia National Winners - Best Social Impact Startup June 2019 - Emerging Europe - Social Impact Startup of The Year - Finalist June 2019 - Europas Awards - Hottest Tech for Good Startup - Top 7 Finalist March 2019 - Digital Takeover - Digital Business Leaders Winner",,Zagreb,"Assistive Technology, Education, Lifestyle",Between €500K-€ 1 million,2019,https://www.omoguru.com/,,HR,
Felc,https://www.eu-startups.com/directory/felc/,Croatia,"Felc designs and develops electrification systems in the automotive segment. Prototyping of the first units and supplier sourcing for the series. We are a team of young experts in the automotive startup industry. 

Our scope of work is ranging from electric powertrain feasibility, engineering services to startup operational support and mockup production. Team roots are going back from the University days and the Formula Student project. Our work is recognized by Fil Rouge Capital and supported by Rimac Automobili. They are helping us to develop our first product and to expand the business.",,Rijeka,"Automotive, Electric Vehicle, Electronics, Manufacturing",Between €1-€100K,2019,http://felc.co/,,HR,
PlayerQuant,https://www.eu-startups.com/directory/playerquant/,Croatia,"PlayerQuant is a software that creates game and sports event videos and highlights action phases. The company focuses on Fortnite videos on YouTube. PlayerQuant was founded by Matej Marjanovic in 2019 and is based in Zagreb, Croatia and an office at San Francisco, California.",,Zagreb,"Gaming, Software, Video Streaming",Between €1-€100K,2019,https://playerquant.com,,HR,
Erceg Automobili,https://www.eu-startups.com/directory/erceg-automobili/,Croatia,Erceg Automobili develops advanced transportation systems practical application to create a completely new class of personal vehicles. Developing transportation systems for the 21st century. Business industry are Aviation and Aerospace Component Manufacturing.,,Zagreb,"Aerospace, Electric Vehicle, Transportation",No funding announced yet,2019,http://erceg-automobili.com/,,HR,
Shard Labs,https://www.eu-startups.com/directory/shard-labs/,Croatia,"Shard Labs is an independent blockchain development agency operating from Zagreb, Croatia with clients from Europe and the US. Our specialties are Blockchain Use Case & Technology Development, Custom Blockchain Development Services and Token Development. We develop intuitively usable, reliable custom software that is tailored to your business needs. We believe in building at scale. Automatization and continuous software delivery is part of our software development lifecycle. Our team consists of young, determined and hard-working people with plenty of experience in software development.",,Zagreb,"Blockchain, Software, Software Engineering",No funding announced yet,2019,https://www.shardlabs.io,,HR,
Spotsie,https://www.eu-startups.com/directory/spotsie/,Croatia,"We were looking for something hard to solve. Positioning offered us just that - a mathematical challenge blending software development with devices. It took us almost two years to finish that journey. Through every phase of progress, we have been receiving support and funding. Today, Spotsie is a fully functioning product built by hardware hackers, developers, designers, and experts of various backgrounds.",,Zagreb,"Event Management, Information Technology, Internet of Things, Location Based Services, Software",Between €100K-€500K,2019,https://spotsie.io/,,HR,
Tridero Tech,https://www.eu-startups.com/directory/tridero-tech/,Croatia,"Our mission is to implement the mass adoption of Additive Manufacturing in the industrial world as a means for a true on-demand manufacturing. That means you can get the parts you need, when you need, customised to your needs, with the help of a global supplier network. Tridero Tech is revolutionising the additive manufacturing (3d printing) market and CNC market on a global scale by creating a platform which will connect manufacturers and buyers in the industry. Today it is very hard to find a good manufacturer in 3d printing industry, especially when having some special demands regarding materials, industry, design, production capabilities, etc. And on the other side, it is very hard for manufacturers, especially the small companies, to enter the market and find a good customer. Tridero Tech are providing a solution for all sides â€“ organisation of the supply chain between the parties in the market, consulting services about the additive manufacturing market, exchange market for the services and equipment Our online platform allows you to cooperate with a comprehensive network of partners, suppliers and customers helping you streamline and digitalize your production processes.",,Ozalj,"3D Printing, 3D Technology, Consulting, Education, Information Technology, Internet, Manufacturing, Marketplace",Between €100K-€500K,2019,https://www.wor-con.com,,HR,
Tribute Brand,https://www.eu-startups.com/directory/tribute-brand/,Croatia,"TRIBUTE BRAND is a high-end digital fashion brand and a fashion tech house known as one of the biggest pioneers in this field and famous for its characteristic contactless & cyber aesthetics. Officially launched in April 2020 as the world's first direct-to-consumer digital fashion brand, they are undeniably the first commercially successful digital fashion brand, paving the way for the whole digital fashion market. Their work has been published in most major press and they regularly collaborate with and support the biggest names from the industry.",,Zagreb,Retail Apparel and Fashion,No funding announced yet,2019,https://tribute-brand.com/,,HR,
Arming Guild,https://www.eu-startups.com/directory/arming-guild/,Croatia,"Arming Guild is a sports ware manufacturer of gear for historical fencing. The company was founded in 2019 by Sven Horvatic and Jon Burke and is headquartered in Zagreb, Croatia.",,Zagreb,"Manufacturing, Sporting Goods, Sports",No funding announced yet,2019,https://armingguild.com/,,HR,
Airt,https://www.eu-startups.com/directory/airt/,Croatia,"Airt helps clients with business data through the use of AI. Airt was founded in 2019 and was headquartered in Zagreb, Croatia. Our mission is to help you use the power of AI on your data in the simplest, easiest, and quickest way. airt* grants companies the power of deep learning without the need for in-house AI/data science expertise. Our no/low-code patent-pending DL PaaS (deep learning platform as a service) handles all the heavy lifting of data (pre)processing and predictive models creation behind the scene, thus enabling the non-data scientists (such as developers) to implement it and see the results in a matter of hours.

We are focused on event-based transactional data that dominate all customer-related applications, and help you predict your customers' future behavior so you can (re)act to it - now.",,Zagreb,"Artificial Intelligence, Information Technology, Intelligent Systems, Machine Learning",No funding announced yet,2019,https://airt.ai/,,HR,
Albatross,https://www.eu-startups.com/directory/albatross/,Croatia,"Albatross E-foil is an electric-powered inflatable board that can be used for Stand-Up Paddling. O KARBON, Manufacture of composite products, Simon Ogrinec sp Podgorje 4a, 1241 Kamnik. Inflatable board provides additional safety for the rider and stores in a backpack! Rechargable battery enabling 1h riding time at full power. 5kw high torque electric motor, enabling speeds up to 50 kmh .",,Zagreb,"Marine Technology, Outdoors, Sporting Goods",Between €1-€100K,2019,http://www.okarbon.eu/hydrofoil-albatross,,HR,
mywaydress,https://www.eu-startups.com/directory/mywaydress/,Croatia,"mywaydress is a privately-held e-commerce company with operations in EU and headquarters in UAE, established in 2017.
It is an innovative approach to mass-customization of fashion apparel, aimed exclusively at women audience worldwide. Supported by modern technology and leveraging all benefits of e-commerce and social channels, it aims to satisfy diverse needs for a basic fashion item: basic woman's dress.",,Zagreb,"e-commerce, fashion, mass-custimization",,2019,https://mywaydress.com,,HR,
Sarmenta Ltd,https://www.eu-startups.com/directory/sarmenta-ltd/,Croatia,"We conceptualize, develop and introduce to the market our own branded innovative solutions and products from the category of consumer health. R&D is the core of our resource allocation especially in the early phase of product development in which we implement biotech and innovative materials/active substances in order to shape future healthy lifestyle of our customers, whether it is business or general population
Product categories of our interest are medical devices, food supplements and cosmetics.",,Zagreb,"R&D, consumer health, research",,2019,www.sarmenta.hr,,HR,
Worig,https://www.eu-startups.com/directory/worig-2/,Croatia,"We focus on two main problems, first being tenants having to pay two or three monthly rents as downpayment and second being landlords not being able to verify the recommendation/previous history of their potential tenants. We solve this by building credit and worig score within the app based on reliable and verifiable data collected from tenants. This enables tenants to use our app to file for a loan or buy rental guarantee insurance. Worig score is used by landlords to gain insight into tenants' employment status, income regularity, reliability and previous rental ratings they received from previous landlords.",,Zagreb,"Fintech, Insuretech, and Real estate",,2019,https://worig.com,,HR,
Rukoplastika,https://www.eu-startups.com/directory/rukoplastika/,Croatia,Rukoplastika manufactures and provides the market with custom made solutions aimed at gamers with disabilities using additive technology. With our extensive 3D printing and 3D scanning experience we are able to fast prototype much needed solutions. Estimates say that there are over 30 million gamers with disabilities worldwide and that number is growing rapidly. We recognized the gap in the market which has been neglected up until now.,,Zagreb,"gamers, disabilities, 3d printing",,2019,https://rukoplastika.com,,HR,
3 Minutes Job,https://www.eu-startups.com/directory/3-minutes-job/,Croatia,"3 Minutes Job is a recruiting platform for HR professionals to recruit nationally or internationally. Candidates can upload a video CV, add pictures and location which will make recruiters hunt faster.",,Rovinj,"Human Resources, Information Technology, Recruiting",Between €1-€100K,2019,https://3minutesjob.com/,,HR,
CampMap,https://www.eu-startups.com/directory/campmap/,Croatia,"CampMap develops digital interactive maps of campsites & campgrounds adding value. The web mapping platform aims to revolutionize the touristic camping industry by personalizing, informing, and connecting​.",,Cavle,"Hospitality, Outdoors, Travel",Between €100K-€500K,2019,https://campmap.com/,,HR,
Heroes Nearby,https://www.eu-startups.com/directory/heroes-nearby/,Croatia,"The project is based on human values and uses a mobile app that connects the people who need help (from simple help to life-threatening situations) with local community Heroes - members of the organizations and individuals.
Heroes Nearby is looking to create a community (safety net) based on compassion, empathy, humanity and willingness to help. 

For cities and communities, helps make streets a safer place, prevents violence, promotes action, compassion, nonviolence and reconnects the local communities.
In addition to being an excellent practical tool for help in all life situations, the Heroes Nearby initiative has educational value in the sense of promoting human values and humanity.","Heroes Nearby is trying to solve and fulfill one of our basic human needs – to feel secure and to have a sense that you are not alone in situations where you require help.
There are many safety challenges at personal and family level (kids and family safety, injuries, elderly problems, chronic patients issues, violent incidents, all sorts of threats, family violence, bullying, car accidents and so on) as well as at the city and local community level (natural disasters, terrorism..) where more people are affected at the same time.
--
The idea of the project is to create a heart-driven safety net for local communities around the globe.
The goal of Heroes Nearby project is to, with a little help from technology, turn potentially negative experiences into inspiring stories that help to restore faith in humanity.
To accomplish this we have created a mobile app that connects the people who need help with local community Heroes.
For people in distress or emergency situations, the Heroes Nearby App provides a chance to get help more quickly, keep safe, and be protected by and connected with family members and friends. In addition, our app allows goodhearted, brave people to become real-life Heroes, sharing their skills and helping their fellow citizens and loved ones in distressing situations.
Heroes Nearby aims to inspire people to respond to and care for each other, to give hope and recall the importance of the universal human values of compassion, selflessness and courage. Everyone can be a hero to everyone.
We see Heroes Nearby as part of the smart city solution for citizen safety.",Rijeka,"community, help, safety app, human values",No funding announced yet,2019,https://heroes-nearby.net/,,HR,
