name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,linkedin,longBusinessDescription
Next Gate Tech,https://www.eu-startups.com/directory/next-gate-tech/,Luxembourg,"Next Gate Tech is a Luxembourg based, data-driven FinTech that provides innovative Software-as-a-Service solutions for the asset management industry. Our mission is to enhance the asset management industry, thanks to technology, data analytics, and smart automation.
We capitalize on the rapid emergence of cloud-based computing frameworks to offer fast, accurate, and robust solutions to our clients. We provide intelligent, adaptive, and dynamic automation solutions through a web platform to help industry players manage middle and back-office oversight processes.",Luxembourg,"Fintech, Fundtech, SaaS, Machine Learning, Cloud Services",,2019,nextgatetech.com,,LU,,"We capitalize on the rapid emergence of cloud-based computing frameworks to provide fast, accurate, and robust solutions to our clients.
We provide smart automation solutions through a web platform to help industry players manage middle and back-office tasks.
Next Gate Tech was founded by professionals with years of experience in the asset management industry who have an intricate knowledge of its needs.
Today, the team consists of talented members with complementary skills and extensive know-how in data analytics, finance, and technology."
Unicorn Nest,https://www.eu-startups.com/directory/unicorn-nest/,Luxembourg,"Unicorn Nest offers a fundraising pipeline by identifying investors for companies using a comprehensive, vetted, and updated dataset. The best way to find the most relevant investors & communicate with them. Unicorn Nest is the SaaS fulfilling all facets of a startup’s fundraising needs.",Luxembourg,"Financial Services, database, investors, funds",No funding announced yet,2019,https://unicorn-nest.com/,Active,LU,https://www.linkedin.com/company/unicorn-nest-inc/about/,
to Stories,https://www.eu-startups.com/directory/to-stories/,Luxembourg,"To Stories provides a tool for creators on the social media app. They turn any content into a ready-to-publish story in seconds. They share photos, videos, quotes, tweets, and YouTube videos to instagram stories from any app.",Esch-sur-alzette,"Internet, Mobile Apps, Photo Sharing, Video",No funding announced yet,2019,https://tostories.app,Active,LU,https://www.linkedin.com/company/to-stories/about/,
The Biz Ladies,https://www.eu-startups.com/directory/the-biz-ladies/,Luxembourg,"The Biz Ladies interviews women on how they started their business and shares their startup stories in order to empower and inspire other women to do the same. Our platform is a community where women empower women to become entrepreneurs, leaders and change makers. The Biz Ladies is an online community created to empower and guide women who want to start their own business on the right track.",Luxembourg,"Media, Entertainment, Platform",No funding announced yet,2019,https://www.thebizladies.com/,Active,LU,,
Sparling Financial,https://www.eu-startups.com/directory/sparling-financial/,Luxembourg,Stealth Crypto Asset Start up. Sparling Financial is a digital asset prime brokerage for sophisticated investors and institutions.  Our powerful APIs unify both the brokerage and bank to enable businesses to embed digital assets into their business and empower the next generation of products,Mamer,"Financial Services, OTC Desk , Regulated VASP, Crypto Staking",No funding announced yet,2019,https://sparlingfinancial.com/,Active,LU,https://www.linkedin.com/company/sparling-financial/about/,
Procyon Web,https://www.eu-startups.com/directory/procyon-web/,Luxembourg,"Procyon Web is an IT Company providing consultation, bespoke web application development, payment integration and hosting services.	Procyon was founded with a vision: delivering comprehensive digital solutions to business owners throughout Europe and across the globe.

From our home base in Luxembourg, we generate efficient, cost-effective digital strategies that help clients elevate their online presence to the next level.",Luxembourg,"IT, Services, Apps, Domain Register",No funding announced yet,2019,https://procyonweb.lu/,Active,LU,https://www.linkedin.com/company/procyon-web-sarls/,
ONE group solutions,https://www.eu-startups.com/directory/one-group-solutions/,Luxembourg,"One Group Solutions is a fund management company that delivers integrated and modular solutions that engender client delight. It offers modular management, compliance consulting, corporate secretary, and governance technology solutions to financial institutions. Our team of over 70 passionate professionals in Luxembourg, London, Dublin, Mumbai and Zurich service some 130 leading and boutique asset managers from around the globe and across all asset classes.",Luxembourg,"Financial Services, FinTech, Consulting",No funding announced yet,2019,https://www.one-gs.com,Active,LU,https://www.linkedin.com/company/one-gs,
Livista Energy,https://www.eu-startups.com/directory/livista-energy/,Luxembourg,Livista Energy is a manufacturer and supplier of sustainable refiners in lithium products for the battery and electric automobile industry. Livista Energy Europe S.A. was founded with the belief that the supply chain for Electric Vehicles needs rethinking. A more localised and environmentally friendly approach is necessary to deliver a clean driving experience.,Luxembourg,"Chemical Manufacturing, Electric Vehicle, Energy",No funding announced yet,2019,https://livista.energy/,Active,LU,https://www.linkedin.com/company/livista-energy,
LIV properties,https://www.eu-startups.com/directory/liv-properties/,Luxembourg,"LIV properties provides digital solutions for properties, rentals, and all associated financial aspects. It's a cloud-based platform providing services to landlords/managers, tenants, and suppliers. Their digital solution allows the cutomer to document their entire real estate portfolio. Their software facilitates maintenance activities, through a digital interface allowing owners/managers, suppliers, and tenants to communicate.",Bertrange,"Circular Economy, Information Technologies, Digitalisation, Real Estate",No funding announced yet,2019,https://www.livservices.com,Active,LU,https://www.linkedin.com/company/liv-services-property-management/,
GAMMA AR,https://www.eu-startups.com/directory/gamma-ar-2/,Luxembourg,"GAMMA AR provides an augmented reality based construction management software that assists construction site managers. Craftsman by intuitively overlaying 3D BIM Models accurately on the site, resulting in reduced errors, as well as speedy and unambiguous communication and progress monitoring, ultimately saving time and money. The application uses the data contained in Building Information Models (BIM) to overlay the worksite using augmented reality using mobile devices.",Luxembourg,"Augmented Reality, BIM, Software, Construction",Between €1 million-€ 2.5 million,2019,https://gamma-ar.com/,Active,LU,https://www.linkedin.com/company/gamma-technologies-ar-bim,
ekonoo,https://www.eu-startups.com/directory/ekonoo/,Luxembourg,"Ekonoo is an investment firm that provides administrative, financial management, regulatory, account, and register maintenance services. ekonoo is an investment company approved by the Commission de Surveillance du Secteur Financier (CSSF) that has developed a 100% digital solution for employee savings and retirement offers. Powerful, clear and transparent, it makes it possible in ""three clicks"" to put a complex device within everyone's reach.",Luxembourg,"investment, savings, professional savings, financial services",No funding announced yet,2019,https://ekonoo.com,Active,LU,https://www.linkedin.com/company/ekonoo/,
Cocoonut,https://www.eu-startups.com/directory/cocoonut/,Luxembourg,"Cocoonut designs, rents and manages co-living houses and buildings. Focusing on people settling in a new city.
Besides, we cultivate a new way of living to fit people's lifestyle.",Luxembourg,"Real State, Designs, Rents",Between €100K-€500K,2019,http://www.livecocoonut.com/,Active,LU,https://www.linkedin.com/company/atmanymany/,
AxFina Holding,https://www.eu-startups.com/directory/axfina-holding/,Luxembourg,"AxFina is a pan-European debt-servicing provider of business outsourcing services and digital debt management solutions. We provide efficient, digital-first receivables management solutions based on data-driven strategies and a customer-oriented approach. We cover the entire receivables management process: from amicable to legal collection, monitoring to enforcement.",Luxembourg,"asset, loan servicing, digital banking, financial services",No funding announced yet,2019,https://www.axfina.com/,Active,LU,https://www.linkedin.com/company/axfina-holding-sa/,
Legalfinder.com,https://www.eu-startups.com/directory/legalfinder-com/,Luxembourg,"Legalfinder.com is a legal platform where you as a lawyer can easily and safely sell your legal services - at prices you decide.To ensure high quality, they ensure that all attorneys and attorneys meet the following criteria that is minimum 5 years experience in the industry, specialist in the selected service, subject to statutory insurance.",Luxembourg,"Legal, Legal Tech",Between €1-€100K,2019,https://legalfinder.com/,,LU,,
Lingua Custodia,https://www.eu-startups.com/directory/lingua-custodia/,Luxembourg,Lingua Custodia was founded by asset management professionals. The Fintech company builds machine translation engines specifically designed for the financial industry and specialised by type of document/linguistic sub-domain. The aim is twofold: cater to the full spectrum of industry needs and achieve a superior translation quality thanks to highly domain-focused deep learning algorithms. The result: tapping into an estimated market potential of 1 billion euros in Europe alone.,Luxembourg,"Artificial Intelligence, FinTech, Machine Learning",No funding announced yet,2019,https://www.linguacustodia.finance/en/homepage/,,LU,,
LouvignyMedia,https://www.eu-startups.com/directory/louvignymedia/,Luxembourg,LouvignyMedia is a media and communication company that focuses on producing films and publishing books about history. The company was founded in 2019 and is based in Luxembourg. LouvignyMedia produces and distributes documentary films. We explore the great periods of history and the major events that made the news.,Luxembourg,"Digital Media, Media and Entertainment, Publishing",No funding announced yet,2019,https://www.louvignymedia.com/,,LU,,
Modus3,https://www.eu-startups.com/directory/modus3/,Luxembourg,"Companies within the financial services sector are facing permanent challenges when complying with regulations, and it's becoming more difficult to manage.",Luxembourg,Software,No funding announced yet,2019,https://www.modus3.lu/,,LU,,
OrganoTherapeutics,https://www.eu-startups.com/directory/organotherapeutics/,Luxembourg,OrganoTherapeutics use cutting-edge human-specific mini-brains for the discovery and development of effective drug candidates targeting Parkinsons disease. We screen new molecules on our proprietary human-specific minibrains which represent a model mimicking faithfully the human Parkinsons disease pathology. OrganoTherapeutics aims at developing new drug candidates against Parkinsons disease which are tested in state-of-the art 3D patient models. OrganoTherapeutics has developed first own proprietary drug candidates and has access to attractive libraries for further screening.,Esch-sur-alzette,"Biopharma, Biotechnology, Life Science, Pharmaceutical",No funding announced yet,2019,http://organo-therapeutics.com/,,LU,,
emma,https://www.eu-startups.com/directory/emma-2/,Luxembourg,"emma is developed to help enterprises design, manage and optimize their own virtual environments in a simple (codeless) way to reduce its operational costs and make the time-to-market shorter. The platform unites more than 140 cloud service providers giving the access to more than 80% of the World cloud capacity supported by the leading vendors applications available inside it's own store. A  DevOps-friendly and provider-agnostic (no vendor lock-ins) . emma provides the disruptive migration tools (to/from and between the clouds), AI-analytics and predictions to reduce the spending's covered with the single SLA that eliminates the grey zones in responsibility, service management and data transmissions outside the providers edge. On top of that emma has its open connectors, APIs and CLI which help to connect, provision and interact with the customer's on-premise infrastructure",Luxembourg,"Cloud Computing, Cloud Infrastructure, Cloud Management, IT Management",No funding announced yet,2019,https://emma.ms,,LU,,
rejustify,https://www.eu-startups.com/directory/rejustify/,Luxembourg,"Developed an AI-enhanced ETL tool (Extract-Transform-Load), working as a subscription based SaaS, -enables to find, merge and rejustify data sets in real-time, from multiple sources in just few clicks, -for data scientists, researchers, financial analysts, businesses, banks and asset managers, -saves data cleansing and formatting time, accesses primary sources in real-time and eliminates manual errors, -makes clients data-driven, keeping them focused on their businesses to take consistent actions and informed decisions.",Luxembourg,"Analytics, Artificial Intelligence, Big Data, Cloud Data Services, Data Integration, Information Technology, Machine Learning, SaaS, Software",No funding announced yet,2019,https://rejustify.com,,LU,,
Symvio,https://www.eu-startups.com/directory/symvio/,Luxembourg,"Symvio has created a smart maintenance solution that enables businesses to forecast machine failure based on data and service their equipment before harm occurs. Less maintenance, less firefighting, and more time for core operations. Companies waste a lot of time and money on unnecessary machine maintenance. Despite this, they are not safeguarded against costly unanticipated malfunctions. You maintain your machinery at predetermined intervals regardless of real wear and tear to prevent unplanned downtime. Clients may collect real-time data on their whole machine pool with Symvio's smart maintenance service. This enables them to foresee breakdowns and, eventually, arrange maintenance procedures based on data. Symvio is headquartered in Luxembourg City, Luxembourg and was founded in 2019.",Luxembourg,"Artificial Intelligence, Consulting, Professional Services, Risk Management",No funding announced yet,2019,https://www.symv.io,,LU,,
Valuu.io,https://www.eu-startups.com/directory/valuu-io/,Luxembourg,"The stock market offers great investment opportunities. Nevertheless, it is quite difficult to find relevant information to pick the right companies to invest in. Our mission is to empower self-directed investors to build and manage a market-beating stock portfolio by combining high-quality data with easy-to-use tools.",Luxembourg,"Analytics, FinTech, Information Technology, Internet, Personal Finance",No funding announced yet,2019,https://valuu.io,,LU,,
Vivi.lu,https://www.eu-startups.com/directory/vivi-lu/,Luxembourg,"Vivi.lu is the real estate portal dedicated to Luxembourg. Created by the Chambre Immobilière and the real estate professionals who are members of the Chambre, you will find on vivi.lu exclusive offers, all the announcements from real estate agencies, promoters and builders in the country. A fast, simple and effective search engine is available to you that exactly meets your criteria. Useful real estate information and detailed articles will guide you to facilitate your real estate search.",Luxembourg,"Advertising Platforms, Commercial Real Estate, Real Estate",No funding announced yet,2019,https://www.vivi.lu,,LU,,
Waves,https://www.eu-startups.com/directory/waves/,Luxembourg,"With our award-winning Sustainability Management Platform (SMP), we make sustainability visible by using the power of digitization. Our fully integrated cloud-based solution processes real data in real time to calculate the carbon footprints of transports, companies and other areas, where CO2 gets emitted in a B2B context. Our platform delivers transparency and provides companies with reliable sustainability analysis on the supply chain, the products and the required transports.",Luxembourg,"Big Data, Data Integration, Pollution Control",No funding announced yet,2019,https://www.waves.lu,,LU,,
WEO,https://www.eu-startups.com/directory/weo/,Luxembourg,"WEO harnesses the power of data from space and AI to help build a more sustainable future for all, whilst prioritising values of integrity and innovation in a challenging and fun environment. We specialise in tackling major environmental challenges, such as water resource management, growing urban forests, preparing for natural disasters and adapting to climate change using Earth Observation data to provide frequently updated, affordable and actionable insights to our clients.",Luxembourg,"Artificial Intelligence, GreenTech, Pollution Control",No funding announced yet,2019,https://www.weo-water.com,,LU,,
Pitch Deck Analysis,https://www.eu-startups.com/directory/pitch-deck-analysis-2/,Luxembourg,Pitch Deck Analysis: Investor ready deck analysed by investors! Nothing is automated; Nothing is analysed by AI; We are humans!,Luxembourg,"pitchdeck, nfinitiv, pitchdeckanalysis, startups, pitchdeckanalysis.com,",,2019,pitchdeckanalysis.com,,LU,,"At Pitch Deck Analysis, we have built a team of fourteen industry experts who have demonstrated outstanding skills in the startup scene. When it comes to pitch decks analysis, we pride ourselves in our understanding of what VC’s expect and demand, as our team are made up of advisors, seed Investors and VC’s.
We will help you improve slides in your existing deck, re-validate your deck or build a complete deck from the ground up, arming you with a powerful presentation that is visually engaging and effective."
Ride More Protection,https://www.eu-startups.com/directory/ride-more-protection/,Luxembourg,"Specialized producer of protective gear for BMX freestyle, BMX Race and scooter. Experts in BMX gloves, scooter gloves, knee and elbow pads. Brand offering high quality and customized products. Our goal is to minimize injuries and maximize fun during skatepark practise.",Luxembourg,"extreme sports, protective gear, bmx gear, scooter gear",,2019,ridemoreprotection.com,,LU,,"We are skatepark-centric company that was established to provide high quality gear to BMX and scooter riders. With our products we want to bring more diversity to the skate community and make extreme sports more women-friendly and kids-friendly. Each of our products goes through careful design. rigorous tests and examinations before it is commercially available. We are Luxembourg-based, with online shop offering delivery across Europe. Company is owned and run by riders."
RoomMate S.A.,https://www.eu-startups.com/directory/roommate-s-a/,Luxembourg,"We provide you with information you need to manage your real estate portfolio, and give your tenants the best experience possible. We help you grow your portfolio 10x faster than landlords who have not embraced the digital transformation. We digitize the entire rental management process thanks to the combination of a web platform for landlords and a mobile app for tenants. We provide transparency with our platform and application. We see a future in which you spend your time on value-add tasks and not wasting it on mundane and repetitive ones. We were born in the digital era, we want to apply its uniqueness to the real estate sector.",Luxembourg,"Software, Property Management Software, PMS, Real Estate Platform",Between €500K-€ 1 million,2019,https://www.the-roommate.com,,LU,,
Kidola,https://www.eu-startups.com/directory/kidola/,Luxembourg,"Children can be monitored digitally and information can be shared easily with Kidola, a childcare-based software application. The platform enables nurseries to plan their budgets and identify opportunities to optimize their operations. And it also ensures that parents get daily reports offering an overview of their child's day, which they canaccess on their own dedicated and secured portal.",Luxembourg,"Child Care, Mobile Apps, Software",Between €500K-€ 1 million,2019,https://kidola.lu/en/,,LU,,
Cascade Lab,https://www.eu-startups.com/directory/cascade-lab/,Luxembourg,"In biochemistry a Cascade is a chain of reactions in which the product of a previous step is the substrate of the next. This concept is also relevant to business operations where actions are sequential. You track a lead, negotiate, send an offer, onboard the client, provide various services, which themselves may be sequential.   Cascade aims to permit data, once entered, to populate and impact multiple interconnected elements. The data becomes retrievable through various views, for different users, and extractable in different forms, without the need to ever re-enter it.  
Cascade allows administrative companies to automate their operations for multiple day-to-day activities (Register function, Transfer Agency, Compliance & AML/KYC, Sales, Risk, Project Management, Set Up among others). It replaces many external applications used by operational teams, thus ensuring better control from team management point of view.   
Cascade is a Modular solution representing One environment in which operations are performed.",Luxembourg,"software, company, administrative, compliance",Between €500K-€ 1 million,2019,https://cascade.lu,,LU,,
RegSearch,https://www.eu-startups.com/directory/regsearch/,Luxembourg,"For any highly regulated company, RegHub is an is easily downloadable Azure Managed Application with an annual license fee. It takes external regulatory documentation, and connects them to internal control documents such as procedures. So when the regulator issues out an update, you instantly know which internal document is impacted by the change. It comes with an AI Compliance Assistant REGI that is built on GPT-3 to answer any regulatory question in plain English.",Luxembourg,"Software Development, Digital Transformation, Fintech, Disruptive Innovation",Between €100K-€500K,2019,https://www.regsearch.ai/,,LU,,
Mileswap Home,https://www.eu-startups.com/directory/mileswap-home/,Luxembourg,"Mileswap Home (prev. carVROOM), an urban electromobility solution shared and connected in a residential area in TaaS mode.
A pioneer in ""TaaS"" (Transportation as a Service), we offer habitat professionals and residents an intelligent and sustainable travel tool. We provide access to a wide choice of transport solutions associated with the digitalization of information thanks to dynamic signage in residential areas.",Luxembourg,"Mobility, Transportation as a Service, TravelTech, Smart City, Electric Vehicles",,2019,www.mileswap.com,,LU,,
Concio,https://www.eu-startups.com/directory/concio/,Luxembourg,"Concio provides personalised suggestions for travellers, let them easily review, select and book experiences, tours, restaurants and other events within minutes, thus the travellers can avoid hours of planning and avoid the stress.

We are building online platform to provide personalised travel experiences and book based on users’ preferences.",Luxembourg,"TravelTech, Virtual Assistant, Travel Planning, Trips Personalisation",No funding announced yet,2019,www.concioapp.com,,LU,,
Legal Adviser,https://www.eu-startups.com/directory/legal-adviser/,"France, Luxembourg",Online Lawyer appointment system Europe.,Luxembourg,"law, online lawyer",,2019,https://legaladviser.eu/,,"France, Luxembourg",,
EmailTree,https://www.eu-startups.com/directory/emailtree/,Luxembourg,"EmailTree is an end-to-end solution to increase email productivity, automate email composition, and trigger automatic actions in databases.",Luxembourg,"Artificial Intelligence, Software",Between €500K-€ 1 million,2019,https://emailtree.ai/,,LU,,
Joompay,https://www.eu-startups.com/directory/joompay/,Luxembourg,Joompay is a fintech that develops a social finance app aimed to enable money transfers across Europe. Their app makes opening an account in Europe straightforward and safe.,Luxembourg,"Apps, Financial Exchanges, Financial Services, FinTech, Mobile Apps",No funding announced yet,2019,https://joompay.com/,,LU,,
Blocktrade,https://www.eu-startups.com/directory/blocktrade/,Luxembourg,"Blocktrade is a digital asset exchange with the vision of building an ecosystem around digital assets. The team states that digital asset trading is an exponentially growing market, and Blocktrade is a bridgehead between slow, regulated tokenization services and fast-paced trading communities. Blocktrade is developing and operating an institutional-grade digital assets exchange that focuses on cutting-edge technologies, highest security standards, and excellent user experiences.",Luxembourg,"Digital Assets Exchange, Financial Services, Fintech",Above €25 million,2018,https://blocktrade.com/,,LU,,
Zortify S.A.,https://www.eu-startups.com/directory/zortify-s-a/,Luxembourg,We create artificial intelligence to solve humans hardest decision making problems,Luxembourg,"deep tech, artificial intelligence",No funding announced yet,2018,https://zortify.com/,,LU,,"Zortify is an innovative European tech company that develops AI-based algorithms for successful and sustainable decision-making. Our algorithms give decision-makers access to otherwise locked valuable insights in the areas of HR, investment, cybersecurity and more. Our combination of deep learning technology and our expertise in various fields is unique."
GOLDBAUM,https://www.eu-startups.com/directory/goldbaum-2/,Luxembourg,Financial data and analytics SaaS,"Dippach, Luxembourg, Luxembourg","Data Analytics, Finance Technology, Big Data, Machine Learning, Natural Language Processing, Research",,2018,https://www.goldbaum.io,,LU,,"For heavy data consumers such as banks and funds who urgently need unlimited and clean datasets, our digital service is an API that does the data heavy-lifting for you. It benefits all functions and roles inside a sizeable financial organisation, unlike what is currently offered by legacy providers. Our datasets are the best in terms of quality and price."
Polaar Energy,https://www.eu-startups.com/directory/polaar-energy/,Luxembourg,"We offer businesses and individuals digital building management tools to monitor and optimize their water and energy consumption.
The monitoring of the digital data collected using “BREEAM & HQE” certified probes allows visualizing its consumption via a web dashboard or SMS, to prevent and control a number of disasters, such as water damage and losses of energy.
It is possible to monitor your water consumption remotely on a web platform.  Coupled with any type of pulsed meter, you receive your consumption and alerts on a web platform and have the possibility to open or close a valve remotely.",Luxembourg,"monitor,water,device,consumption",,2018,www.polaarenergy.com,,LU,,
MyMedBot,https://www.eu-startups.com/directory/mymedbot/,Luxembourg,"MyMedBot creates smart-safe campuses by connecting users with on-site medical responders who receive instant critical information in emergency situations including the user’s indoor geolocation (down to the room). MyMedBot's mobile app also captures data enabling the design of physical spaces and first responder protocols to maximize safety. Applications include schools, universities, offices & public infrastructure.",Schrassig,"medical, health tech, emergency, app",,2018,https://www.mymedbot.lu/,,LU,,
AirK2,https://www.eu-startups.com/directory/airk2/,Luxembourg,"AirK2 is the support on #BPM, dematerialization of business processes and their management. We accompany our customers in this mapping that allows them at any time to have their process reference updated.

In order to save time as well, we propose to automate more than 70% of the company’s processes in order to free up employees’ time and allow them to focus on their job and not on boring tasks.",Luxembourg,"BPM, Business Process Management, Process Mapping, Automation",,2018,www.airk2.lu,,LU,,
ARSPECTRA,https://www.eu-startups.com/directory/arspectra/,Luxembourg,"ARSPECTRA is a med tech company primarily bringing the current navigation in various surgeries to the next level.

We take the best out of diagnostic imaging and replace the classic displays with 3D Augmented Reality glasses and medical image processing software. We thereby create a completely new type of surgical navigation that is directly in the sight of the surgeon on his or her patient.

The surgeons gain a higher precision, a better completeness, and an improved time-efficiency of their practice. The patients thus benefit of a quicker, and especially better outcome of their treatment.",Foetz,"MedTech, Medical Devices, 3D Augmented Reality, Surgical Guidance Tool",,2018,www.arspectra.com,,LU,,
AssurBox,https://www.eu-startups.com/directory/assurbox/,Luxembourg,"AssurBox is a B2B SaaS platform that ""plugs a cable""​ between information systems.

We offer a platform with a green card request module, allowing car dealers and other partners to make efficient requests to insurances companies.",Luxembourg,"InsurTech, Insurance, SaaS, Api, Integration Platform",,2018,www.assurbox.net,,LU,,
Eataliano,https://www.eu-startups.com/directory/eataliano/,Luxembourg,Eataliano is all about real Italian food. All our products are made by food artisans in Italy from local ingredients. Our producers still value traditional production methods and we promise that you will taste the difference.,Luxembourg,"FoodTech, Online Grocery, Specialty Shop, Food Box",,2018,www.eataliano.lu,,LU,,
VNX Exchange,https://www.eu-startups.com/wpbdp_listing/vnx-exchange/,Luxembourg,"VNX (www.vnx.io) is a European company bringing real world assets (RWA) to the crypto world. 

VNX’s Liechtenstein-based company, registered by the Liechtenstein Financial Market Authority (FMA) under the Blockchain Act, generates multichain tokens referencing two most popular European fiat currencies - VNX Euro (VEUR) and VNX Swiss Franc (VCHF). VNX Euro and VNX Swiss Franc combine advantages of traditional fiat currencies with the convenience of crypto, enabling quick, low cost and 24/7 accessible cross-border payments and opening vast DeFi opportunities with stable assets. VNX has also presented the first European gold-backed token - VNX Gold (VNXAU) that represents individual ownership of physical gold. 

The other VNX’s Luxembourg-based entity, that manages the end-to-end platform for tokenization of traditional assets, is registered with the CSSF as virtual assets services provider, and facilitates the whole life cycle for digital assets from planning to post tokenization support.",Luxembourg,"Stablecoins, RWA tokenisation, Tokenisation, Tokenised Gold, STO, Platform, Fintech, Blockchain",No funding announced yet,2018,www.vnx.io,Active,LU,https://www.linkedin.com/company/vnx-io/,
Machinations,https://www.eu-startups.com/directory/machinations/,Luxembourg,"Machinations.io is a browser-based platform to design, balance and simulate game systems. Machinations allows game developers to map any game system in an interactive diagram, set parameters that define elements and the relationship between them, and visualise the way in which these systems work. The most powerful feature in Machinations is Multiple Runs, a Monte Carlo method that can simulate different outcomes, plot results and balance game economies.",Luxembourg,"Games Design, Games Analytics, Design Platform",,2018,www.machinations.io,,LU,,
ZENVIEW,https://www.eu-startups.com/directory/zenview/,Luxembourg,"First fully VR mindfulness solution, tailored to the individual needs of employees and companies.

Immersive experience by using the most modern virtual reality technologies.

Reduce work-related stress and negative feelings immediately - Benefit from relaxed employees in increased productivity, engagement and profitability.",Luxembourg,"Employees Well-being, VR, eHealth, Wellness",,2018,www.zenview.lu,,LU,,
Orbitbox,https://www.eu-startups.com/directory/orbitbox/,Luxembourg,"We are in the process of building a service, which delivers a box of healthy snacks to our customers’ offices every month. 
 
After each delivery, employees can select on a dashboard the snacks they liked the most. The following month they will get similar snacks they liked in the previous box. 
 
In short; 1.preferences are recorded, 2.snacks are chosen, 3.we pack & ship, 4.feedback comes back
 
This food data help us curate a more personalized company snacks box, since not every business is the same.",Dudelange,"Internet, Food Startup, Ecommerce, snack delivery for office, healthy snacks delivery, healthy food, and Made-in-Luxembourg",,2018,https://www.orbitbox.bio/,,LU,,
Goldbaum,https://www.eu-startups.com/directory/goldbaum/,Luxembourg,"GOLDBAUM is an API SaaS and sells monthly and annual licenses to access it. Clients are small to large banks, funds and insurance companies. These institutions integrate trackers' data and analytics quickly and seamlessly in their existing infrastructure by connecting directly to these services. We developed a technology to source, treat and pre-analyse any type of financial and extra-financial data and service it error-free and unlimited to our clients.",Roeser,"Research, Financial Markets, Financial Products, Automation, Machine Learning, and Cloud",,2018,https://golden.goldbaum.app/,,LU,,
Inkspired,https://www.eu-startups.com/directory/inkspired/,Luxembourg,"Freemium model: free version supported by paid ads, and a premium version at €8/mo and €60/yr to read ad-free, unlock many professional features, access our smart Writer App (AI-powered tool for Mac/Windows), and read offline. We also have one-off self-publishing & design services, and we accept sponsored content requests.",Esch-sur-Alzette,"Book publishing, Online reading, Serial stories, reading, social platform, Fiction writing, Self-publishing, and Storytelling",,2018,http://www.getinkspired.com/,,LU,,
CopyRage,https://www.eu-startups.com/directory/copyrage/,Luxembourg,A platform for traders and bettors who keep their performance statistics on Blockchain.,Luxembourg,"blockchain, statistics, traders, trading,",,2018,https://copyrage.com,,LU,,
ANote Music,https://www.eu-startups.com/directory/anote-music/,Luxembourg,"ANote is the European primary and secondary market for music royalties.

Through ANote, anyone can now invest in songs, and purchase those rights that musicians, record labels, and publishers are offering for sale.

ANote innovates the traditional music business model by tackling its inefficiencies. The creation of a liquid, transparent and integrated market for music rights will unlock financing for new projects and help artists, record labels and publishers to become financially independent.

By enabling direct investments in catalogues, ANote introduces a new financial instrument uncorrelated with traditional investment opportunities and sets new valuation standards for royalties across the EU.",Luxembourg,"Music Tech, Copyrights, Invest, ANote Music, Luxembourg",,2018,https://anotemusic.com,,LU,,
Machinations,https://www.eu-startups.com/directory/machinations-2/,Luxembourg,"Machinations is a platform to design, balance, and forecast game economies. Machinations' platform combines a design language with the power-features to build complex systems, reduce guesswork and predict player outcomes.",Luxembourg,"Gaming, Software, Video Games",Between €500K-€ 1 million,2018,https://machinations.io/,,LU,,
Evercity,https://www.eu-startups.com/directory/evercity/,Luxembourg,Evercity is a blockchain-based impact investment platform and a network of high-tech startups utilizing Industry 4.0 and Web3 technologies forming an ecosystem.,Luxembourg,"Artificial Intelligence, Blockchain, CleanTech, FinTech, Impact Investing, Sustainability",Between €500K-€ 1 million,2018,https://evercity.io/,,LU,,
Stokr,https://www.eu-startups.com/directory/stokr/,Luxembourg,"STOKR is a digital marketplace built on the blockchain to create independent access to a new age of capital markets. STOKR legal and technology framework provides the investors with an easy-to-use, transparent user interface offering the opportunity to participate in the profit or revenues of start-ups and SMEs.",Luxembourg,"Angel Investment, Blockchain, Crowdfunding, Information Technology, Marketplace, Venture Capital",Between €5 million-€10 million,2018,https://stokr.io/,,LU,,
LULUBUY,https://www.eu-startups.com/directory/lulubuy/,Luxembourg,"Get Access to the Leading E-commerce Demand!

Operating worldwide, Lulubuy is a pioneer in advanced e-commerce distribution.
With our disruptive sourcing practices, we act as the bridge between increasing online demand and supply from brand owners and distributors willing to sell at a large scale in a lightning-fast way!",Luxembourg,e-commerce distribution,No funding announced yet,2018,https://www.lulubuy.lu,,LU,,"Get Access to the Leading E-commerce Demand!
Operating worldwide, Lulubuy is a pioneer in advanced e-commerce distribution.
With our disruptive sourcing practices, we act as the bridge between increasing online demand and supply from brand owners and distributors willing to sell at a large scale in a lightning-fast way.
We Handle it All!
Are you a brand owner or distributor? Whatever is the size of your portfolio, we extend your catchment area across all of Europe & Beyond.
Rely on Lulubuy to take over & handle the entire operational process and benefit from increasing sales."
